[General]
Name|Brittney
f9aac402-9427-45d2-b7dd-afb38f88b19d|É apenas algo que faço para aumentar minha autoconfiança.
f364b17d-b7d3-4508-b037-1fb3bd5e222c|Eu fiz algo errado?

[Quests]
36317cb8-6b51-46eb-8095-e7ef7aa2e4d1|Cada canto e lugar
36317cb8-6b51-46eb-8095-e7ef7aa2e4d1Description|Pegue o tablet, mas também dê uma olhada.
36317cb8-6b51-46eb-8095-e7ef7aa2e4d1CompletedDetails|
36317cb8-6b51-46eb-8095-e7ef7aa2e4d1FailedDetails|
dea0dcf6-9b20-4f07-9af8-93afbc140c5e|Livrai-nos do Mal Costurado
dea0dcf6-9b20-4f07-9af8-93afbc140c5eDescription|Pedir delivery é uma opção, se você acha que a cozinha da Brittney não pode aguentar mais pressão.
dea0dcf6-9b20-4f07-9af8-93afbc140c5eCompletedDetails|
dea0dcf6-9b20-4f07-9af8-93afbc140c5eFailedDetails|
531752a0-5e06-47c4-90d0-9e6500b86246|Estômago de aço
531752a0-5e06-47c4-90d0-9e6500b86246Description|Use "Commit" no fogão mais uma vez.
531752a0-5e06-47c4-90d0-9e6500b86246CompletedDetails|
531752a0-5e06-47c4-90d0-9e6500b86246FailedDetails|
f6040246-a546-4c77-81e4-e978d23f32ab|Vire a mesa
f6040246-a546-4c77-81e4-e978d23f32abDescription|Brittney tem um plano para virar o jogo contra Patrick. Deixar o homem bêbado e tirar uma foto do estado em que ele acabar.
f6040246-a546-4c77-81e4-e978d23f32abCompletedDetails|
f6040246-a546-4c77-81e4-e978d23f32abFailedDetails|
978b9f3e-0b03-4398-bfbd-d9628195f131|Despeje um
978b9f3e-0b03-4398-bfbd-d9628195f131Description|O Creep foi comemorar. Abra o armário de bebidas!
978b9f3e-0b03-4398-bfbd-d9628195f131CompletedDetails|
978b9f3e-0b03-4398-bfbd-d9628195f131FailedDetails|
a861c5b1-447c-43fb-83b7-158de3f15570|Aumente o calor
A861c5b1-447c-43fb-83b7-158de3f15570Description|A Brittney não se arrepende mais... de você ter sido um babaca. Faça ela voltar ao clima, seja com um presente ou outra coisa.
a861c5b1-447c-43fb-83b7-158de3f15570CompletedDetails|
a861c5b1-447c-43fb-83b7-158de3f15570FailedDetails|
0d6fa15a-9527-47c1-b94e-438aec474822|Uma sensação de queimação
0d6fa15a-9527-47c1-b94e-438aec474822Description|A comida está com cheiro de quem está quase acabando. Vou ter que dar uma olhada no forno e avisar a Brittney. Quer dizer, se eu não sabotar o forno.
0d6fa15a-9527-47c1-b94e-438aec474822CompletedDetails|
0d6fa15a-9527-47c1-b94e-438aec474822FailedDetails|
c0eb64c4-1d81-4719-8634-23d0cd6ea71b|No ringue
c0eb64c4-1d81-4719-8634-23d0cd6ea71bDescription|Você pediu para a Brittney te mostrar alguns movimentos de luta livre. Encontre-a na sala de estar e interaja com ela quando estiver pronto.
c0eb64c4-1d81-4719-8634-23d0cd6ea71bCompletedDetails|
c0eb64c4-1d81-4719-8634-23d0cd6ea71bFailedDetails|
beb9f20d-7b1f-427f-b8d2-6ef732bb5a68|Sendo drogado
beb9f20d-7b1f-427f-b8d2-6ef732bb5a68Description|Parabéns por garantir a sobrevivência do seu estômago. Você está livre para comer qualquer coisa que lhe seja oferecida.
beb9f20d-7b1f-427f-b8d2-6ef732bb5a68CompletedDetails|
beb9f20d-7b1f-427f-b8d2-6ef732bb5a68FailedDetails|

[Events]
1e31a4af-38c6-443f-9fae-beae01cdc181|A casa da Brittney é igualzinha à da Madison... Nossa, essa cidade universitária e seus bairros.
c3bc603f-00b7-40b1-96ff-311a257403c9|Tenho que esperar a Brittney subir para tomar alguma atitude, mas provavelmente vou começar a procurar algo para sabotar este prato. Claro, imagine os pontos extras que eu poderia ganhar comendo essas coisas ...
5fa0c9b4-d6c1-4d41-8fc9-73aaf0a7f8cd|* 20 minutos depois *
32a82a5e-e803-43da-9158-09632c7dfcab|Ela conseguiu engolir algumas mordidas da abominação do Dr. Mobus antes que sua visão começasse a falhar. Brittney está realmente impressionada... ela está se sentindo mais apaixonada. Vocês dois decidiram ficar mais aconchegados.
39774d47-61f6-474d-adfc-f726da4ecc64|O aparelho digestivo funcionou, e você conseguiu engolir bastante da comida da Brittney. Ela está realmente impressionada... está se sentindo mais carinhosa. Vocês dois decidiram ficar mais confortáveis.
5f6c1e37-1ae1-415b-bf98-fa3b6d4d744c|Nossa, não estou me sentindo muito bem. Essa comida está voltando para me assombrar.
3aa404f9-baec-4f22-a9cc-f016ac4f70ac|Isso é ruim... Eu deveria ter feito algo para proteger meu estômago. ARGH.
9af1f064-b608-4269-bbd7-ec0c36f9b84e|Meu Deus, estou quase vomitando! MERDA!
66396c27-470e-4185-98ac-6b01eca0f0db|Você tinha que abrir a boca, né? Bom, bom trabalho, eu acho. Idiota.
Fim de Jogo
ed7b4244-66f4-4188-ab3b-fff768a9bb0f|Não posso esquecer de tirar uma foto e enviá-la. Ou... posso esquecer de tudo ...
194c4dce-71a8-4a3f-89cc-47c4d51e78ef|Conseguir essas imagens pode dar mais trabalho do que isso. Parece que vou ter que chegar até ela primeiro. Nossa, o fardo que tenho que carregar ...
33162f2b-4f94-40e7-9618-f0031e16c10d|Apesar dos seus melhores esforços para escapar da ira dela, Brittney finalmente conseguiu te expulsar de casa... da próxima vez, tente se comportar da melhor maneira possível. Ou pelo menos esconda suas intenções. Vamos lá. Se você vai ser um babaca, seja esperto. Um babaca com QI 200.
Fim de Jogo!
643630de-bbb4-4c12-b254-18a51b4e8777|Você aceitou o Patrick e aproveitou ao máximo seu tempo na cama com a Brittney. A questão é: você viverá pelo dinheiro? Eu deveria ter planejado uma estratégia de saída.
Fim de Jogo.
b1f99a78-2869-4fe6-b218-9aa19ac02f58|Parabéns, você transou a noite toda! Você não fechou o negócio do Patrick, mas não importa, você transou.
Fim de Jogo.
7bf96462-4688-447c-a312-831cf864dd3b|É hora de levar essa luta para o próximo nível, ou talvez eu simplesmente "shipe" um pouco. Duvido que seja realmente possível "perder" neste momento ...
8b9644e1-8f68-4d00-888f-93303f77291b|FÚRIA PRIMAL!
e97c83d5-4ba6-4cd7-a333-85268bcbfacc|Foi uma noite de luta livre e sexo. E você assustou um pervertido. Você se saiu bem, garoto, você se saiu bem.
Fim de Jogo.
c8c75063-2931-45cd-bdc7-a379c684025d|Era mentira. Sinto que meus intestinos vão explodir. O que vou fazer?
6974932e-2829-44d5-972b-51140a0477d7|Droga, beber aquela garrafa de Gut Grip foi uma boa ideia...
667c49f3-11f3-4839-953b-546d4c22e6cc|Cara, você escolheu a opção "Verrugas Genitais"? Você merece terminar este jogo. E um banho.
dddb715c-6a49-4cc1-afbb-4b39434c46b8|Ela definitivamente sabe que eu fiz algo com aquela comida... O que poderia deixar Brittney de melhor humor?
a746afb4-1caf-4aec-b279-9c199a2bf3ba|Bom, eu não fui o convidado mais amigável... O que poderia deixar Brittney de melhor humor?
fce5c8b4-68bb-4fe4-90eb-8806492a0ab9|Nossa, não estou me sentindo bem. Essa comida está voltando para me assombrar.
aabd6519-42b6-4c0c-a594-ee9e3638bf91|Ai, meu Deus, vou vomitar! Merda!
19a6131f-18c3-4a36-be58-441ce21e0f52|Isso é ruim... Eu deveria ter feito algo para proteger meu estômago. ARGH.
e2be4bdb-c7f2-41f2-83df-34961233782b|Bem, você definitivamente foi um soldado por experimentar a comida da Brittney. Mas isso não significa muito quando você está no chão e o sexo foi retirado do cardápio. Talvez prepare a refeição com algo de casa da próxima vez.
059131b9-da40-4024-852c-78c6c4802a64|Depois de ficar satisfeita sem realmente transar com a Brittney, ela te expulsou. Educadamente, é claro.
Fim de Jogo.
6bee3bb6-b545-4841-b9e1-42f911c15722|Desde a House Party, você se matriculou novamente na faculdade comunitária local na esperança de conhecer mais pessoas na cidade. Por obra do destino, Brittney, a beldade sulista da House Party, está em uma das suas aulas!
Mesmo que você tenha decidido conhecer mais pessoas, você acaba conhecendo ela mais do que qualquer outra pessoa.
f0e5709a-7df0-447e-8316-04db897b81ce|Ele pulou da cadeira e a convidou para sair. Talvez seja a sua aparência (duvidoso), ou talvez seja essa sua personalidade brilhante (ééé), mas você definitivamente teve sorte. Ela não só aceitou, como pediu para cozinhar para você! Que cara de sorte.
A noite chegou. Vamos ver até onde você consegue levar sua noite com a Brittney.
2df055a3-f17a-4c13-afe2-cf91fd1de9ed|Bem, esta refeição está em minhas mãos agora. Com a Brittney fora de cena, poderei escolher se comprometo ou saboto a refeição sem que ela saiba.
5b1333b0-afa2-481a-bc66-7b6d4bcba966|Talvez você não queira explodir imediatamente. Vamos ver o quão louco isso pode ficar!
7852df31-1244-4958-af9e-8d8495836a18|* Brittney educadamente pede para você voltar lá embaixo enquanto ela se arruma *
72639a5f-557d-40f7-ab8c-08fa923d8c3f|Bom, isso não foi muito inteligente da minha parte ...
6c540122-8496-42cb-ac74-989b677846ac|Brittney olhou as notas e viu que eram diretamente do seu perfil de namoro. Então, ela soltou um grito paralisante, deu um passo para trás e te deu um tapa com toda a força de Valhalla.
Talvez você não tenha lido que "Imbecis" estava na lista de coisas que ele não gosta.
Fim de jogo, garoto, fim de jogo.
aaadc796-971a-4a28-ba19-07f782e65eac|Brittney usou aqueles braços de luta na lama e te deu um tapa. Você já estava no chão antes mesmo de perceber o que aconteceu.
Fim de Jogo.
Bom trabalho, babaca. Você não é nenhum Louis C.K.
b3ba2176-d994-4e76-9b05-3c3821fca16b|Bom, você foi definitivamente um guerreiro por experimentar a comida da Brittney. Mas isso não significa muita coisa quando você está em posição fetal no chão e o sexo foi removido do cardápio. Talvez da próxima vez você possa se preparar com algo por conta da casa.
4dde8328-b399-4de2-b88b-fd7d23f93f2a|Brittney se joga no seu pau...nada mal para quem terminou em segundo!
264419ce-070d-4b4b-9556-e116d9af3448|Parece que a Britt precisa respirar! Eu deveria dar um tempo para ela antes de brincar com ela de novo ...
74f6ad62-cf4d-4c78-984b-63df626fc202|Parece que você surpreendeu a Britt, e ela está ansiosa para retribuir o favor... Olha só ela!
5e51f465-379c-42db-83f9-3148671fd591|Parece que a Britt precisava de uma pausa. Espero que ela volte logo!
f0c319b3-aff8-4cc7-8cc2-7dc0c2e8800d|Bem-vindo ao Temptation Plantation, o site de namoro para aqueles que ainda acreditam que o Sul vai se reerguer.
Perfil de Brittney (atualmente definido como oculto. Ótimo trabalho para encontrar alguém de quem você gosta!):
3c9c0ea5-8862-443e-88e3-e1fd131e9f0f|Gosto de: parabéns seguros, piadas ruins, brincadeiras de lama, gestos românticos cafonas, esportes aquáticos ...
c0697125-6c43-4d85-9fe1-057d7373f03e|Não gosto de: piadas sujas, falar em público, ser muito direto, pervertidos ...

[Background Chatter]
