[General]
Name|Vickie
111.3|Ok, meus amores. Ninguém aprecia corpos durante o sexo mais do que o seu, então eu só quero agradecer por estar aqui e concordar com isso. Agora vamos foder!
111.4|Espero que você consiga me acompanhar. E lembre-se, MINHA satisfação vem em primeiro lugar. Isso nunca teria acontecido sem mim. Lembre-se disso e, mais importante, ME MOSTRE isso. Que as festividades comecem!
111.5|Bem, finalmente estamos todos aqui. Devemos fazer isso? Não respondam isso. Eu respondo por vocês. Definitivamente devemos. Agora, mostrem à Srta. Vickie o seu "Melhor Jogo", cadetes. Me deixem orgulhoso.
112|Mmmm, você está sentindo isso, cadete? A antecipação? A tensão? Eu praticamente consigo sentir o gosto! ...Ei. O que houve? Você está com uma cara que diz "alguém cagou na minha massinha de modelar". Duas coisas que eu nunca mais permitirei em contratos pré-cena, aliás.
113|Ugh, sério? Para sua sorte, sou bem compreensiva com esse tipo de situação. Vou te dar alguns minutos para se preparar para nós. Mas só alguns, ok? Afinal, sou uma garota muito, muito OCUPADA.
114|Olha, Cadete, eu sei que você está fazendo o seu trabalho, mas estou cansada de esperar. Vamos encerrar por enquanto e podemos voltar quando você estiver pronta.
115|Certo, Cadete? Você finalmente está pronta para fazer isso com a gente?
116|Hmm, ISSO realmente caiu no gosto. Quero agradecer a todos por VIEREM. Isso foi ótimo!
117|Viu, Cadete? Eu disse que era perda de tempo! Você é como uma daquelas pessoas que ignora todos os avisos nos videogames e ainda luta contra o chefe principal antes que ele esteja pronto. Eca. Acho que deveríamos deixá-la em paz. Nós a irritamos muito, e acho que não tem mais volta. Se eu fosse um daqueles personagens de videogame, meu conselho seria desistir.
118|Certo? É melhor que seja divertido... e não quero dizer divertido para os padrões DESTA festa, porque um torneio de damas facilmente se igualaria a isso. Certo, vou morder a isca. Vou lutar para chegar lá.
119|Puta merda, isso parece exatamente com a cena que fiz em Gothic Gangbang 2. Um pouco amador na execução, mas não é uma tentativa ruim. Madison, querida, se você quiser fazer um teste para um dos meus filmes, é só pedir. Não precisa se fazer de tímida.
120|Acho que posso lutar para chegar lá. Não é como se eu estivesse fazendo mais nada divertido nesta festa. Aparentemente, é aqui que a diversão acaba. Que tipo de arte é essa, afinal? O único tipo de arte que costumo apreciar é a nudez, mas, ei, eu sou mente aberta.

[Responses]
ad499b3d-389a-49e4-babe-265e70a49928|Derek. Acho que ele vai virar palhaço.
506d4056-55f9-4d1e-bd49-3a2aa81860fe|...Frank. Dizem que o medo é afrodisíaco, afinal. Então, é... Frank.
216560d3-ff57-4f19-af65-e672a6af2c0c|Leah, com certeza. Hm, imagino como ela lidaria com nós dois...
e303ccbb-02bb-418b-89fb-7ba73a480e5b|Patrick. ...Eu curto coisas bem estranhas, ok? Não pergunte
b75a87ee-c322-410b-8972-7a11837f4608|Onde estão aqueles caras da Grumpy Gaming? Vamos ver se eles estão a fim de mim!
760ca3c0-d348-4be2-9cd4-a41d031b61f7|Lety! Lety! Ela é tão fofa!
9c24e65d-3d7a-480b-b662-60f43832a33b|Estou intrigado e pronto para começar... mas me dá um segundo.
23241548-9e78-47ee-a8a4-263080701a72|Não é justo! Você é tipo um mágico com a boca!
29ac03ba-054f-4491-9a12-cb41a61e518a|Mentindo, trapaceando e roubando, meu bem. Sem problemas.
bc460da6-29aa-4463-a161-57936c616778|Segui seu conselho e me esforcei muito. Aliás, obrigada por isso!
d06c6c2b-6022-4367-a931-db9ef1980082|Porque obrigada. Isso me descreve perfeitamente... (POV)
5f7b7b0f-d368-421e-a50e-afd6d32e5046|Respira fundo...
0cdc33e6-a06b-4e46-b277-0d1350fb03aa|Me mostre como uma atriz pornô faz um boquete.
503c90ea-eb42-4a73-9eee-1977d9534e5d|Não sei como fazer isso soar sexy, mas... vamos tentar sessenta e nove, sem engasgar.
78e8d62a-e1a5-4121-a8c1-307b58aedeb7|Vamos esfriar a cabeça por um segundo... quer perder tempo?
90af405b-b2b5-4898-9192-a8f25f856ee8|Vickie, estou com saudades. Que tal você me masturbar de novo?
bdc2408f-a54f-49d1-b583-4415ccf2f42b|Tarde demais... ahh merda!
65c132bb-ce66-4edc-9644-9c979e1e6375|Sem problemas.
2e138df7-43cb-43bd-8826-300e2cf6de78|Acho que eles estavam ficando quentes e pesados no sofá perto do armário de bebidas.
e4cc737e-65d8-4716-b320-d039f751aa08|Lá em cima, mas não sei onde. Descobriremos quando chegarmos lá.
774232bb-b3ef-4702-82d2-5f9c299bb834|Eles estão escondidos nos arbustos perto da fogueira! Furtivos!
ceb714da-c5a2-4d11-b836-1392904b42b6|Em direção à música! Isso deve ter feito eles se chocarem e rangerem...
c14c3dfd-48a1-48dc-8cb5-1581fffb185d|Bem, a Rachael pediu sua ajuda. Não sei para onde ela foi, mas disse que ia verificar... 'os lugares de sempre'.
42b7b31c-9fde-4d4f-bc2e-4f4ef85c2569|Droga, sabe de uma coisa? Acho que eles podem... ter acabado. Te aviso se ouvir alguma coisa de novo.
6c88974c-99ae-4c6e-a177-e7a8487a96ca|Droga, tudo bem.
1fc736e9-7a25-4825-bb5e-4e9cb2858102|Claro. Certo. O que eu estava pensando?
ecda4580-f34c-4cca-9128-7acc92aecc09|Como especialista em sexo, dou um peso extra à sua opinião sobre isso.
5f6821d0-5e0b-48c1-9881-b1a164bd3345|O especialista em sexo falou. Mais um para mim!
e1466570-cb41-4f38-92f2-a098cbcb3eb7|Droga, lá vamos nós, não é mais uma missão...
aaaaa966-78fd-4b76-b997-3e2eb0540460|Te entendo em alto e bom som!
39dd6482-b78f-4e16-bd7e-00e50736e352|*Gulp* Talvez eu possa praticar com você primeiro? Sabe... para a ciência.
e3f70a85-a749-45a8-94eb-3910eeb6964f|Especial. Amante. Com certeza, é possível!
1fc5c827-ec04-41df-a9be-1be613ce2c7b|Obrigada, Vickie, isso é tão inspirador.
d81cedb6-3315-41d9-b1f4-75eb6bc33370|Estou pronta e tenho absoluta certeza de que vai dar tudo certo. Vai em frente!
6d18dea9-ca74-4b55-89a1-b0d6e523e79d|Bem, no fim das contas, lágrimas são um lubrificante terrível, então concordo com você.
bf826c16-0167-470b-98bc-4aae69222949|Vai valer muito a pena!
a80d47d3-7116-4c09-ace8-c79185940975|*Suspiro*
c22f1d01-7eb9-476f-aea3-16755f1b9da7|Desculpe... Vou fazer direito!
e1340061-6e2a-4baa-899b-17d7757099cd|Ativando o MODO DE ESFORÇO MÁXIMO. ...OK, é. EXPERIMENTE O MODO BEM FORTE!
ff2c858a-1123-4e2f-b0f6-e5445a0a9c3e|Ops, desculpe por te decepcionar. Vou trabalhar nisso. Te vejo em breve...
b3b48673-548b-4992-ac12-3634cb597fe9|Droga. Ok. Você tentou respirar fundo? ... Eu conheço esse olhar. Estou indo embora.
378cb3f6-7932-477a-9b8c-8ca38222caa4|Seguindo você! Destino, gozamos aqui!
de230d80-d654-47f5-b762-cbd9eadfcbd9|Só para esclarecer: completamente nua.
356b213d-5aa8-4cae-a056-20308901a0fe|Ah, olha só ela. Ela está lá embaixo!
1a3e8149-e1d1-4e19-b729-a3da8b89fa25|*Continua*
21aa55c6-027e-4e2d-92ff-49f3c93a1fda|*Continua, cruzando os dedos com mais força do que nunca*
7dae4d21-026e-4f22-849c-cc787c451708|Sim! Sim! E... ah, certo. Eu não.
e5d99df3-2e1c-4324-a5b4-949c8c953120|*Acena com a cabeça vigorosamente*
0316dd3b-ea41-4ce4-a916-0a66b3f51304|Isso mesmo! Então, o que você diz, grandão?
ab78a8b3-406a-4459-8066-6bf809d8e116|*Engula em seco...*
cf5390bd-dbaf-452b-8bf6-2457b667915f|Você ouviu, Frankie!
8a135f81-16f1-4c24-9713-88d94dd7f916|Este é um pedido que você vai gostar. Eu prometo.
7a37b56d-373c-4146-baca-52de862316d8|*Gulp...*
f86794ef-123a-449d-9952-39efaaeab6a2|Aguardo sua decisão, Mestre.
550d6d8e-8e9e-4cb9-b6da-814dfbdae7a7|MUITA diversão nua. Para deixar claro.
ae0468d5-8ea1-4a42-a916-1d550a2a8e74|Haha, com medo? Pffft. Definitivamente... definitivamente não. Depois de você.
6de29a7e-3bfb-42d1-b721-92b22e2c60bb|Nossa, que ótima ideia, Vickie!
cfadffb8-a9f6-4e50-ba6b-6932860e97ea|Estou pronto pra caralho. Direto!
21fd90f2-4db8-4254-83ca-9b2ce5638ea4|Entendi. Acima e abaixo. ...Ok, terminei. Vamos nessa!
0b862d38-503b-45b2-95bd-1e58a47dcf42|Sem calças vinho. Provavelmente.
ba29a45f-19b9-4523-93e4-7af3ef0ec7fa|Bom conselho. Vamos, Pat, estamos esperando por você!
6b4d23e5-b3e5-4ced-9b31-64114be9bb4a|Sim, por favor. Preciso que você revire os olhos... imediatamente!
5a2e728a-d007-4cf3-8475-b8f630ab876d|*Continuar*
0c8c88bc-31b0-4202-974d-71d34e334821|Eu não poderia ter dito melhor.
2886025b-171c-4a23-b482-8d9104a7e091|Achei que ficar amarrada fosse uma coisa boa? ...Tenho muito a aprender. Até breve.
78488520-6d16-4ee5-863b-6c5ea5b8eb3c|E sorte a minha!
e61e7368-bde1-442f-bdc2-6b633080690c|Minha culpa. Vou melhorar. Muito melhor. Eu prometo!
67de980f-bb15-4a1c-bb7c-ad0d3ffd9b12|Vamos lá! É a Vickie, e de verdade!
327cf228-cf78-4e59-b0d0-7cad5afd4358|Ok, desculpe, Vickie. Vou me arrumar... legal, ou algo assim.
f2c279cd-78bc-4282-a307-546735aab183|Aqui. Nós. Vamos lá!
dd538f17-8f94-4c90-8d09-8c8308967811|Foi mal. Mal pude esperar pela nossa aventura selvagem. Preciso de alguns minutos para recarregar as energias... espera, o quê?
337aca9e-8709-4d82-8841-d99e23f4307d|Entendo. Obrigada, Vicky!
713b44a2-8b6f-4004-a859-6e6a687203b0|E-espera... porra! Quer dizer, eu quero foder! Eu... *suspiro* droga.
3d1f5dba-b08d-43a9-9b77-5b3c8ccd7be0|Porra, sim, você sabe disso!
368e30b9-0762-4a69-b6c2-0f3e8ac61ed8|Desculpe, não... preciso de mais um tempinho.
ea8de797-57d4-4bd6-885d-563027c0c9c8|Porra, sim, foi!
f94827c1-e098-4352-89b8-8fe3fc9d5a48|Prefiro tentar de novo e de novo até que a única opção seja desistir da raiva. Mas, anotado.
6acbeac2-61de-4936-9504-f133b52a2e34|Obrigado, Vicky.
821089f2-713f-4abf-a891-7b4bffb36435|*Pegadinha bem-sucedida!*
25d9f9b5-d18d-45f4-9b0d-e5b641597e72|*Continuar*
0d2f04da-4579-45fe-a3af-02639b2b8767|Acho que você vai gostar deste texto.
b1701139-d46f-4807-87c0-09c0d3387011|Então, Vickie, bolas grandes são desejáveis na indústria?
80010fe1-489d-479d-8a73-1d13576d51fd|Ok, como posso provar que sou digna da sua mágica de ménage?
e2a00da6-07ef-4b1e-833d-9aec0cf5a348|Eu me sinto sexualmente empoderada e lisinha pra caralho. Sou a parceira perfeita para um ménage ou não?
6c565458-28c2-4525-bd5b-542edce7aefa|Madison disse que precisava de você quando você tivesse um minuto. Ela está lá em cima, no quarto dela.
5273a20d-ce84-4b62-896c-af9e54e84942|Madison está organizando uma exposição de arte lá em cima e quer muito que você veja.
fb7e1e36-15de-4c07-9198-a6f4b800dccf|"Vickie, eu estava querendo experimentar outro "amigo especial". O que você acha?"
bf3cbb94-c60b-434f-9dbc-da2a3eb376d2|"Estou de volta e fiquei pensando em quem poderia ser o nosso "amigo especial"!"
38afaedd-7c1b-4da3-8c29-611eadd59f45|"Opa! Sobre o nosso novo "amante especial"... acabei de receber uma mensagem. Pode esperar um pouco?"
1af99344-fd04-4612-8646-54a21fc2e766|Vickie, posso ter um encontro com você e nosso "amigo especial"? Preciso de alguns para... limpar nosso futuro bagunçado.
4007f2fd-85af-4197-b009-7c24e439780f|Vicky! Acho que ouvi barulho de gente sendo maldosa. Quer dar uma espiadinha?
1aa5887c-9041-4133-bceb-daf78f2a1861|Ah, a banheira de hidromassagem! Ótimas lembranças, né? Sente-se, relaxe, e talvez possamos fazer algo mais...
f3f652b1-c07a-42e8-815e-a22e5fa5a492|Acho que talvez eu não devesse ter ido parar no apartamento anterior. Ou no sofá. Ou com o Frank...
dc731e64-02aa-4b9f-851a-6dee550323f2|Caramba! Ele gosta de mim!
7946245b-b5ae-4fea-b1e8-c65928df78aa|Acho que te amo.
4ee8aeb3-e40c-4c3b-bb9d-c6c3e27f2096|Eu já disse que te amo?
ea61a91b-2947-42a9-8ee8-04f678f74d3b|Entendo!
f683c2fb-6125-46f6-b185-9de3eb1a335e|Adoraria ver mais do lado louco da Madison!
89fb1f1a-0cb3-46e0-9da3-46c8afba4341|Consegui fazer a Katherine me amar!
8ace8235-7d6c-4299-9253-cdc97bcf619c|A Ashley é tão fofa. Vamos mimá-la!
addc31f5-2077-4a35-a459-27394e31a2e6|Aposto que a Brittney seria muito divertida!
bcb94b52-83f2-49c5-b105-b17f302d7d48|A Stephanie já é bem selvagem. Vamos ver do que ela é capaz!
b75e76cf-8e02-447b-8a70-3ab38532cb0a|Vamos ver o que podemos fazer com a Rachael!
c8059e6f-8f59-48b0-bccb-91999430f949|A Amy está se aquecendo para mim.
214606d8-a2a5-45ef-88dc-78eeb29cfe28|Talvez eu possa praticar com você primeiro? Sabe... para ciências.
2843076f-681a-46de-b226-37f94888a5dc|Ninguém gosta de mim...
39912747-9757-4b8a-b460-7c592dce839f|Foda-se, desenvolvedores da House Party!
34a040b9-0659-498b-9358-deca95355944|Godzilla!
08e508b2-9de7-4c33-a6cc-749ebbdca3c5|Ei, amor... quer brigar?
1c7d7ec0-81ce-46c7-a626-8dddcd220dd8|Então você vem muito aqui?
8c25d999-2138-4a0e-91ad-f873a90c5b09|Todos os membros da sua base são nossos?
e54c37ae-105b-4809-97fa-ab21bee2ddb9|Sabe, você tem um sorriso muito bonito.
f5be0830-8b42-469c-8b59-1d2f21032606|Ei, essas marcas de piercing no seio que vejo na sua blusa são?
fdfa1081-1378-458c-858f-9f368e7b7740|Anotado.
f7333b5e-4f10-49da-8cdb-ca3ebb86db53|Agora que penso nisso... Acho que não.
b69ca2ed-a9e8-4416-8912-073f37fec76c|Gênio! Carisma mais um!
02cef8ac-0e68-44c8-90bd-f1de734359e7|Estou nessa!
a66d20f1-2844-47a6-8798-879b34239a30|Estou nessa!
bb3716c8-7d0e-4b82-8674-92575b7cb8cb|Estou nessa!
b6a21a29-fa79-441b-ac11-061d1d4c295f|Estou cuidando disso!
16bad42b-5c68-4fe2-9586-f22fd1baec29|Acho que suas informações estão um pouco desatualizadas. Ashley e eu estamos ótimos agora!
117df870-47e4-4b27-8fbe-a79e4fed1861|*Mentira* Ah, sim, Ashley e eu estamos ótimos agora, na verdade. Deu tudo certo!
3252131a-abfc-41ae-a1a6-9aa6052e730d|*Mentira* Ah, sim, Ashley e eu estamos ótimos agora, na verdade. Deu tudo certo!
5c11a4b7-a8ae-4e8b-accb-22850a2b21ef|Eu deveria estar anotando essas coisas... espera... você disse sim?
a46b7471-7c59-4334-b473-f11cde55c910|Mostre o caminho!
691efae0-2f2c-4871-a215-8635136206d4|Sim. Desculpe!
d0c2186a-3958-4357-9979-b344510e701a|Eu me submeto aos seus testes... de ciência.
afa7ec39-5c71-499c-bf81-272be518d039|De jeito nenhum! Eu não sou um rato de laboratório!
4f9baf44-3d58-460b-9c27-193bc16be687|Isso não é justo! Você é como um mágico com as mãos!
6801bb2c-754d-44fd-8e8d-d131efb2090a|Como você propõe que eu faça isso?
c0ca1e65-8518-4efb-aa12-7701eed945a1|Te respondo mais tarde.
bef9741d-3a42-48ac-8b90-a1419f829f9f|Estou trabalhando nisso!
4ca58643-7bcf-4cb0-aaf5-923863dca412|Shmaoh Khay...
09b6ad77-7b90-4232-8e66-68c7e95f59ce|Claro! Ele não era páreo para mim. Foi uma luta injusta, para ser sincero...
f9dcb10f-8d3f-487f-ba25-dabaaac39cf3|Bem, na verdade, eu precisava de uma ajudinha. Não consegui acertá-lo sozinho.
e12f049f-858b-4ba8-a1da-df630dd3f737|Sim, senhora!
4fba0ef4-24a9-46e6-a173-1e16722f099b|Droga, lá vamos nós com outra busca...
df5589ff-8fb6-4cbe-9308-6e071e88447b|Ah... bem, então...
470e6ba7-bebf-46d2-bc6b-4be4ab86d2e8|Uhhh... obrigado?
4965667c-9296-415c-b961-31e0e242c437|Acho que entendi o que você quer dizer!
f8d0c156-a737-4edd-b071-42d9c22ef1a1|Legal!
18d9bc59-bc61-4349-838a-3b9c6f8c9dcd|Uau!
5024085d-5de6-4399-8f05-3d3fc67c625c|Eu faço isso!
97c5d750-e860-4dac-a0b0-cb915fe59d84|Fique à vontade...
27fe5a5c-4df6-4b1e-8bf7-2f3499ecb9ce|Ahn, eu poderia ir sem plateia, na verdade.
3ec6e5a3-8fb6-4ed7-b909-cc59095420af|Sim, senhora!
be91fbb7-f94c-4886-b310-c2caccb93e8b|Eu pensei que sim.
13fea5d2-2a6d-4234-8468-3e22e69ca5bf|É para o Derek tirando a camisa.
0d8b4a1b-7a67-4f45-8932-5166cd42ec8d|É para... o Derek tirando a camisa...
2e9bb2cc-3205-4d5f-bb82-bf89d19eefc7|Posso te mostrar algumas fotos nuas?
f55bf486-cfbf-482e-9826-afea72b0cada|Eu, uh, não é-
99e84950-f314-4b8a-af85-d2e1ee843e04|Você consegue ver se a mulher em questão conseguiria se dar bem na indústria?
b718c112-01f2-4dd8-8b86-1cf03d66c115|Aqui, olha este telefone...
f84e85ab-8950-43a5-850f-bc466093d1b3|Bem...
dcafb9a3-c07a-474c-8591-7c9c10df0272|Então você acha que ela tem o que é preciso?
ca14cc2c-2a39-460b-b0ae-890af69ace94|*Ouça*
282319b4-d5e7-4a57-ad76-1cf7e0701b67|Com certeza!
3c5af84c-7223-4e5b-b28d-1bcdfbe326cb|Não me importo com isso...
4736b80f-e8ef-47fa-9868-22c5c5cd5742|Adeus, Vickie.
6013b643-a4cd-4728-b969-b26ef676cf23|Uau!
ae69c3ae-2f0f-420a-8e37-b7319dc6c450|Não deve demorar muito...
bbe2c6e0-43c1-4113-a50f-d85b0d801986|*Ouvir*
32f39b86-6fa6-4ef0-880b-571b8aa18c50|*Ouvir*
42fd05fa-3460-4830-892d-c2b73ea5c4b2|Shh!
4b01cc4e-a999-4957-b449-5dca18039a85|Farei o meu melhor para não fazer...
2a6c2be8-9b6f-428c-82bc-ad65ea8953ba|Depressa!
6d1e4cb4-901b-4b64-a252-0c633d1ad713|Prepare-se para rir.
05eb757c-566f-4cc1-987c-b5d381dd7b86|Justo.
26b04492-3036-4f3e-94e0-8c8a0c00d392|*Fechar*
b91b0c5b-0287-435c-9455-d485c170c854|Até breve.
9a00d7c9-6330-48cd-b67f-bbdc7e67c3ab|Acho que valeu pelo aviso.
74f72ca7-6fde-4aba-8d43-d8448753539b|Ok, ok, entendi, Vickie.
363cd844-3f5b-4861-9928-01a828533e67|Fala logo!
1d82bb1b-3a64-4b57-806e-81c214565617|Meu Deus.
88c110e4-42cd-4d02-b0a8-a30068952bec|Ai, tudo bem então.
8bb44c4b-5361-4c35-9792-1540a9b1f525|Você acredita em amor à primeira vista ou devo andar na sua frente de novo?
379a4b32-f7c7-4970-b617-ec4172ad9e71|A Rachael me disse que você é muito engraçado!
26551750-49bf-468a-87f2-a424849dd668|Tem muitas "boas moças" aqui que precisam baixar a guarda.
573c111e-fda9-4efb-8c42-4448eca29416|Você deve ser a Vickie Vixen! Ela já ouviu falar muito de você!
e83212ab-fffb-46d8-984e-9ad06e6ad992|Ok, estou pronta! Fiz algumas amigas!
f9b1b308-5282-45b6-bcec-073ef0444470|Preciso praticar mais. Vamos encenar.
ac562599-212f-490d-921a-e1c9df52465e|Vickie! Você obviamente sabe onde posso encontrar maconha, certo?
9a3ea872-5d7f-4904-b34e-7432166b6d9e|Nossa, na verdade, eram os contornos dos anéis nos seus seios, por baixo da blusa! A Ashley disse que estamos quites!
f6c13f02-57f9-4afd-ae4d-e13f87138279|Nossa, na verdade, eram os contornos dos anéis nos seus seios, por baixo da blusa!
f4668e9b-bb86-445f-a967-5db5c3d08c70|Estou pronta para a próxima parte do meu treino!
111971a3-e255-46d2-bf8c-c0d0e4954b93|Ok, estou pronto para a próxima parte do meu treinamento!
fc04276e-9593-4fa5-86ba-24c469bc3695|Pode tentar de novo...
13d7fb0a-8292-4ad9-bc8d-2bce6d48812f|Ei... quer entrar na banheira de hidromassagem e ver aonde isso nos leva?
4aaeb968-2c52-42a3-975f-02aa6232aca7|Acha que quer assinar minha petição, Vickie?
047021bd-68e1-4d65-8789-1a5dbd8be028|Tenho algo que você pode querer, Vickie.
67155ff2-1a23-4df3-a57a-c25a76fdddae|Consegui surpreender a Ashley. Aposto que você não está muito surpresa com isso.
103871cc-fa08-4155-9ce8-ff237d06de3e|Oi, Vickie, a Rachael estava te procurando. Ela disse "me encontre no lugar de sempre", o que isso significa?
3d05898a-0400-42a8-b6ea-badf0c116bd5|Adeus, Vickie.

[Quests]
b4dbe1c3-ae82-430c-bb1f-dd811bba8886Description1|Você provou seu valor para a Vickie! Agora é hora de trabalhar um pouco com alguns dos outros festeiros sensuais aqui hoje à noite. Isso, claro, se ainda não começou...
b4dbe1c3-ae82-430c-bb1f-dd811bba8886Description2|Alvo localizado! Alguém concordou em descer com você e a Vickie. Está acontecendo! Fiquem calmos, não estraguem nada e me sigam!
3ab5d448-c062-400f-9f48-d3dad8e3b131Description1|A Vickie pediu para você provar o quão deliciosamente doce você pode ser, mostrando à Ashley o quão incrível você é. Hmm... quanto trabalho isso vai dar?
3ab5d448-c062-400f-9f48-d3dad8e3b131Description2|Você se deu tão bem, tão bem, com a Ashley. Agora a Vickie quer passar um tempo com você na banheira de hidromassagem para continuar seu treinamento...
3ab5d448-c062-400f-9f48-d3dad8e3b131Description3|Que se dane. Você fica tremendo toda vez que alguém olha para suas coisas extravagantes. Precisa encontrar um jeito de desacelerar e controlar suas entranhas!
3ab5d448-c062-400f-9f48-d3dad8e3b131Description4|Chegou a hora do confronto final entre sua libido bem treinada e o corpo e os talentos épicos de Vickie. ... Você está ferrado. Quem me dera.
b4dbe1c3-ae82-430c-bb1f-dd811bba8886|Boas Garotas se Tornam Más
b4dbe1c3-ae82-430c-bb1f-dd811bba8886Description|Vickie parece ter dominado a arte de transformar festas na festa do pijama dos sonhos da maioria dos homens. Talvez você devesse seguir as instruções dela...
b4dbe1c3-ae82-430c-bb1f-dd811bba8886CompletedDetails|
b4dbe1c3-ae82-430c-bb1f-dd811bba8886FailedDetails|
3ab5d448-c062-400f-9f48-d3dad8e3b131|Dia de treinamento
3ab5d448-c062-400f-9f48-d3dad8e3b131Description|Vickie se ofereceu para te orientar no seu jogo sexual. Não a desencoraje!
3ab5d448-c062-400f-9f48-d3dad8e3b131CompletedDetails|
3ab5d448-c062-400f-9f48-d3dad8e3b131FailedDetails|

[Events]
a5627fa2-2d13-4cab-800e-613c7133f9e6|Eu deveria ajudar a Ashley a resolver o problema com as roupas dela antes de perguntar à Vickie o que devemos fazer com essas fotos.
c3b62c25-4ae7-442e-a9af-38d34bf63330|Qualquer pessoa com quem ela esteja envolvida em alguma grande treta ou trapaça provavelmente não estará livre agora. E quando a Vickie chegar até eles, eles podem se distrair brevemente de quaisquer favores que ela tenha pedido recentemente. Hmm...
7bd0cfed-1454-4745-825c-0dfb1b945dda|Estou chegando perto! Só um pouquinho mais perto!
4fc28a2b-a549-48dd-8e17-21123f4826dc|A confiança da Vickie em você inspira seu interior a recarregar suas ações sujas um pouco mais rápido...
13c3c3f8-5b38-42cd-953a-4821b9dd031d|Correto. Ela quer que eu tire a calcinha dela...
808d9a7a-98a4-4138-bb94-0a8e4a95b2ad|Ai, merda... Já passei do ponto sem volta!
efd6b823-e43c-4a24-8f43-a164851ded82|Estou tão perto... Não consigo... porra!
72a7e34c-ed17-4659-a356-194c409499a7|Ela está tão perto, eu deveria tirá-la de lá!
cd87c922-974f-463b-9c17-04297d686d25|Ooooh merda! Não há como pará-la agora...
b9d1c002-70c5-4ad8-b47f-75690b403fc9|Eu deveria tentar de novo quando ela e eu estivermos um pouco mais amigáveis...
16c42bbc-14be-4bfa-a467-67596486e4e0|Eu deveria tentar de novo quando tiver conquistado alguns benefícios dela... Acho que ela só quer conhecê-la. Intimamente ou não... essa é outra questão.
bc9921e2-eeaf-4dbc-be75-4bd6d8d1d81c|"Reconhecimento público? É isso aí, porra. Tá bom... então quem poderia ser o nosso "amigo especial"? Tem que ser alguém que esteja interessado em mim, né? Ou alguém com quem eu fiquei...? Ou vice-versa? Poxa, talvez algumas dessas pessoas sejam simplesmente fáceis. Como eu."
4d963750-d46b-42a4-ac88-f8d291b4c7dc|Droga. Não estou nem perto de estar pronto!
2d5c34eb-de42-4380-b9f6-46c8bc6379fd|Tá bom então... melhor, mas tenho que continuar treinando. E bebendo. Essas... são a mesma coisa agora, eu acho?
5e10f6d1-7d95-4241-9e97-bb7004ce1f62|Oohhh, é! Vou seguir a Vickie de pertinho enquanto ela vai para {Vickie:ThreesomeTarget}. Provavelmente não devo tentar fazer nada sozinho, ou arriscar estragar alguma coisa no caminho. Hm, será que eu já estraguei alguma coisa? Posso pedir para ela esperar. Melhor do que desperdiçar o tempo dela...
3abe7792-fb9c-4984-887c-ad080ab10909|Hm, será que de alguma forma deixei a {Vickie:ThreesomeTarget} ocupada demais para sair comigo e com a Vickie? Não, não parece comigo.
5d60d39f-1c60-40c6-8739-d55c572f8cea|E isso faz três convidados surpresa. É melhor eu avisar o Derek que estamos prontos para o grande show.
ede24fb7-3f4b-41b5-86b3-d827dfe7e06c|Tenho um bom pressentimento sobre a próxima parte... um pressentimento muito bom. É melhor eu me certificar de que estou... totalmente carregado, aí embaixo. Aí é hora de ir!
102e10d3-d988-4d77-b1ea-fa6998544ea4|Meus rins ainda estão recarregando. Melhor esperar mais um minuto ou dois...
5e79380e-5db0-4b7b-918b-da8705c15d3f|Meus rins ainda estão recarregando. Melhor esperar mais um minuto ou dois...
d67c611a-6dc4-47dc-90bf-c03909eb4b6b|Não tenho certeza se o Frank vai conseguir nos ouvir... Eu deveria tentar aproximá-la um pouco mais dele.
05e633c7-35ed-418d-b5ad-3ec2c2fa4aa4|Eu deveria esperar até a Vickie estar livre... ou ver o que posso fazer para acelerar o que ela está fazendo.
f27d7b4e-1960-440c-8511-7dc1640f9784|Eu deveria esperar até a Vickie estar livre... ou ver o que posso fazer para acelerar o que ela está fazendo.
e101f4e2-b462-47f3-ac5e-ca34ca1c6393|Eu deveria esperar a Vickie ficar livre... ou ver o que posso fazer para acelerar o que quer que ela esteja fazendo.
b494b9f5-dcbe-4550-b7de-ddb375e4523d|Claro que sim, é disso que eu estou falando! Hora de deixar a Vickie me provar de novo...
0c6b7c35-500f-4d3d-954d-6d5c6c8d35b1|Merda. Parece que ainda não estou me segurando muito bem. Vou precisar de muito mais prática e uns drinques se quiser impressionar a Vickie...
5dc1f0f1-da01-4782-bd72-28ab90aa1fbb|Melhor, mas ainda assim decepcionaria a Vickie e envergonharia sexualmente meus ancestrais. Preciso continuar treinando. E bebendo. *Suspiro*... as coisas que eu faço por aqueles ursos sexuais. Quer dizer,... porra, qualquer coisa. Menos pensamento, mais brincadeira!
f5083c3c-c2fe-4b1c-8082-ea247bd9ea38|Estou chegando perto! Só um pouquinho mais perto! Está realmente começando a demorar mais... talvez um drinque seja o jeito mais rápido de superar isso?
bbc7f3d1-2a88-48da-b43a-482ca37ba195|Porra... Eu deixei aquela porta fechada? Por que... POR QUE ESTOU FAZENDO ISSO EM UM MOMENTO COMO ESTE?!
4b7de15e-548d-4730-af40-365f6b50ee70|A Vickie está quase chegando a {Vickie:ThreesomeGoal}! Preciso garantir que estou perto e que eles possam me ver!
