[General]
Name|Brittney
139|Claro, querida, parece uma ótima ideia. Está uma noite linda para um mergulho!
140|Meu Deus, que proposta! Estou curtindo bastante esse jogo, então não ia querer acabar com a minha sequência, né? Eu toparia se vocês duas também estivessem.
141|Bem, meninas, acho que a melhor maneira de superar o nervosismo é simplesmente mergulhar de cabeça, não é?
142|Ah, menina! Foi uma experiência que não vou esquecer tão cedo.
143|Ora, olha só o que o gatinho trouxe! Como está minha menina hoje à noite? Espero que não tenha sido um incômodo muito grande para você vir me resgatar. Você é uma salva-vidas... ou pelo menos, uma salva-vidas de mau funcionamento do guarda-roupa!
143.1|Bem, você demorou bastante para chegar, querida! Achei que tinha visto ela por aí há um tempo. Enfim, obrigada por me ajudar! Depressa, entregue essa camisa! As pessoas continuam voltando aqui, e isso está me deixando ainda mais constrangida!
144|Aww, você é um amor. Que bom que você apareceu. Não só pela camisa, mas agora podemos sair hoje à noite! Estou animada. Quando estiver pronta, pode me passar essa camisa para eu vestir.
145|Garota! Eu sempre esqueço como você fala demais! Embora eu fique lisonjeado por você gostar de garotas, prefiro que todos os outros não fiquem olhando para elas a noite toda.
146|Querida. Pise no freio por um minuto. Embora eu aprecie o sentimento, você está sendo um pouco atrevida. Eu... eu nem sabia que você se sentia assim. Vamos nos divertir um pouco primeiro e tentar ser um pouco mais respeitosos, se não se importa!
147|Bem, tecnicamente falando, era uma organização sem fins lucrativos do fim do mundo. Tenho certeza de que não era muito diferente de qualquer outro drama de infância pelo qual a maioria das pessoas passa. Sabe, além de viver em um abrigo antiaéreo e cozinhar ratos para comer.
148|Aí está! Sinceramente, pensei que você tivesse se esquecido de mim! Por que demorou tanto? Ouvi você estacionar e entrar pela porta há pouco! Sei que é uma festa, mas pedi sua ajuda! Estou sentada aqui sozinha e ansiosa. Você pelo menos tem a minha blusa?
149|Eu adoraria sair, acredite, querida! Só não estou pronta ainda. Não me sinto muito confortável saindo até ter certeza de que a atenção não estará em mim e nesta blusa.
149.1|Na verdade, estou me sentindo melhor agora, querida, mas obrigada pelo convite. Talvez daqui a pouco.
149.2|Claro, eu adoraria sair com você em outro lugar! Onde você acha que devemos ir?
149.3|Obrigada pelo convite, querida, mas acho que vou ficar aqui bem perto do... entretenimento, se é que você me entende.
150|Você deu à Ashley um belo conjunto de roupas limpas depois do infeliz acidente com a cerveja. Você tem resolvido os problemas de guarda-roupa de todo mundo hoje à noite. Você é como o encantador de camisas!
151|Você ajudou a Madison depois que ela ficou chateada com o que as amigas disseram sobre ela. Além disso, ela também não tem falado muito sobre animais espirituais. Eu diria que isso é uma vitória dupla!
152|Ei, querida, te vejo lá em cima, no quarto principal, em breve.
153|Parece que sonhos se realizam, querida. Quero te agradecer por ser uma amiga tão especial hoje à noite. Acho que não teria me atrevido a perseguir a Amy se não fosse por você! Agora, se me dá licença, estamos prestes a dançar a dança da cabra, se é que você me entende.
154|Ah! Quer dizer... Eu estaria mentindo se dissesse que isso não me excita. Aposto que você não sabia que eu sou meio exibicionista de armário. Ou talvez tenha... hmm. Vou te dizer uma coisa, vou falar com a Amy, mas tenho certeza de que ela não se importará se o nosso Cupido for um pouco voyeur. Esconda-se no armário antes de chegarmos e não interrompa! Quero que tudo corra perfeitamente e não preciso de distrações!
155|Ei, querida! Estou de olho no prêmio agora, então conversamos mais tarde.
156|Deixe-me falar com a Amy e depois podemos conversar.
157|Ok, ok, ok! Vou ser sincera, pensei que isso estava indo em uma direção diferente da que você vem nos incentivando esta noite, mas devo ter interpretado mal a situação. Eu me diverti muito com você esta noite e tenho orgulho de ser sua amiga, querida!
158|Desculpe, mas depois de ver seu comportamento com minhas amigas esta noite, estou um pouco hesitante em deixar isso acontecer entre nós.
158.1|Então, me desculpe, querida, mas não estou sentindo nada entre nós. Ainda podemos ser amigas, mas você não é o tipo de pessoa que procuro em um parceiro romântico. Espero que você entenda isso.
159|Bem, meu instinto diz que eu provavelmente não deveria... mas acho que pode haver circunstâncias além do seu controle. Ok, considere a ficha limpa. Eu acredito firmemente em segundas chances, mas sabe no que eu não acredito? Em terceiras chances, querida.
160|Olha, vou ser direto com você, querida. Só não estou mais interessado. Já vi o tipo de garota que você é, e não é o tipo de garota que estou procurando. Vamos salvar o que pudermos da nossa amizade e deixar isso para trás, ok, querida?
160.1|Então, de novo, me desculpe, querida, mas acho que este é o fim para você e eu nesse caminho. Vamos ser apenas amigos, ok?
161|Devo admitir, você foi nada menos que admirável esta noite. O jeito que você está se comportando, ajudando pessoas necessitadas e sendo tão gentil comigo e com meus amigos. Querida, você fez meu coração disparar.
161.1|Bem, como você sabe, você fez um ótimo trabalho me conquistando.
162|Ainda estou pensando em você, mas sinto que as coisas estão indo na direção certa. Adoro ver esse seu lado carinhoso e atencioso. Isso simplesmente mexe com o meu coração.
163|Você interveio quando as coisas esquentaram entre Frank e Leah. Os dois têm personalidades bem... fortes, digamos assim? E isso nem é uma metáfora. Foi ótimo que você tenha conseguido apaziguar a situação.
164|Você fez uma exposição de arte inteira com a Madison que, pelo que ouvi dizer, foi um verdadeiro escândalo! Também ouvi... que você decidiu ficar na dele, em relação à Madison. Vou ser sincera, isso fez meu coração disparar um pouco quando soube, e eu provavelmente teria ficado com um pouco de ciúmes se você não tivesse ficado!
165|Nossa. Fiquei impressionada... Não sei como você conseguiu me convencer disso, quanto mais simplesmente sair do escritório usando essa blusa de imitação, mas eu adoro cada detalhe! Vou ficar pensando em você e nessa sua lábia por muito, muito tempo, querida!
166|Ah, querida, acho que o sentimento está lá, mas você precisa mesmo melhorar sua entrega. Essa fala foi horrível. Como se um indivíduo sedento a tivesse tirado de um chapéu velho e sujo depois que seu colega de quarto, mais sedento ainda, a digitou em seu pequeno teclado pegajoso. Bleh.
166.1|Nossa. Um pouco rude na apresentação, mas... considere-me intrigado. Uma prova completa parece uma experiência realmente emocionante!
167|Continue com as boas ações e a doçura, e talvez você me conquiste antes do fim da noite. Estou de olho em você. Me impressione, então talvez possamos conversar sobre essa oportunidade...
167.1|Sem ofensa, mas acho que seu comportamento não combina com o tipo de mulher que estou procurando.
167.2|Tenho que admitir... Adoro ver esse seu lado carinhoso e atencioso. Continue com as boas ações e a doçura, e talvez você me conquiste antes do fim da noite.
168|Ai, querida! Eu não sou de fofocar, mas mesmo se fosse, não ouvi nada. Só sei que essa vizinha está assustando ela. Ela só fala nisso desde que cheguei!
169|Isso é entretenimento de verdade! Se você tivesse me dito hoje de manhã que eu veria a Doja Cat ao vivo, eu teria dito que era mais provável que eu encontrasse um pato usando um suéter de Natal. Ouvi dizer que você ajudou a organizar o show.
169.1|Droga! O que está acontecendo aqui? Isso parece um fracasso total.
170|Meu Deus! Você sabe mesmo como agradar uma garota, né?
171|Ei, querida, você não deveria me surpreender assim.
171.1|Não, não é legal surpreender uma garota assim!
172|Ai, que fofo. Que legal da sua parte ajudar a Madison com a decoração. Desculpe por não poder ajudar mais, mas minha mãe sempre dizia "nunca diga nunca" durante os feriados. Boa sorte, querida.
173|Pelos tomates de Michael Bowen. Que visão linda.
174|Quando as luzes se apagaram, fiquei com medo. Tive flashbacks dos meus tempos de luta livre.
175|Querida, me sinto como se estivesse sendo bicada por cem galinhas com o que está acontecendo.
176|Ah, a propósito, ouvi você e aquela garota atrevida conversando, e estou hesitante em te dizer que ela não é confiável.
177|Não pergunte à abelha como ela sabe cera de abelha, mas se eu quisesse enterrar alguém, invadir uma festa e fingir ser a apresentadora de um mistério de assassinato com um porta-malas onde se pode enfiar um corpo e depois conduzir uma investigação para manipular as evidências e a sequência de eventos, isso não seria um plano ruim.
178|Ah, querida, essa história é tão crível quanto um político no tribunal. Vou te dar um conselho: se eu fosse você, daria uma olhada na história dele.
179|Nossa! Esta é uma situação muito ruim, querida. Mas vamos fazer um balanço. Eles estão nos observando e talvez nos caçando. Então você tem razão, precisamos tirar o lobo do galinheiro. Se não me engano, se você tem um texugo debaixo da terra, precisa usar fumaça para tirá-lo de lá.
180|Bem, queimar algo que vira cinzas em segundos não vai funcionar. Você precisa de algo grande o suficiente para queimar por um tempo. E então você precisa colocar algo para manter a fumaça, para estar pronta quando o texugo escapar do buraco, se é que você me entende.
181|Ah, querida, eu não sei de nada. Mas Madison e Ashley moram aqui, talvez elas possam te ajudar.
182|Tenho alguns contatos. Desculpe, quer dizer, tenho amigos de amigos de quem ouvi falar, mas não posso contatá-los esta noite.
183|Isso, querida, parece um código secreto. Uma ferramenta importante no arsenal de um assassino e para organizações clandestinas que operam nas sombras.
184|Estamos falando do Patrick, querida. Provavelmente é um código simples para acessar seus gadgets tecnológicos ou algum computador.
185|Ei, Madison? Você sabe o que aconteceu no... OH! Nossa...
186|Talvez o Patrick não esteja morto, e talvez, talvez não haja um assassino nesta casa, e talvez vocês dois estejam... talvez eu prefira não saber. Mas está ficando muito quente aqui.
187|Certo. Me desculpe. Vou procurar a Madison ou a Ashley e descobrir o que diabos está acontecendo.
188|Meu Deus, você sabe como fazer uma mulher corar.
189|Querida, não sei do que você está falando, mas tenho a sensação de que a resposta mais apropriada é um bom e velho tapa.

[Responses]
01f27c42-5a81-4b70-bbf4-8607e3992341|Tenho um desafio para vocês dois: vamos fazer um ménage à trois lá em cima.
029560ca-2f8c-44c7-8dfc-a14f35bd0afb|Ops. Foi mal.
032d104e-dd60-45b3-89b5-966c88bc1123|Chega de boazinha, hora de ficar um pouco mais safada.
035ebde9-ae46-4f3c-b38d-a3fb9087f6be|Espere, espere, espere, volte. Você estava em uma seita?
038522bf-db22-4721-ad20-1dd1e3558737|Nunca ouvi falar dele...
03d61988-2d50-40d5-b6c2-673b23c386ff|Eu também me diverti com você!
066f7373-6fc7-4dda-985c-905cadb39ee4|Ei, o Patrick está procurando o celular dele. Você viu?
06942df5-1dcc-4fd3-961a-8ce9a18c4f8a|Você nem vai perceber que estou aí!
06b6341c-3efe-4b9d-92fd-d59cb447e880|Essa não foi a melhor resposta. Merda...
070f95d9-9480-4dc6-9be4-e16383a5df82|Bom saber, Brittney. Obrigada!
07968bde-83a8-468c-824a-5f5b2bdc57ce|Ok, entendi.
07a79022-2f03-449a-89c7-b2ee81895d3e|*Continuar*
08cd3605-094f-4d09-8c34-f294716f5315|Isso mesmo, Frank! Conte a ele!
0920acbe-3f25-4680-a76a-528b54caa618|Me dê uma chance e eu posso te mostrar algo especial.
09d2b9f6-1171-4cd3-b460-777c3adb745f|Lamba, gata.
09e11f61-339d-40db-87f2-2a618da0a119|Sabe o que tornaria essas bolhas ainda mais gostosas? Ficar nua. E... eu poderia me juntar a você!
0a1a84a1-81de-45f9-8ddc-a38e11e226b9|O que eu fiz de errado?
0b8b18b4-1025-4ee7-8b6a-35be28778f12|Chega de boazinha, é hora de ser um pouco mais safada. (Sexo Interativo)
0c59c0da-f37f-486a-af4e-e4f29691a258|É isso que você acha?
0c633631-bdf4-4a85-a29e-5cbc17a5c7df|A qualquer hora!
0c755797-2be2-4521-87ea-2f9279547ea7|Amy?
0ca47b10-52e9-48da-9094-56f1fa8b224d|Bom saber!
0d026c79-a3b7-48b0-92d5-3311fb62a531|Da última vez que saímos, você me disse que estava solteira. Ainda está?
0f27c52a-f581-4a6c-bb92-58cc0c65d95c|Ei, você está bem? Tem uma festa louca lá embaixo.
0fed9449-4950-4d11-830d-52b9d9fc8dfe|Quer continuar a conversa no quarto?
10981a0d-6b90-41c1-b911-96c4832ed9f0|Hum... O Frank me fez te perguntar!
1400ae32-813c-4924-95a7-b9da5f42b5d4|É para fazer o Derek tirar a camisa.
145b2ed5-9ca2-4804-a1cc-9907c2d7f194|Vou tentar me comportar da melhor maneira possível.
16c6a310-d9fc-4110-93a3-b2d6c8c804e5|*Continuar*
16c7d676-03c1-4a42-9e31-46fbce3d36f5|Deixa que eu cuido disso.
16fef40f-fd38-4cf0-b726-b8430e9ff2c1|Convenci a Stephanie a dançar de topless!
189f5e14-edec-40f2-ac3e-fabf06a72a7f|*Ouvir*
19971f15-c909-4ae7-8ad9-e5959aa3b884|Como vai?
1c1e2d5f-8100-4dcc-8dee-bc3349e492d9|Você sabe que eu faria qualquer coisa por você.
1cdb74b6-ad3c-4bd4-9c0d-87140b1f360c|Você deveria dar esta flor a ela. Ouvi dizer que a Amy adora flores.
1d3a0240-950e-4acd-88bf-2f0d93f00b3c|Tudo bem, tanto faz.
1e8a5d3c-3d80-40f0-a24b-53fe73e51605|Você foi ótima! Estou feliz por você e pela Amy!
1ea40f3c-373c-415f-b56b-70c87c3c0093|Ei, Brittney, você pode me devolver aquela garrafa de mezcal?
1f93f3e8-b410-46f9-9538-ff503bc0e3c7|Sério? Do que você gostou?
208120ce-ec0d-4df4-ade6-68d712ae7e67|Não sou médico, mas posso te examinar mesmo assim?
233dd631-58ff-482c-a6b4-871581c29a4b|Ei, você poderia assinar esta petição para mim?
23cdd589-f786-4e8f-b8d7-0888ff9a56d5|Olha só, você está sozinho de novo.
261c16eb-5ead-452d-8910-41974abb5906|Acho que preparamos o terreno. Pronto para dar o passo e dar o salto?
268bb11c-bcaa-4a97-a986-3c6b7481c5e8|Devíamos ir relaxar em frente à lareira no quintal.
27d32a9d-a496-446c-8eb1-0cbbcd3b7e14|*Continuar*
28194c64-f88b-4291-a2fa-a53cbc1291a6|O assassino está nos dutos de ventilação. Alguma ideia de como tirá-lo daqui?
28a77408-17ff-468b-80f3-44868bc36eed|Ok, Brittney, a verdade é necessária. O que você prefere em um homem, um pau grande ou bolas grandes?
28f42139-626e-437b-9d83-eb1119ba605a|Claro, ele está bem aqui.
290afa5b-326e-4881-b10b-6f360ec37276|*Continuar*
29946dd4-1ef0-49bd-a3de-85c632bff11f|Ótimo!
2ae62a80-12f9-474a-8dc7-ea109f2e5080|Na verdade, preciso fazer uma coisa. Já volto.
2bd3621d-64c5-4f77-820e-29182acfda18|Você deveria dar este chocolate quente a ela. Vai lembrá-la de casa.
2bf4ae44-6f1f-4252-8d5a-463e940fb460|Que tipo de calcinha você está usando?
2bfbcf16-a616-4de2-bda0-0005d449235f|Vamos nos divertir!
2e8f487d-d2da-4f04-ae5d-415594fbbad4|Na verdade, eu esperava que você me recompensasse com um beijo.
2ecf2678-01c5-44fe-b013-cccb0dbae5cf|*Continuar*
2f3970d3-c869-4d66-89e8-f6a8fa7ca470|Oi, linda!
2fe1e5f5-d787-4a80-b872-8c127a255064|Valeu muito a pena...
30091357-993b-4a0b-9828-ca688f643d15|É, muito engraçado. Até mais, Brittney.
311aadeb-5c83-4c86-824e-326e43848dba|*Continuar*
3393bccd-2fac-4ce5-81ae-ad4b93d7de88|Só quero ficar um pouco por enquanto.
339ff8fc-36f4-41c9-861e-b33796cdd9cd|Merda!
340d8ce7-5d33-49fe-9abf-644cb004bc89|...
374e75f4-62a0-44ce-849d-f3e4942efa69|Me conta algo sobre você que eu ainda não saiba.
3b00e40d-5455-4e1e-9d25-1069e02359e2|Você gostou do que viu?
3c202280-1640-47a7-b090-5038848879be|Ugh... Entendi, Brittney.
3c4879a0-bc69-4684-921a-f678f0805a66|Já pensei nisso e gosto muito de você. Acabei de desistir mais cedo.
3e546198-1cbd-4cfc-9c46-2b338afbe688|Na verdade, tenho outro desafio para você, se estiver a fim.
3f78c5b3-ed33-4355-9623-917b19e8a31c|Quem você acha mais atraente aqui?
418cc748-25ac-418f-adea-0307f7da5ce3|Vamos para o mirante.
42d61b06-841f-40c6-af25-fd7a48d03036|O que você acha da Amy?
430295b2-2bd0-4755-b0d8-e27ec7c7df63|*Continuar*
45ce56bf-071a-44c6-9169-c2ab1a98566e|Brittney, verdade ou desafio?
45dd7c71-dbef-4195-a497-d731e817a8b4|Devíamos dar uma olhada na garagem. Acho que tem uma mesa de beer pong lá.
46f49750-a673-4cdd-a252-85872abe30d2|Posso dar uma olhada?
47da0a9b-fd43-4748-a83d-f122672eb973|Vou considerar isso como um não.
4815dc60-36d0-485b-b827-9fe6d7166178|Estou aqui para apoio moral.
48c92b0d-58f1-44fe-a523-34d9bf5526b7|Boas ações? As únicas que conheço!
4a4e716d-0e63-46e9-8294-e0f1ab60d5bb|Você foi incrível!
4b10544a-0eac-4c8d-a6dc-9a7105c49c86|Pensando bem, esqueça o que eu disse. Podemos ficar aqui.
4d16848a-bbab-479b-bcf3-7887c8839dbb|Desculpe.
4d83c39b-c586-4c64-90cd-cb011222ec3f|Desculpe, Brittney.
4deedc27-5ded-4f6a-95a6-e773c2264764|Acho que preparamos o terreno. Pronto para dar o passo à frente e dar o salto?
4e3561cc-0eb7-4900-afee-21b335003aaa|Obrigada, Brittney!
4e7484d5-fcdb-4713-9116-99f1ea5a160f|*Funcionou!*
50a9f628-3981-45a9-9d39-164e7d134963|Te vejo lá em cima.
52ba30d8-c911-4b13-a673-3712efdb3c3c|O que eu fiz de errado?
5309b876-c2ff-443b-a4d7-5f3aaadbf1e3|Bom saber, Brittney.
555574fe-1659-4006-9470-ab5a7b5fdee8|Bom saber!
558f4eb4-a316-4819-8b49-ce46916edf19|Me dá um segundo.
55f96e10-8c6a-4f84-b9c6-9f90c85a4a4e|*Escute*
56a35e21-cfc4-4dab-8bbd-3a3e04a338da|Parece justo.
57000c5d-61cd-4678-984e-b78a23058838|Bem... merda, tudo bem.
573dabb1-61ca-439e-95d3-dd2ae8c00545|*Ouça*
579384e4-8f4b-4b51-8009-39894706bd7d|Ooh.
57fd293b-c009-4d23-a51b-bdee9638b243|*Pegadinha concluída com sucesso*
5a32fc3e-28f4-41e2-9f62-f718f4063fbc|Ok, como você quiser.
5a47013c-1ba5-40c7-9f66-df03264e3817|*Escute*
5af322b5-d763-4fb0-88f7-70dc0c091fad|Liz? O que há de errado com a Liz?
5b0cf034-a70f-4a67-8cda-76d1b8563ed3|*Boa sorte*
5bfac807-4551-4d6d-9f7e-bf963117e504|Criamos um monstro... no bom sentido, é claro...
5c777951-fd47-4ab6-83cd-eac83b81f6b7|Feliz Dia dos Namorados!
5daad06d-9a37-48c0-b3c4-8c270930a48a|Vocês dois ficariam ótimos juntos. Deixe-me ajudar!
5e59b028-f24a-418e-8909-d6f8f6ecfbeb|*Continuar*
5ef8c532-0a7c-4f9c-af13-52a5037b5f39|*Continuar*
611711f3-ab8c-4942-b38f-d257e51fa0f2|Sobre aquela blusa que eu deveria ter trazido para você...
61419c5e-b791-472f-a73e-a6710bb9332e|Desculpe, Brittney.
62efd38d-33fc-4513-91b0-80150644fe1c|Bom saber.
6434050a-d506-4319-ba76-4f7b719fd279|Caramba!
6533e916-eda5-4e79-9300-06cb8f4a211a|O que acontece na jacuzzi, fica na jacuzzi.
653e6793-ca16-4142-a9d8-8a0e6c1ce773|Isso foi... decepcionante.
65fc0755-f146-4f30-acb3-6201787ec51b|Vou ver que outras informações consigo descobrir sobre a Amy.
67e22c24-23d8-4448-84ed-8a97fbbe1747|*Continuar*
685c7411-6547-4d22-ac60-d13c0fa368db|Sem problemas. Fico feliz em ajudar!
68b541d4-b3f9-44b4-976e-fb60c88e889c|Te vejo lá.
6a760b15-78d4-40de-a868-d750076fbf7c|*Ouvir*
6dc4690b-17b1-447a-b058-116421a12b4a|Ótimo! (Sexo Interativo)
6fc7b7df-d071-4aa6-974c-8d1832b1735e|Pensando bem, esqueça o que eu disse.
70b64b62-1d08-4662-807b-a2827f4f6339|Eu sei. Eu me exercito...
71b47af0-1963-42e3-abf1-f7c6467d53d9|Na verdade, esqueça. Mudei de ideia.
7263deb8-4063-4e62-8fb7-fe1b8381b02f|Ah, qual é...
729143b4-6f06-47e6-bc34-e3a3cd68c69a|Isso... não parece muito agradável.
72c6ea3e-01e0-4761-b758-b997db60276d|Te vejo lá.
73715827-cd6f-42af-b828-4aa3fd057970|*Escute*
73b54db5-1313-47d6-993c-8be8733278e6|Porra, porra, porra, estou quase gozando...
7422cd59-398b-4233-972d-8fcb0440b2d2|Deixa que eu cuido disso por um segundo.
759059df-2f00-438f-aa34-ee4a29b74712|Acho que você é a garota mais linda que eu já vi. Você se importaria se continuássemos a conversa no quarto?
7994ef54-d2e9-43b7-9bda-e38d3868290c|Você não está totalmente errado.
799da872-0703-4bb4-9638-edc64a9dd851|Eu investiguei um pouco e tenho uma suspeita sobre por quem você pode estar a fim. É a Amy?
7a22abe5-57ac-4c71-9182-1034fd6c287e|Eu entendo o que você quer dizer e concordo plenamente!
7a2b48e6-3db6-4e7e-9f51-9f203ffe9c0b|*Ouça*
7a3edaa9-2113-4b29-895e-038d6d1024c1|Você pretende ficar aqui a noite toda?
7f2af31b-b036-45ee-a90c-ba5dcc36f642|*Continue*
80272987-5a43-4051-81a6-aabbd096af24|Hora do 69.
80395836-b5f1-4720-94a2-040215ea4453|Ok, então tente ser menos chata... Vou ver o que posso fazer.
80cad742-0983-49de-8c42-91202ec36b25|Parece que você realmente gostou de ser uma lutadora.
819c078a-ad53-4bd2-9591-4855045645d8|Uhhh, tá, Lety, vamos lá!
83f3223a-90e4-4faa-87e0-0430aed02081|Parece uma ótima ideia. Como você faria isso?
84048cc2-fd7e-44f5-9852-b4be0da29c69|Aposto que consigo chegar ao armário de bebidas primeiro! Vai!
841f6558-4eff-49d2-b5a4-d11f99a90a72|Tá brincando? Essa blusa ficou ótima em você!
8514eb65-3422-4b21-a6f1-1fcaa6f2910e|Desculpe, meninas.
852fa071-bc6a-4a95-bd56-2a83737fb718|Ei, Brittney, você prefere paus grandes ou bolas grandes?
85a23ecc-b8ae-47c2-9f9d-eac48572ce67|Para que você precisa dessa blusa? Seus peitos são incríveis!
867f6cc1-efed-4469-9005-bb4559408eac|Você está com tesão agora?
87d64a2e-5460-4186-91ea-bc361fd5247f|Nossa, você acha que isso é tão grande assim?
8c545fc2-308e-47fd-9302-c8a62ad0fe73|É uma campanha para permitir que as mulheres andem sem camisa.
8c7919ef-5df8-45ee-a811-9a4075a0454f|*Continuar*
8cbc1cd5-ab64-4178-aaaa-99d64974a72a|Te vejo lá.
8eba9fa6-91d9-499e-ad7b-861bc83be1d4|Acho que devo fazer algumas perguntas a ela.
8eecca3a-4ff0-451a-aa51-af738aba6ebc|Espera aí, mudei de ideia...
90cdf9e9-7706-4503-91c9-5501902a300c|Ainda espero ter a chance de fazer algo especial com você esta noite. Você se sente da mesma forma?
96541ab7-70fd-4cc2-b11a-0c791bf7e8fc|Incrível!
9656c528-f99e-4c7a-83da-ffe1dbe5e3c6|Obrigada por me convidar. E parece que você está se divertindo!
977270cc-5d92-4d58-ac9e-a014f6aac908|Acho que tenho algumas informações úteis sobre a Amy.
97f39d5b-c474-44ee-9d57-b089cc8071bb|Decidi que quero ajudar você com a Amy.
99e686f2-c883-4eb7-9f44-5d1503a6f734|Amy sente falta de casa, principalmente das fogueiras no quintal no outono.
9b1936e3-8d58-4818-9b40-de9af3062bbe|Acho que você tem razão.
9be452f7-1914-4d20-bed3-395674ed415d|Ótimo!
9bf7bdf6-8d07-41eb-849e-5d15d5a802d6|Ela adora One Direction. Você deveria perguntar a ela sobre eles.
9e739c97-ed1c-4fc6-8ed1-e91b6e32c49b|Certo.
9ec91afc-a03a-44a0-b493-42efb81e527e|De nada!
9ffa0713-cada-4883-84ad-8480a100b444|Ela adora a banda Panic! at the Disco. Você deveria perguntar a ela sobre eles.
a02c2b3b-f662-41a9-b075-a7b12ff8ff6e|Puta merda. Aparentemente ela não é fã do D-Man.
a05afd96-dee1-4bf7-8388-7b56f5a529a9|Acho que minha cabeça ainda está girando.
a1852ea0-2af7-4dc2-a46c-d3836a9b158a|E eu que achava que álcool era um desânimo. Obrigada, Brittney.
a18fee00-5e02-4819-8580-d385048b7e2b|*Continuar*
a1f2fda6-5ef1-4a01-8f9a-4398ce7ef510|Feliz em ajudar.
a4f183e9-0209-4fb1-96db-55e15c4c3f00|Vou me comportar da melhor maneira possível.
a5110754-445f-4f75-acf2-a72585b124ea|Se você se despir, ela também se despirá.
a61d8670-3bc8-4d67-81a0-881fab9b88c6|*Continuar*
a630734d-c23e-4aa1-a0f8-d17d5e00f0b7|Vamos ser melhores amigas para sempre.
a748e922-b37d-431e-b86f-77febc9a01ba|Obrigada pela excelente resposta, Brittney.
a85cb0f1-351b-4444-8e40-dbab5bdc8204|Boas Festas!
a89cdd59-c749-4e93-ba20-90decd75cbdd|Sim, porque "respeitosa" é algo que normalmente sou.
a9e1e8d1-c819-4afe-b420-2ce6e4dc6f0a|A Madison quer que eu coloque um visco como decoração, mas preciso encontrar algo resistente o suficiente para pendurá-lo.
ac6a6539-b8db-4cc1-8997-b2067f472ce8|Sim! Sim! Nós, oh... De novo, não para mim. Bem...
ae0773e0-d301-4df3-8e98-24d09a103afc|Sério? Do que você gostou?
ae875992-8865-416c-956e-2d5916386689|Conte-me mais sobre essa pessoa secreta que você está de olho.
afa18527-b0fb-4091-8321-0fd4f0db8791|Você se saiu muito bem! Vou tentar descobrir mais sobre a Amy.
b119a4a8-9c1b-47d9-a124-6e7f7056f486|Não importa. Eu transei.
b2daf45a-d724-461d-b82a-5f1e77bd4454|É para isso que servem os amigos.
b3d8f419-4df8-49de-873b-ae4c6387df2d|Você sabe alguma coisa sobre hacking?
b5bdaff2-6820-4e2b-8a46-36c40eed5af2|Ok, ok!
b6e74f0f-dea0-4691-aa9a-4642be88ae9f|*Continuar*
b7087280-4935-4a53-9ed7-ec73fc78810f|Você já beijou outra mulher?
b744e557-d3fa-4d6a-bc9d-832e8ec1fff5|Volto já.
b89c1e5c-ec04-4916-8a4e-ab02c23564cc|Sim, acho que entendi. Você sabe de onde vem o ar para o sistema de ventilação?
b90cf355-398b-4d4e-9bbe-e4b455a7443b|Você sabe o que isso significa no caderno do Patrick?
ba6bb2a4-0cec-4423-a13f-d72306c83140|Ótimo. Obrigada, Brittney.
bc459dd1-6ce4-47e2-90f6-ab03c08134de|*Continuar*
bc7fc7ef-36f2-4f75-b3b0-f74dcebf6012|Bem, ela disse que foi convidada, só não sabe quem a convidou.
bd62d740-b0f7-4688-a0d9-f816b4a19703|*Continuar*
bda29d60-5be0-4372-9d1f-2b821661c84a|*Continuar*
bdbf8b3c-1450-465a-8951-13b6b1938701|*Ouvir*
be13e605-ffe4-490a-abb3-c2740a062a8b|Ah, desculpe, o zíper desceu sozinho!
bed86b73-4c4d-44df-8cc1-b973c6e50025|Desafio você a tirar a parte de baixo do biquíni!
bf119d09-2497-404d-beff-61700078965d|Acho que você tem razão...
bf3055b0-3eb1-49ff-9567-fc9d0cffa39e|Ei, você tem maconha aí? Meu glaucoma está me dando problemas.
c13fdd32-3c52-4404-826d-4dfbfc41de26|Qual foi o último vídeo do YouTube que você assistiu?
c262f032-d9b7-421b-8a0a-78fa01914065|Alguém estava criticando seu biquíni! Eu não deixaria escapar se fosse você! Ele foi... hum... para lá!
c2ae9ad9-adba-4e7c-aeee-7d5b41c90c87|A Madison disse que precisa de você assim que tiver um minuto. Ela está lá em cima, no quarto dela.
c2fb7bbb-9f1b-4e90-a865-37cddd354dba|*Continua*
c477ed9d-6561-4ab3-8d9a-372f636accda|Conselho de um amigo? Talvez... se abrir e deixar seu coração te guiar?
c543d3e3-c597-4965-a3ab-8a1362d74dd4|Dói, né? Ponto para mim!
c5c65aa7-00b5-44f1-99aa-9b52c4793ed0|*Continua*
c6351e25-1b63-42a2-a80b-ee7b35cdeef8|Pff, você acha que eu não estou tão bêbado assim!
c827ef40-bf52-4398-8be8-27cd48ec6584|Que tal relaxarmos um pouco na banheira de hidromassagem?
c8507dfe-7537-4501-91c8-9bb5575d6452|*Continua sem jeito*
c9dd6d42-85ef-4f2f-b013-a96f470829ae|Na verdade, ainda estou trabalhando nisso.
ccd11eb5-0b98-40c8-9d81-422f50e52d11|Está acontecendo, está mesmo acontecendo!
cdba3b22-9138-4187-ae7f-98214392e646|Ah, Brittney, parece que te peguei na hora certa! Que tal irmos para outro lugar?
ce05a628-c0ce-4dae-8e43-03d2bd6e2c75|Quer relaxar na banheira de hidromassagem comigo?
