[General]
Name|Liz Katz
209|Esta noite, resolvemos alguns mistérios, sim. Pensei sobre esta noite várias vezes. E a resposta a que cheguei é que você pertence a esta festa. Eles precisam de você aqui.
210|Digo isso porque é verdade. Nós dois sabemos que eu não posso ficar e você não pode ir. Quase tivemos algo especial. Mas se eu ficar, não vai dar certo e eu vou me arrepender. Talvez não hoje à noite, talvez não amanhã de manhã quando estivermos de ressaca, mas em breve, e pelo resto de nossas vidas.
211|Sempre teremos a cabeça decepada na geladeira. Nunca conseguiremos esquecê-la. Mas você não pode me seguir para onde eu vou. O que eu tenho que fazer, só eu posso fazer. Não é preciso muito para perceber que algumas pistas encontradas por algum convidado de festa não valem uma pilha de jeans neste mundo louco. Um dia você vai entender.
212|Shhh. Tudo bem.
213|Deixe-me te lamber.
214|Eu, hum. É. Molhada. Quer dizer, espera, o que você disse?
215|Ah, é. Não, isso foi, hum, sim. Nós consertamos, hum... suas calças.
216|Está muito quente aqui, sabia? Por que você está usando tantas roupas?
217|É. Quer dizer, não. Eu não posso fazer isso com você.
218|Escuta, eu pensei em uma coisa hoje à noite. E agora, eu quero pular em você. Não, quer dizer. Eu não acho que você conseguiria me controlar. Por favor, me abrace. Não, eu tenho que me controlar! Se controle! Muitas emoções hoje à noite.
219|Escuta, não tem meio termo, nem mas. É tudo ou nada, e eu não aceito nada menos.
220|Me dá seu pau! Eu quero te sentir dentro de mim. Não, desculpe. Eu quero mais do que isso de você. Eu quero tudo. Cada parte dura, dura. Mas eu não posso fazer isso com você.
220.1|Me dá seus dedos, todos eles. E sua língua. Não, desculpe. Eu quero mais do que isso de você. Eu quero tudo. Cada curva linda. Mas eu não posso fazer isso com você.
221|Você realmente acha que pode me controlar, né? Eu não sou assustadora?
222|Você sabia que esta pode ser a nossa única noite? Sempre teremos esta noite, aqui nesta festa, mas eu não posso prometer nada.
223|Se você se entregar completamente a mim, eu farei o mesmo com você. De mãos dadas. Corpo a corpo. Diga... só me diga que você pode me controlar. Me convença.
224|Oh ho ho, usando psicologia reversa durante o seu interrogatório? Quer ser um policial mau? Agora você fez bonito. Vem cá, parceiro!
225|Espere!
226|Você vai precisar desta máscara!
227|Bem, essa também é a parte divertida. E eu sou muito bom em descobrir quem deve ser a vítima minutos depois de chegar.
228|Uma plateia de um? Acho que depende de quem...
229|Você está falando da profecia do escolhido que será capaz de lidar com a sétima vinda de Liz Katz?
230|Não, esta é a parte em que ninguém acredita que você é o escolhido ainda. A cena de amor começa depois que você se prova.
231|Não tenho certeza se sou o antigo mentor, mas agradeço a confiança.
232|Sua sabedoria está aparecendo. Não a perca.
233|Você pode tentar, mas será melhor se nos concentrarmos em aproveitar a festa.
234|Haha, com nossos poderes combinados... veremos o que o destino nos reserva esta noite.
235|Me fazer? Talvez você pudesse fazer coisas "comigo" algum dia, mas, hum, acabamos de nos conhecer. Talvez você devesse conhecer uma garota primeiro.
236|Você verá o que este corpo pode fazer com o seu se não parar de agir assim! Nunca mexa com uma garota que sabe tirar manchas de sangue do carpete!
237|Ainda não. Ainda estou explorando a festa e conhecendo todo mundo.
238|Ok, vamos ver... qual tartaruga ninja é a sua favorita?
239|É, essas katanas são tão legais.
240|É, eu também gosto de ser um pouco nerd.
241|É! Esse também é o meu favorito!
242|Vou te contar uma coisa: quando eu tinha quatro anos, não entendia essa coisa de animais se transformando em humanoides e achava que eram pessoas fantasiadas. Então, eu tinha uma queda pelo Michelangelo, e quando ele foi à minha festa de cinco anos, as coisas ficaram um pouco estranhas e estranhas.
243|É, eu gosto de caras rebeldes e confiantes.
244|Mmm... o cara da máscara de hóquei...
245|Nossa. Tá bom. Acho que vou me distanciar de você. Muito.
246|Tá bom. Quem vence numa luta: Wolverine ou Deadpool?
247|Agradeço a consideração cuidadosa que você está demonstrando à minha pergunta.
248|Mmmhmm, tá bom, tá bom. Como você disse.
249|É, é o que eu diria também. Ele se regenera mais e melhor.
250|É, talvez. Seria uma ótima luta, e o Wolverine nunca desistiria.
251|Bem, o Wolverine é mais veterano, mas eu escolho o Deadpool.
252|Hum. Olha só. Esta casa tem interruptores de luz. Eu nunca vi antes. Com licença, vou dar uma olhada em cada um.
253|Não, quero dizer, o personagem existe há mais tempo.
254|Não tenho nada contra baixinhos.
255|É. Quer dizer, eu posso gostar de um homem peludo, mas ele é uma fera. Bem, não "a fera", mas você sabe o que eu quero dizer.
256|É, é verdade. Só funciona com a máscara. É importante que ele sempre use a máscara.
257|É! Eu adoro usar fantasias.
258|Por mais estranho que pareça, é.
259|Quer dizer, dá muito trabalho montar essas fantasias e acertá-las. E elas nunca são confortáveis. E às vezes você tem que usá-las por dias, em lugares lotados, e viajar de um evento para o outro, e você sempre tem que manter a mente e o corpo em forma... mas sempre vale a pena porque você consegue se divertir e fazer algo que realmente gosta.
260|Espero mesmo que você esteja tentando ser adorável, porque novidade: cosplay não é consentimento.
261|Que bom que você é adorável, eu até poderia aceitar, mas novidade: cosplay não é consentimento.
262|Sayonara baka!
263|Ah, obrigada!
264|E já me pediram coisas mais estranhas, acredite.
265|Ok, talvez não tão estranhas assim.
266|Estou indo embora.
267|Tenho uma ideia melhor, mas veremos depois da festa. Por enquanto, vamos nos divertir.
268|Nossa! Onde você encontrou isso? Encontrar bebidas aqui é como um minijogo.
269|O senhor é meu herói; estou eternamente em dívida com você.
269.1|Obrigada, querida. Você é oficialmente meu herói.
270|Você é o melhor barman que já tive!
271|Nossa. *Soluço* Com licença. Por que tudo está balançando? Olha! Meus braços estão como tentáculos. Hehe.
272|Mais um? Valeu! Alguém está com calor aqui? Quem quer se refrescar na jacuzzi? Mas primeiro preciso pegar uma coisa... do meu porta-malas. Porque... é hora de *soluço* com licença. É hora de LIBERTAR O KRAKEN! ...Já volto.
273|Bem, eu tenho várias. Mas como sou Liz Katz, acho que ter uma faz mais sentido.
274|Bem, eu normalmente só uso em ocasiões especiais, mas você tornou esta noite muito divertida, então por que não? Vamos fazer uma loucura. Me dá um minuto, já volto.
275|Ah, ei, você. Você é uma ótima pessoa, mas, hum... distância. Me dá um espaço pessoal, ok?
276|Bem, o que você acha do nosso novo gatinho?
277|*Bronzeia sedutoramente*
278|Obrigada. Fico feliz que tenha gostado. Agora, onde estávamos?
279|É uma fantasia de empregada neko. Liz "Katz." Tipo "gato". Neko. Esquece, vou tirar.
280|Bem, vocês fizeram um ótimo trabalho como parceiras, e nós definitivamente formamos uma dupla dinâmica! Me dá um minuto, vou colocar de volta.
281|Ufa, aqui estamos de volta ao mundo real. Com outra peça do quebra-cabeça. Tenho a sensação de que Patrick está envolvido na própria morte, ou talvez seja uma farsa parecida com algum tipo de pseudo-suicídio psicótico.
282|Isso é definitivamente uma pista. Foi deixado aberto nesta página antes de ele supostamente ser morto. Precisamos descobrir se esta é a letra de Patrick e o que os símbolos e senhas deveriam proteger. Vamos ver se alguém sabe de alguma coisa.
283|Me conta tudo!
284|Esta pista é mais suculenta que um melão maduro! Vá encontrar aquele livro de segredos!
285|*Risos*
286|Ok. Vamos transar. Eu quis dizer, vamos nos concentrar! Vamos nos concentrar. Afinal... um assassino está à solta. Devemos triunfar sobre a mediocridade, deixando de lado nossos sentimentos aparentes em favor da lógica fria e implacável para solucionar este crime enigmático. E depois? Vou investigar você minuciosamente, muitas vezes e em muitas posições. Bem, é hora de voltar ao trabalho, parceiro.
287|É hora de LIBERTAR O KRAKEN!
288|Não sei o que fazer com isso.
289|Não, não importa agora.
290|Esse é o limite. Você acabou de ultrapassá-lo. Prepare-se para morrer.
291|O que você espera que eu faça com essa coisa?
292|Uau.
293|Isso é nojento!

[Responses]
0067914d-dfcb-49b7-9781-8aa46cf100a2|A conta do Instagram pertence ao Patrick.
00bb843d-e359-4419-b50f-6370bae845ad|Você está bem equipado.
00c2b565-a1d0-4a0a-8973-9c50b7993e50|Entendido.
0572670a-12cd-4e87-8708-d7eb05839657|Ok.
058cbfba-1b77-4cef-8751-9d66d906386e|Claro. Podemos fazer isso. Ou...
058f9944-9109-414f-8577-f58bea894abf|Hum, claro, Patrick adora peitos, então ele te convidou. Afinal, quem não gosta de peitos em uma festa hoje em dia?
061657bd-2f4e-4170-85c9-5dde6154cda2|Parece grande o suficiente para caber um corpo.
06522694-8e66-4b59-94a1-9db000dfb22d|Mal posso esperar!
06e93b44-8d70-4050-86d5-7b1d9f280f0e|O poder de Tyrael chama sua atenção.
0730817f-1093-44f9-b694-d3afefd93832|Uau! Você está... ótima!
077bbbfc-1071-4c22-855c-8fcba56fb2e7|Alguém enfiou uma faca de cozinha no ar-condicionado lá fora.
08570ec7-b451-4366-bda3-a967c8226d7c|Não sei se isso me assusta ou me excita.
08941fcd-91a5-464f-a20c-4046a5473028|Ser ou não ser? Essa é... hum... a questão.
0a22a500-0f50-4083-931d-855a6837b119|Sim, mas...
0a5bff88-db73-4ac7-8a9a-4a6ff4b1ca53|*Pular*
0a74ab75-08cb-4651-ad77-40857cae3cd2|Ok, mas quando você diz "assassinato", você quer dizer...?
0af6bb0e-f489-4b14-a1ae-9e01657bcf16|Descobri quem te convidou.
0af7bce8-15e6-4036-a0d2-b310b96cfe3c|Certo. Estávamos dizendo?
0b1e7d4a-180b-43db-afe4-cdec5b1ad229|Você tem razão. Vá em frente.
0e2e4d3e-a493-4d0f-af8f-f1f04bba9336|Você encontrou mais alguma coisa aqui?
0e3ea7ad-36e9-44b8-9f74-7b2f6de390e7|Mmm...
0e8d62b0-e8df-41b5-ada7-e3c82dc8c6c1|O assassino enfiou o corpo dentro do ar-condicionado.
0eedf246-f563-4570-999e-5ba30f022784|Esta evidência parece importante. Talvez devêssemos voltar para a festa.
103c351f-2ec0-417a-b5b5-69bf858d148d|Ok, mas mal posso esperar para descobrir o que tem nesse porta-malas e tornar esta festa verdadeiramente única.
1119dbaa-3006-4976-a8aa-c17ee9f8a845|Ah, acredite em mim, você pode. Faça o que quiser comigo. E por mim, quero dizer tudo de mim.
1306b06c-40c9-430e-9f63-62f5d633bbea|Hum, claro, o Patrick adora peitos, então ele te convidou. Afinal, quem não adora peitos em uma festa hoje em dia?
13271618-bb1c-4396-aa6e-fa23d183a40e|Mas o Deadpool geralmente não é deformado e cheio de cicatrizes?
133a19db-4087-4065-a041-67d771a468ec|Ok, precisamos de um plano.
138e8302-ec9b-47fc-8c68-0764f37c4a28|O assassino usou os dutos de ventilação para escapar.
13dbbb92-05a3-4f3f-b3f7-f813683656ea|*Pular*
150b39ef-0d6b-4dfd-87bd-17a75edc9a7e|Continuarei procurando pistas.
153b80bb-270e-403c-bffe-fe8fedc3d763|Qual é a sua fantasia favorita?
155eb478-8562-4f96-b162-3e06aa05be34|Anjo caído ou demônio sexy, ainda vejo o paraíso em seus olhos.
15d41770-08be-4ce5-adac-36cc417e0e06|Impressionante! Você tem meu respeito.
15e7775d-734a-40f6-a583-dbb9030ab235|Detetive Katz, encontrei uma pista lá fora.
161c80d6-8d98-441d-8dab-f40eeaa0573c|Deveríamos abrir!
170e7680-1bcf-41d0-bc67-63173a38764d|Ok, vamos ver se o VR Patrick tem algo a dizer.
17b13820-cfc7-48bd-bfcd-3e0261887f72|Certo. Estávamos dizendo?
181ef2cf-c40d-4cd9-b695-6236edaf4078|De fato, vamos nos despir!
186a943e-d3cd-4059-b3b4-23fc6a1809f5|Podemos colocar na secadora.
1913a5d2-7d34-44c8-8a35-c24ce5369405|...uuuh...
1922c208-31eb-4643-ad19-801acb887074|Certo. Você sabe por que alguém iria querer matar o Patrick?
1a49c2da-7801-4ede-ad32-c2ab1f027637|Ótimo!
1b3b2c31-9de7-4e93-ac07-7655ba42513c|Tudo bem?
1b4399d2-9dbe-48a6-807c-051a8236569b|Quer verificar aquele respiradouro na garagem comigo?
1b4786f3-df1a-4794-a123-c184ac150a99|Certo. Estávamos dizendo?
1c74ca42-ed22-476b-9636-fd0a904c9a7d|Desvendamos o caso! Acho que formamos uma boa equipe.
1ce15a78-c9c6-471f-a982-c37077b7a02e|Então, qual você prefere?
1d5e626b-6b11-42f2-ba12-a6dba3cce819|Excelente raciocínio, Detetive Katz. Vou continuar investigando.
1e59dc3e-535a-49f3-9a7f-e73e87ca59b8|Este é o programa de realidade virtual do Patrick.
1eb2f5f2-7bd7-4be0-b660-9ef7e5906dbf|Excelente raciocínio, Detetive Katz. Vou continuar investigando.
1f501415-d262-4006-af87-0e3834cb31ad|Ah. Certo.
1fb2b24c-77c2-4b8d-8240-b6cd934c942a|A motivação do assassino pode estar relacionada aos impostos não pagos de Patrick.
1fe6535e-507e-48a3-b72a-8a708a06b7f7|Ok, vou tentar me lembrar de verificar.
20983644-9f63-4760-a3e1-56b0dcaaa4de|Ok, bem, na verdade, Stephanie disse que está começando a esquentar, e eu concordo.
211ddea4-6100-4e47-999e-6cd37603a1ce|Siga-me.
21bf40b4-4cab-49c9-88ce-f41a5b191d0a|Que porra é essa? Tenho a sensação de que está mais quente aqui e pensei que poderia ser importante.
230ab534-ad94-4797-bce2-5c3ed072ac01|Resolvemos o mistério?
23efdd62-e960-4d06-911b-592b9f78f155|Alguma ideia de como tirar o assassino dos dutos de ventilação?
244f5c0c-8aa3-4503-b8a4-455124cf907b|Você acha que temos evidências suficientes para resolver o mistério?
24804584-1cde-4af2-995b-6db371691601|Você está certo.
24ce03cf-b1d8-4748-8169-34bfa1fc8d58|O assassino usou os dutos de ventilação para escapar.
252f4a9d-c9d7-49fe-b052-67727140eb4b|Certo, certo. A maior pista é que o assassino gosta de comer cachorro-quente em dutos de ventilação, com muito ketchup. Que cara estranho. Quem coloca ketchup em um cachorro-quente?
25b5c286-2df0-4e6b-b0a4-d04cbfc5ca73|De nada!
25f08012-001c-41b3-a38f-4367833b8a72|Com certeza Deadpool.
26114114-2385-4810-a7cc-fee40990bc66|*Pular*
26fd10f8-4943-4b23-9f26-3ddb3518a9a4|Bem, um pouco de adrenalina nunca fez mal a ninguém.
27a96a21-6424-4c88-9659-686e6e08ad0b|Que tal abrirmos seu porta-malas para deixar a festa mais interessante?
2854967f-32e6-4ddd-8679-d1c0e5b1f794|Vamos continuar.
289a89ec-a3d5-4a91-965b-321fecfc346b|*Pular*
2932509a-e92f-4aa7-ac82-12be9bf78cfa|Ok, bem, na verdade, Stephanie disse que está esquentando, e eu concordo.
295e8b98-d737-4518-ade8-e031153e0603|Vamos lá!
2b422427-2ecc-4d77-a98d-a3c7ab61668e|Sabemos que Patrick convidou você para organizar um mistério de assassinato como um possível disfarce.
2c0d4b12-25b9-4cd5-8b30-364bcb261a15|É, eu sei.
2ceaba8d-8cd2-4624-8182-5b2414d76894|Certo. Prioridades.
2f705d26-5bcb-4bdd-becd-035dfa39868d|Certo, bem, na verdade, Stephanie disse que está ficando mais quente nesta casa, então acho que isso pode ser uma pista.
2fd759e2-7a26-4ca4-be8b-5ac9470a09e6|Bem, então o que tem naquele porta-malas?
31de8644-6245-45e2-8ef5-96ac0a3ac072|Acho que entendi.
326835e9-32a2-4d90-b6f4-25f41ac4bd00|É, mas acredite em mim: você ficaria muito sexy com uma fantasia de Psylocke.
33898a4d-ed2d-4ab6-8805-1ad23a531478|Ótimo! Vou avisá-lo.
341e71bd-49a1-4175-b775-bfc7c0c9d441|Encontramos um bilhete dentro da cabeça do Patrick.
34ec06f4-643a-4c5b-b33d-51f4e11320d8|Certo. Obrigada, Liz.
354f5590-7254-42af-bc6f-a02a3217c4ef|De nada.
358a2e21-cb64-43c9-8275-f421f0e1c2f8|Do tipo que você corta e come na sopa.
35b56b5c-a551-45cb-a7b3-4e152ec85b81|Vou te mostrar do que sou capaz!
3602e42e-2ca9-4ce4-a801-b8eb956694fb|Você tem razão, concordo.
360ab50d-0ba7-4dcf-a613-af42174b7635|Estamos prontos para pegar o assassino?
36e038e5-ec98-4581-aeeb-74a20a0274ea|Raphael.
38fba3fb-6235-4dff-acd2-e2854fdbdc49|*Pular*
39012abd-82f4-4348-a9b9-24caa95d1480|Não conheço o futuro, mas o presente, agora mesmo, é o que eu controlo. Então, vamos começar aqui e criar nosso próprio destino.
3917b174-14b5-4e95-b410-0e114891140e|O assassino enfiou o corpo dentro do ar-condicionado.
3a1ea6ee-b28d-4d54-b626-adf4e33e222e|Estamos prontos para pegar o assassino?
3bea928c-5f0a-4b95-93d0-b7250f1f14a4|Haha, Liz "Katz". Entendi. Que fofura.
3c069a00-cde7-41fd-a7d5-c0449deba8d4|Estou falando sacanagem.
3c9c6916-5f90-4f8d-9dd5-129e101ce501|Acho que tenho uma ideia do que significam as coisas no caderno do Patrick.
3d096969-4e36-403f-bf51-c2d46f233040|Mal posso esperar para ver!
3d695220-b9df-4621-b0db-044e6c4b536b|Ótimo!
3f9b7dfe-1194-4dc2-b1ac-ae96375d05d7|Concordo.
4028188c-5d07-42f4-9168-673374790511|E aparentemente inteligente também.
406a3ec2-3a52-43e0-81bc-f10e8c385b99|Excelente raciocínio, Detetive Katz. Vou continuar investigando.
40c51e63-7c83-404c-8cfb-7c58ab81b7dc|Deixe-me tentar de novo. Seu nome é Maya? Por que você está...
414b23bf-32c9-4fcf-8170-399a2ec93610|O assassino inseriu uma sonda anal USB no ânus de Patrick para baixá-lo para uma pequena ilha escondida em uma mala.
41616251-32e5-4b01-8a08-c35faf059186|Tenho certeza de que podemos dar um jeito. Você pode ser a letra miúda no final da página, querida.
42b76d04-0bdd-4360-9cd1-d898d780fa78|Acho que vou acreditar em você... por enquanto.
43380478-31e8-4157-9a47-7b723caff7ea|Encontramos um bilhete dentro da cabeça de Patrick.
43529bc8-b723-4425-bfa4-4de42346be1a|Certo!
44abc461-5c93-4bb4-acb9-772a91a6ac85|O culpado está usando os dutos de ventilação para se movimentar e nos observar.
456cd611-d0c1-4cc7-9c29-01b83e115915|Exatamente.
47053c9b-de82-4bb5-a096-2e76dac3d85e|Detetive Katz, encontrei uma pista na garagem.
47225257-d0fe-40ce-a448-eac308c53332|Foi algo que eu disse?
47a71219-3c9b-426c-9d8b-4e60db45cd52|*Pular*
47be5679-27d6-4868-8f1e-72611cdf21d4|Pergunte-me qualquer coisa.
47ecc9f3-5e7c-414d-87f6-f4e39c3f84af|Ok, vamos ver o que acontece.
491274d9-cdec-42a7-972f-b7a998c5e8f1|Eu não estava... falando sério.
49a6f111-7831-421c-9d4f-f08cd5d917c2|Que tal relaxarmos na jacuzzi juntos?
4a9074da-978f-436a-be46-4bf9f76ecb57|Estou te dizendo, você pode me hipnotizar e fazer o que quiser comigo.
4b75dec9-fc46-4a40-8ede-3e6003e9c911|Quando tentei religar a energia da garagem quando ele me atacou.
4bc398c1-9d21-4742-973e-45fb285ca601|Serei sua plateia.
4e1e3076-24f5-4a6e-ba70-cf3cfeded0c0|Estamos prontos para pegar o assassino?
4e2bedad-b83d-4338-871a-4fa19cd9ae32|Parece crítico. Eu cuido disso.
4e84bb94-9c2b-48e9-b49d-a92765e2d914|Patrick recentemente registrou seu último testamento, indicando que ele pode morrer em breve e dando um motivo para alguém matá-lo.
4ec71d53-daa1-4b53-bd6c-bdc27fff37a9|Como costuma ser um mistério de assassinato?
4ec833e4-ed58-4066-bbce-241ec9fea81c|O culpado está usando os dutos de ventilação para se movimentar e nos observar.
4f663e02-6fcb-4680-921d-2c1a2bcea2d0|Isso é uma profissão?
4f703ad6-5941-4c9d-b974-129658989db4|Então essa é a sua ideia de diversão? Me bater com um martelo no escuro?
50051ef2-5b10-4620-b015-28a170cbabef|Patrick é o cara que te convidou para a festa hoje à noite, o que o torna o principal suspeito da própria morte.
5025efe1-e78d-4dc2-b02c-c634b571e0e2|Ah, ei, desculpe, eu não sabia. Você está... incrível!
505d6063-5847-4b51-9890-bc26f536cbe7|Certo. Estávamos falando?
509ae25c-9672-467b-b562-11fbfeb41dec|Certo. Vamos ver se essa coisa começa de novo.
512b8ea6-9a82-4fd3-bc3e-20d53798c7d7|A menos que você e eu sejamos os escolhidos?
51a72b52-7a5d-4574-b05b-d79000034cb0|Este é o programa de realidade virtual do Patrick.
52d4ec0a-fa3d-4bb5-8a91-3dfd9c3b1018|*Pular*
538cef0a-3600-4725-965d-4ed0314779ae|*Pular*
53a9f810-df2d-4619-a9c6-4c55d1e27ea3|Devíamos fazer um teste de qualidade completo, talvez ver se conseguimos mudar a gravidade e ver o quão elástica é aquela cama.
543e8eaa-c390-43f2-b665-0be5400aab60|*Pular*
544a2c9d-9b52-454f-902d-c3ad6a7009c0|Não exatamente. Jacuzzis são uma merda.
553578c7-8acd-4761-9095-415ed949d157|*Pular*
554193fe-28fd-4f87-8f80-ac5adc14b5a5|É, desculpa por antes. Achei que deveríamos trabalhar juntos e queria compartilhar algumas informações com você para ajudar.
557cc9a4-7f3e-4be8-ac9b-ee2834f6cc0a|Mas o Deadpool não costuma ser deformado e cheio de cicatrizes?
559f7832-d974-482f-beeb-71b34a3c049b|Acho que sim? Quer colocar a mão na minha testa e descobrir?
568032ba-9363-4871-a7bf-4364f9ac1c18|Escute, tudo o que eu sei com certeza é que seu corpo é o maior mistério desta noite, e não posso deixá-lo sem solução.
582aca84-ab04-458d-aed6-8afa92deca67|Ele tem instruções de como escanear e imprimir uma cabeça humana realista.
5a4c2fb9-72bc-49f2-9564-113a3607a4a4|Então, quem você prefere?
5afa20a3-da2a-472f-8fb1-f8fc2dbf8165|Sim, claro.
5b3a3c1f-f4a6-412c-a86d-e34bd0459325|O sentimento é mútuo.
5b76647f-6837-4104-b7ca-a7fb8f5c32ea|Bem, então o que tem nesse baú?
5d8b5c18-9850-4faa-ad59-b4276e310f8e|Farei o que você disser, o que você quiser que eu faça.
5d919658-fd98-4c65-803c-cda49847d117|Estou bem, obrigada. Mal posso esperar para ver o que você vai vestir. Continue procurando pistas.
5df27937-48e1-4703-ac43-1aba74d6ff30|Ouvi dizer que você é cosplayer.
5e8f9396-07b0-4f0e-9ed5-8b041957b2d3|Certo, certo. A maior pista é que o assassino gosta de comer cachorros-quentes em dutos de ventilação, com muito ketchup. Que cara estranho. Quem coloca ketchup em um cachorro-quente?
5f10edd8-f42c-4a20-9c10-ff65683add3d|Mal posso esperar para ver!
5f369468-6c2d-4841-95b7-63437ca6b81d|Vamos esquentar no micro-ondas. É o único jeito infalível de fazer.
5f614e1a-be24-478e-86f2-24eaf5025cda|Encontrei um projeto de modelagem 3D.
5f85fd2c-9157-44a3-ba08-9e40e15249b0|Bem, tenho a sensação de que aqui também está mais quente. Acho que isso pode ser importante.
601018fb-1d7c-4a9a-b9ac-fecb4dd757d9|Ok, precisamos de um plano.
62e4fb05-34d7-4ac7-84df-6f01522a8a63|Sim, senhora!
6348edd8-3b80-46db-99a6-0a8b0684c931|Ok, sem problemas, Liz.
63b30e4d-080d-4717-9626-c15cb927a15b|Não se preocupe comigo. Você pode fazer o que quiser comigo.
63fd835f-a623-44f8-95c1-3d7b49a4127b|Está muito mais quente nesta casa, então o assassino bebeu rapidamente um refrescante suco de cereja e vomitou no ar-condicionado.
6475263a-92a8-4bdc-84b3-6e8388b0183c|Talvez tenha sido o destino que nos fez nos conhecer esta noite.
64ddadb3-336d-4db7-8b10-ac9ecd8a6d70|*Pular*
655b3afe-adb9-4be6-a96f-987c3bbbab46|Wolverine, sem dúvida.
65d9019d-487f-4a71-bd84-6ff8846a0237|Nossa, parece um trabalho fácil.
6626cf4f-0688-457c-b551-d8b774943bce|Patrick é o cara que te convidou para a festa hoje à noite, o que o torna o principal suspeito da própria morte.
66aab582-fa9c-45cc-85b0-53a980891fe4|Com certeza!
672c7f0f-e222-47bc-93ed-7b8dbb8bb02e|Ok, o que posso fazer para ajudar?
67944b4c-3363-4410-8a2d-fac3710e0da1|O quê?
68500f7c-bbae-4710-8d67-99a44481f7d2|Ok.
68545783-20be-4de7-bb7d-7b686cfca8a1|Estou começando a fechar as saídas de ar. Deve estar enchendo de fumaça em breve.
689f07ed-d6b4-474d-8fbb-94101ab49550|Você tem alguma informação sobre quem te convidou para a festa hoje à noite?
6956d329-a980-4798-a8da-9ecf61ad22e9|Sim, estou seguindo seu exemplo. Mas talvez...
69e41cc1-bd98-4c31-a197-d07947b6f82b|Aposto que dá muito trabalho.
6a3817ae-3865-4903-81c5-7507bf921f47|Encontrando pistas. Entendido.
6b165fd9-185b-4a97-bd7a-9e95b467c585|Me chame de Samus. Ou Rey. Ou Katniss. Ou Diana.
6c6cc68f-ca88-406e-868c-49dd1a050aa2|Nossa, eu não sabia que essa era uma noite de mistério e assassinato!
6cbf94cb-31c3-49fc-8167-71c50f8c9ecc|Bem, na verdade... Eu poderia fazer isso o dia todo. O que você me diz agora?
6d6bea5c-3756-4e55-986e-8da5324652e0|Parece que dá muito trabalho.
6ec34a57-889c-493d-b608-67f5889b4509|Foi algo que eu disse?
6ede9372-395e-4ed2-af47-df486f81fb22|Espero que demore mais de um minuto!
6f76f6e3-0a98-45f2-b857-39827e76d3c7|Talvez alguém possa nos ajudar.
6fd0c593-af10-4845-b382-0f8bc2d1a0f3|Então, sim, está muito mais quente nesta casa, então o assassino claramente bebeu uma grande quantidade de um refresco sabor cereja muito rápido e teve que vomitar no ar-condicionado.
70eda717-cf52-4dda-8c8d-e8dbe8bbb0ae|Eu preferia ver o Deadpool sodomizar o Wolverine!
714a73cd-6e2e-417d-9a2b-fa1a088974c0|Colocar provas falsas na forma de sangue falso no ar-condicionado foi um disfarce para simular o descarte de um corpo inexistente.
714e7817-aed8-4d31-902d-5b25716e5a3a|Entendido.
71fa0cb9-6243-4630-ae6b-cb53bbf8a507|É, colocar na secadora não ajudou com o cheiro...
72eca154-f5c1-452d-94f7-198a7500fd71|Hum, o que é isso mesmo?
7347778e-35da-43c3-a7b6-82ce17a6a432|Conversei com a Stephanie e talvez tenha encontrado uma pista.
73e4499f-ad47-48e7-bd41-7033a2dbe26b|Certo, então alguém derramou muito sangue no ar-condicionado. Mas por quê?
73f19a66-3420-4b49-bd54-bafce0441246|Ainda não. Estou trabalhando nisso.
744072cc-4949-4b41-a42c-3567635870e3|Hmm... preso...
74624643-0630-4dde-8a89-93b3367eaec3|O motivo do assassino pode estar relacionado aos impostos não pagos por Patrick.
74b07d45-c084-41c8-9fb9-65eb893c3692|Ok, eu acredito em você, Liz.
74b3da93-eeb7-4f20-8427-669bbbb1fed5|Que dedução brilhante!
74fe6741-2211-4bd8-b9fb-529443ce4e07|Bem, Patrick já tinha uma mente antes. E depois não tinha mais. Então acho que Johnny Cage vence?
75201629-ac25-468e-9356-35af2544227f|Sabemos que Patrick te convidou para planejar um mistério de assassinato como possível disfarce.
75d7843b-9897-4a61-a5df-278e90f0cc93|Há muitas coisas divertidas que você pode fazer com fantasias, brinquedos e algemas.
77c70823-1dc2-46fc-96b6-70fb7066f183|Stephanie teve a boa ideia de tirar algumas camadas de roupa.
78a4854f-87bf-457c-a632-28e45ae6e16c|Patrick é o cara que te convidou para a festa hoje à noite, o que o torna o principal suspeito da própria morte.
78fe0154-7e67-40b7-8fb9-ca0000229610|Hmm... preso...
7a65840d-4ab3-4623-b0dd-49788f17614e|Sinceramente, não tenho certeza se você consegue lidar comigo. Acho que sou demais para você.
7b8ddbe9-97b8-4fb5-9c06-0d975993fef7|...como você sabe?
7bb14735-0a33-4911-b4d0-090b2bb30664|Sim, detetive.
7c537ac7-a375-4290-8425-7f0c2168c8fe|O assassino inseriu uma sonda anal USB no ânus de Patrick para baixá-lo para uma pequena ilha escondida em uma mala.
7c7c64d0-ee96-4864-9822-f231e1d50983|*Pular*
7cce1b39-cc7f-4dbf-bdb2-96e53401e97c|Poderíamos tentar esquentar no fogão.
8138a125-8d9c-41c9-b88a-e9e24e4e71cf|*Pular*
81654f94-3c6c-4610-9a80-a7f0e5001ad1|Ah, então você deveria saber que o assassino me atacou na garagem!
81ef6ad5-7af2-4a3f-994e-1fc57ed240bd|Parece que tem um anúncio de uma impressora 3D aqui.
82285f09-26f8-475b-87f5-2cbd7749058f|Donatello.
