[General]
Name|Frank
156.1|Ei, amigo! Meu maldito estoque foi saqueado! Dizem por aqui que você é um maninho suspeito, então, no espírito da vigilância, vou ter que confiar nas fofocas completamente aleatórias e infundadas que ouvi sobre você. E no meu instinto. Principalmente no meu instinto. Ele nunca me enganou, pelo menos quando se trata de violência. Falando nisso...
156.2|Ei, amigo! Meu maldito estoque de álcool foi saqueado!... Isso significa guerra, e preciso que você seja meu vigia na linha de frente. Você é bem bonzinho, então confio que se vir alguma coisa... ou sentir o cheiro de alguma coisa, ou até mesmo se sentar em cima de alguma coisa, você vai dizer alguma coisa. Vigilância, cara, é assim que a gente mantém essa festa sob controle. Tudo bem, estou de volta ao Overwatch.
156.3|EI, NOVATA! Meu maldito estoque de álcool foi saqueado! E quem é que a gente tem aqui espreitando como se tivesse algo a esconder? Isso mesmo. É a porra da novata. O quê, você acha que está acima da lei só porque tem peitos? Droga, esses peitos são bem bonitos, se é que posso dizer... Ah, merda, foca no Franklin. Justiça não tem gênero, e peitos bonitos NÃO têm exceção! Você vai cair, vadia!
157|E-eu te dei permissão para yeet? QUEM TE DEU PERMISSÃO PARA O YEET? Essa merda poderia ter se aberto completamente, e qualquer um desses drogados imundos poderia ter lambido como os cachorros que são! Não suporto sua imprudência ou, sinceramente, a forma fraca do yeet mencionado. Você está morto, seu babaca!
158|Ah, vou ganhar um bônus de indicação ENORME do ortopedista depois que terminar com você, seu mictório.
158.1|Ah, CLARO que não, o Frankie não levantou todos aqueles pesos só para uma vagabunda qualquer irritá-lo. Nem me importa se você é uma garota; meus punhos não discriminam quando se trata de mijar ou beber. Você está morto, porra!
159|Sabe. Muita gente está se perguntando por que eu trago reforços para me ajudar a patrulhar essas festas. É óbvio para mim; Eles não preveem quantas vezes eu preciso tirar uma folga da patrulha para dar uma surra em babacas como você. Estarei com você em um momento para te dar uma surra logo depois de tirar essa urina do meu sapato.
160|Desculpe, amigo. Normalmente, eu teria uma resposta muito civilizada a essa situação, como deve ser evidente pela minha personalidade diplomática e acessível. Mas também tenho uma obsessão doentia por parafernália pornográfica assinada. Meu conselho para você seria deixar isso acontecer e não revidar. Vai ser mais fácil para nós dois.
161|Olha, cara. O Tucano Sam e o Capitão Smee ainda estão resolvendo suas diferenças na minha cabeça. Espera, o que você me pediu mesmo? Por que você não volta mais tarde e... se eu descobrir o que aconteceu com o chapéu do Frajola... hehehe. O Chapéu do Frajola. Isso rima, amigo!
161.1|Eu, uh, li o quinto. Eu sei o que você está dizendo, sabe o que eu estou dizendo? Vamos deixar as formalidades de lado! Hehehe... Já chega da sua "tude", amigo. Hee hee hee... ei, você ouviu, mamãe? "tude". Tude-cara. Hee hee... rima.
162|Ah, eu sou interessante pra caramba, cara. O Frankie aqui é só um mistério esperando para ser desvendado. História engraçada. Na verdade, meu nome é em homenagem ao Frank Perdue. Desta vez, minha mãe estava se engasgando com um osso de galinha e... ei, espera um minuto...
163|O que eu ouvi na sua fala foi um insulto? Além disso, acho que sinto cheiro de álcool no seu hálito. Deixa eu olhar direto nesses olhos e me dizer... você não bebeu nada hoje à noite.
163.1|Ei, espera um segundo. Ouvi um insulto no seu discurso? Aliás, acho que consigo sentir o cheiro de álcool no seu hálito. Deixa eu olhar direto nesses olhos e me diz que você não bebeu hoje à noite, cara.
164|Minhas bolas estão formigando, e só acontece isso quando alguém perto de mim bebeu. É como o sentido aranha, só que, sabe, detecta intoxicação. Isso, e... bem, sabe, acontece com as minhas bolas.
165|Tenho que dizer, cara, que eu simplesmente não acredito em você.
166|É, eu... acho que acreditei. Você deve ter um carisma de verdade, cara. O velho Frankie não se abre assim com ninguém. Nunca se sabe o que vai acontecer no tribunal. Eu ainda estou em liberdade condicional desde aquela época... EI, espera um segundo... você andou bebendo?
167|Acho que é porque eles são enormes. Acho que se suas bolas fossem tão grandes quanto as minhas, você também teria algum tipo de superpoder. É só ciência. Para minha sorte, fui abençoado com uma detecção impecável de álcool nesses gloriosos pedaços de molho.
167.1|Acho que é porque eles são enormes. Qualquer pessoa com bolas tão grandes quanto as minhas começaria a desenvolver algum tipo de superpoder. É só ciência. Para minha sorte, fui abençoado com uma detecção impecável de álcool nesses gloriosos pedaços de molho.
168|É um trabalho exaustivo, cara, mas os perigos do álcool não são brincadeira. Você não acreditaria na merda que eu tenho que aturar; nas mentiras que as pessoas contam na sua cara? Ah, não é culpa delas. Elas são, em sua maioria, ingênuas e não sabem de nada. É difícil ser um herói, sabe?
169|Então você sabe que precisa ser altruísta. Às vezes me pergunto por que tento ajudar essas pessoas. Aquela garota em Madison... ela entende. Ela me perguntou por que estou fazendo isso umas 40 vezes esta noite. Não estou nisso pela glória, cara. É um trabalho sem recompensa. Essas pessoas me odeiam agora, mas um dia... elas vão entender. Elas vão olhar para trás um dia, muito depois de mortas, e perceber... o velho Frankie estava certo!
170|Hmm. Por mais que eu confie em você, você simplesmente não tem CORAGEM para isso.
170.1|Desculpe, cara... mas eu não confio em você o suficiente. Talvez se você puder me provar que é confiável, eu possa reconsiderar.
171|Oooh-hohohohoho... Não estou falando no sentido figurado. Quero dizer, minhas bolas são enormes, cara. Você literalmente não tem coragem para isso.
172|Pfffft ha, uh... certo. Meus pingentes têm que ter pelo menos o dobro do tamanho do seu saco de uvas-passas magricelas. Eu venho trabalhando meu escroto, tomando suplementos para os testículos e tomando injeções há anos para conseguir esse visual. Minhas bolas são uma obra de arte. Além disso, as habilidades especiais do meu saco começaram a aparecer. Com esses bebês me enchendo de bestosterona... o potencial é infinito, cara!
172.1|Ei, não é bem assim. Estou falando como eu vejo. Enfim, eu venho trabalhando meu escroto, tomando suplementos para os testículos e tomando injeções testiculares há anos para conseguir esse visual. Minhas bolas são uma obra de arte. Além disso, as habilidades especiais do meu saco começaram a aparecer. Mas, com esses bebês me enchendo de bestosterona, o potencial é infinito, cara!
173|Ah, é uma coisa. Duas. Enorme. Enorme. Acredite em mim. Tenho certeza de que você já sabe que ter bolas enormes traz todo tipo de vantagens e benefícios óbvios, mas... quando elas ficam enormes de verdade, começam a adquirir superpoderes, cara. Tem um canal de descobertas inteiro sobre isso. Você devia conferir. Está nas minhas calças.
174|Acho que você não saberia disso a menos que tivesse o mesmo dom que eu. Como se bolas enormes não viessem com todo tipo de vantagens e benefícios por si só, as minhas também formigam sempre que uma pessoa bêbada está por perto. Foi assim que eu soube que estava destinado a fazer disso o trabalho da minha vida. Desculpe, garoto. Você não foi feito para isso.
175|Porra, cara, eu sei! E não ajuda que minhas enormes glândulas masculinas fiquem sendo comprimidas e apertadas entre as minhas coxas toda vez que tento me mexer. É um trabalho duro proteger essas festas.
176|Embora eu não devesse reclamar. Quer dizer, todo mundo conhece os benefícios de consumir quantidades tão grandes de leite e mel. É difícil fingir que os pontos positivos não superam os negativos. Acho que é uma bênção e uma maldição, mas... eu não trocaria por nada.
177|Dizem que o valor máximo e a felicidade geral esperada de um homem na vida estão correlacionados ao tamanho do seu escroto. E eu acredito piamente nisso. E não estou dizendo isso só porque tenho bolas rolantes maiores que o sol, cara. Bolas grandes são um símbolo de masculinidade máxima, e ter as maiores bolas masculinas faz com que os outros homens da região te respeitem imediatamente. É como... é como se eles pudessem sentir isso. Sabe, eu tenho uma história sobre isso...
178|Oohhh, nossa! Sério?! Quer dizer, eu sabia que você era meio imaturo, mas não sabia que era tão inexperiente. A verdade é que as mulheres adoram um homem com bolas incríveis. Os manos também. Todo mundo adora! Eles não se cansam delas! Não existe uma única pessoa por aí que não fique impressionada com o tamanho dos meus Jolly Ranchers... ou com inveja deles, para ser sincero. 
179|Bem, porque eu... eu instalei um monte de sistemas de vigilância no meu trabalho, e eu, uh, constantemente ouço pessoas conversando umas com as outras e se gabando do tamanho das bolas dos seus respectivos namorados e parceiros de foda. No entanto, vamos manter isso entre nós. Esses sistemas não são, uh... exatamente... legais. Você entendeu o que eu quero dizer.
180|Eu estou sempre certo, cara. É por isso que eu sou o sensei. Mas não se preocupe. Você vai aprender um dia. Eu agradeço o respeito, no entanto. Estou de olho em você. Acho que você pode ter o que é preciso para ser meu aprendiz algum dia!
181|Hahaha! Cara, você realmente É um novato quando se trata das ferramentas de superioridade sexual e existencial. As pessoas sabem que bolas são a coisa mais quente do planeta... desde sempre! Por que mais aquele cara dos anos 50 com o cabelo esvoaçante escreveria literalmente uma música sobre bolas quentes, cara?! "Meu Deus, bolas grandes e fogosas..." É, cara! ... Você sabe do que estou falando.
181.1|Hahaha! O que uma garota realmente sabe sobre o poder e a majestade das bolas? As pessoas sabem que bolas são a coisa mais quente do planeta... desde sempre! Por que mais aquele cara dos anos 50 com o cabelo esvoaçante escreveria literalmente uma música sobre bolas quentes, cara?! "Meu Deus, bolas grandes e fogosas..." É, cara! ... Você sabe do que estou falando.
182|Siga em frente. Essas pessoas sabem que a verdadeira força de um homem está no tamanho de seus gentis marinheiros. Preciso ficar aqui no meu posto, mas se você quiser trazer alguém aqui para discutir isso, minhas bolas e eu ficaríamos felizes em ver o constrangimento na sua cara quando te derem a notícia.
183|Escute, Amy... Eu não te conheço muito bem. Talvez você seja virgem, ou garotas étnicas gostem de coisas diferentes. Mas posso garantir: um par enorme de bolas grandes pode mudar o seu mundo!
184|Elas podem ser grandes, mas não flácidas! Vocês nunca ouviram falar de "alto e apertado"? Vocês, garotas, não sabem nada sobre sexo. Não se trata apenas do tamanho e do formato do pênis. Trata-se de toda a experiência. Toda a experiência.
185|Hã, o quê? Eu? Quer dizer, sim, eu fiz isso, mas... não é bem assim. Olha, não estamos tentando ser rudes, estamos apenas tentando acertar uma aposta. Esse palhaço acha que as mulheres preferem homens com paus enormes a bolas grandes. Eu só estava tentando mostrar a ele o erro dos seus métodos. 
185.1|Hã, o quê? Eu? Quer dizer, sim, eu fiz, mas... não é bem assim. Olha, não estamos tentando ser rudes, estamos apenas tentando acertar uma aposta. Essa garota acha que todas as mulheres preferem paus grandes a bolas grandes, e embora ela tenha direito à sua opinião idiota, eu só estou tentando provar que ela está completamente errada. E idiota.
186|Ei, espera... isso não faz sentido. Eu sabia que lésbicas não gostavam de bolas, mas pensei que o único motivo era porque elas nunca tinham visto um casal respeitável antes. Você gosta de peitos, certo? Quer dizer, essas são basicamente bolas enormes com mamilos. ... Você está entendendo o que eu estou dizendo?
187|É, mas e se essas bolas fossem enfeites de virilha do tamanho de uma bola de beisebol, feitos de 9 quilos de puro músculo... e tivessem superpoderes?
188|Ei, espera, espera, isso não faz sentido! Até aquela garota lésbica não gosta de bolas? Eu pensei que o único motivo pelo qual as mulheres se tornavam lésbicas era porque elas nunca tinham visto um casal respeitável antes. Quer dizer, elas gostam de peitos, e são basicamente bolas enormes com mamilos. Alguém está entendendo o que estou postando aqui?
189|Vamos lá, Derek, responda à pergunta! Veja bem, seu amigo e eu estamos brigando, e se você realmente quer que a gente pare de falar sobre isso, a melhor coisa a fazer é resolver isso para nós.
190|Cara, ter bolas enormes te dá superpoderes! Isso é de conhecimento geral! Não acredito que você nem pesquisa sobre essas coisas. Preciso ensinar tudo para vocês, novatos? Tenho alguns sites que vocês podem conferir. Você só precisa desativar a segurança do seu navegador e os bloqueadores de anúncios para ver a verdade escondida ali. É revelador, cara.
191|Não, não, não! Katherine, você não acha que bolas enormes têm algo a ver com prazer sexual? Pense na sensação que um belo saco de pancadas de 9 kg daria batendo na sua bunda repetidamente. Putz, estou ficando excitado só de pensar nisso.
192|Não entendi. Como isso não é a coisa mais sexy do mundo? Nossa, eu realmente preciso repensar minhas fantasias sexuais envolvendo você.
193|Ok, Lea. Pode responder honestamente.
194| 194|Eu ouvi essa cara de babaca, você é foda... oh. Uhhh, ei, Leah. Com todo o respeito, mas, se me permite: não deixe seus sentimentos pessoais sobre mim atrapalharem a verdade nua e crua. Os grandes conquistadores são a razão, e no fundo, você sabe que é verdade.
195|O quê? Eu pensei que as garotas gostassem quando os caras dominavam, conquistavam tudo e colecionavam haréns.
196|Não foi isso que a Candy me disse quando eu estava cheirando uma carreira de cocaína na bunda dela.
197|Você ouviu isso, babaca? Ela acabou de dizer que bolas grandes são legais!
198|Porra, conta. Ela disse primeiro, cara. Então desembucha!
199|Que porra é essa? Você é estranho demais para mim, cara. O que diabos você disse que ia fazer com as minhas bolas? Cara, só... mantenha distância, ok?
200|Hahaha! Puta merda, cara! Que porra é essa? Como seu pênis é tão pequeno? E eu aqui pensando que você era concorrente!
201|Você está prestes a levar um soco na garganta só por perguntar isso!
202|Estamos discutindo e queremos sua resposta imparcial e sem coação sobre o que é melhor, pênis idiotas ou bolas gloriosas, grandes e redondas. Pense bem antes de responder, amigo.
202.1|Precisamos de você para resolver uma discussão entre nós dois. Sua ajuda... seria muito apreciada, amigo.
203|Cala a boca, Rachael! Você não sabe de nada! Você não viveu até ter um par enorme de bolas dentro de você.
204|Vickie, você... você também não se importa?
205|O quê? Esses filhotes não estão inchados! Esses são meus bebês em tamanho real! Minha cintura é 32, mas uso calças tamanho 46 para acomodar esses melões enormes. Eu ficaria feliz em mostrá-los para você, mas... não posso garantir que você não vai ficar excitado. Até eu fico excitado só de olhar para eles.
206|Q-q-quê? Não importa o quão alto seja o seu pênis, cara. Você sempre tem que colocar uma meia nesse cachorrinho. Que droga, quanto maior o pau, mais importante a meia! Senão, a base... fica exposta, e esse cachorrinho vai ficar com frio... e triste, e... e então, vai ficar com olhos tristes e molhados de cachorrinho. E... e a porra da Sarah McLolin vai cantar uma... cantar uma... cantar uma música sobre isso. E... ah, aquele pobre cachorrinho caolho!
207|O que é isso, alguma tentativa idiota de truque mental Jedi? Você não fez nada para me provar nada. Volte quando tiver provas reais.
207.1|Você quer dizer as poucas pessoas que você conseguiu manipular para dizerem essa merda na minha frente? Vou precisar ouvir um pouco mais de depoimentos do que isso se vou acreditar numa afirmação tão ridícula.
207.2|...TUDO BEM, babaca! Você provou seu ponto, ok? Talvez batedores de coxa gigantes não sejam tudo o que eu pensava. E talvez eu precise atualizar os sistemas de vigilância por áudio que instalei.
208|Não que isso importe, porque eu também tenho uma bomba de prazer e tanto, cara. Meu foguete de bolso é facilmente maior do que o de qualquer outra pessoa nesta festa.
209|Ahh-o quê?! Não, não, precisamos avisar o Sr. Frassasass! Ele está super vulnerável agora, especialmente porque, tipo... tipo, com o que ele está vestindo, cara! Tipo, não estou julgando, mas ele não pode simplesmente andar por aí com aqueles vestidinhos e esperar escapar dos tentáculos escorregadios e viscosos da destruição animada. Ele... h-ele só tá pedindo.
210|... Que porra você tá falando? Tá tendo um derrame? ... Ah, precisa de uma dosezinha da "terapia de rearranjo do lobo frontal" patenteada do Frank?
210.1|De novo com essa merda? Vai largar ele ou eu vou ter que te dar uma surra?
211|Pffttt, tá, tá. Impossível, por causa disso? É, tá aqui, gata. Tudo bem, vou dar uma volta e dar uma olhada no seu pequeno e triste uh-uh 'falo mínimo'. Hahaha, merda, você ouviu aquele cara? É o meu pau gigante de gênio falando. Ele tá pronto pra dominar e VENCER, gata!
212|Caramba. Nas minhas. Bolas. É tão grande! Maior que... não. Não! Isso... isso... não! Seu cara de merda! Isso é uma merda. Merda nas minhas bolas. MERDA!
212.1|Da dica ao blefe, a... a majestade. A escala disso tudo! Como você está lidando com tudo isso? Ei, você... você percebe as bolas? Elas estão fazendo alguma coisa para... uh, deixa pra lá. Vou deixar isso com você...
213|Lea? Ah, sim, ela é minha aprendiz. Ela é uma boa garota. Eu a convidei como reforço hoje à noite. Até a fiz me chamar de sensei. Quando nos conhecemos, ela viu como eu era foda e ficou impressionada com minhas habilidades em artes marciais. Ela está tentando abrir o próprio estúdio ou algo assim. É bonitinho e tudo, mas tipo, nada parecido com o que eu planejei. Mas uh... heh, deixa pra lá. É melhor você não incomodá-la muito hoje à noite. Ela está de plantão. Não estamos aqui para toda essa bobagem de socialização, ou para tentar ficar bêbados como vocês, delinquentes.
213.1|Leah leah bo-beah, banana fana bo-lidaaaa. Yo-my weeaaah. Leeaaaah!
213.2|Ah sim, Leah. Eu tenho que dizer, cara. Eu não dei crédito suficiente a ela no começo. Acho que tem algo de especial naquela aprendiz eventualmente superar a mestre. Quer dizer... Não é como se ela pudesse me superar nem nada! Ela só me surpreendeu. Eu pensei que ela fosse tipo uma punk de segunda categoria que queria pegar carona na Frankie como os outros. Eu não sabia que ela tinha tanto potencial. Desejo tudo de bom para ela. Aquela garota tem o que é preciso para realmente fazer algo por si mesma.
213.3|Lea? Ela não está... Ela está AQUI? Eu, uh... Acho que não devo dizer nada sobre ela. Eu não gostaria de dizer a coisa errada. Aquela mulher tem orelhas em todos os lugares, cara. Provavelmente é melhor eu não dizer nada.
214|Não estou a fim de conversar, cara. Me deixa em paz.
215|Eu me gabava de ter bolas grandes para todo mundo a vida inteira. Eu achava que as pessoas as respeitavam e temiam. Acontece que, na cabeça delas, eu era só um artista de circo com um pênis de tamanho médio. Cara, essas bolas nem são naturais. Todo aquele dinheiro que gastei com suplementos e injeções nas bolas... Não acredito que é tudo mentira.
216|Eu simplesmente não entendo como eu tinha tudo misturado esse tempo todo. Eu nem sei o que vou fazer comigo mesmo agora. Meu mundo virou de cabeça para baixo. Há tantas coisas que preciso repensar agora. Posso estar errado sobre qualquer coisa, até mesmo que Vin Diesel é meu pai biológico.
217|Vamos lá. Por favor, olhe isso e me diga que eu não sou uma aberração.
218|Ok... Preciso me acalmar um pouco. Não deveria importar, mas você precisa entender... minhas bolas? Essas bolas... eram a minha vida. Agora, acho que preciso consultar um médico. Quer dizer, talvez se eu fizesse uma redução de bolas, meu pênis não parecesse tão pequeno? Você acha?
219|Aaahhh, você provavelmente tem razão. Tenho muito o que pensar, sobre a vida e... sobre minhas bolas. Obrigada por este bate-papo, no entanto. Já estou começando a me sentir um pouco melhor. Por enquanto, talvez eu devesse voltar a fazer o que sei fazer bem, em vez de ficar aqui sentada sentindo pena de mim mesma. Preciso me concentrar nas características positivas que tenho que trazem felicidade e alegria aos outros, como quando apareço sem ser convidada nesses eventos para impedir que todos bebam.
220|Essas são minhas bolas enormes, querida! Diga que isso não te excita. Sinto que essa lap dance vai melhorar! Frank está pronto para você, querida!
221|Ah, merda, de novo não. É a décima segunda vez que fico com as bolas azuis esta semana. Acho que preciso de gelo para isso.
222|Ah, que porra é essa? Eu não quero isso.
222.1|Por que você me daria isso? O que você está tentando dizer, cara? Você acha isso engraçado? Porque eu não acho muito engraçado. Tire essa merda daqui.
222.2|O quê? Isso é para me animar ou algo assim? Olha, cara, eu não tenho tempo para essa merda. Deixa eu ficar aqui sentado e me afogando na minha miséria.
223|Ah, tio Franky! Que ele tenha paz. Ele era meu herói. Aquele cara construiu um império com uma receita de pipoca de família. Eu deveria ter ido trabalhar para ele quando tive a chance. Agora que penso nisso, eu provavelmente deveria ter feito muitas escolhas de vida diferentes. Quer dizer, bem, talvez não. Eu sou meio incrível. De qualquer forma, obrigado pela viagem pela memória.
223.1|Ooooohhh, tio Franky! Nossa, como você sabia? Aquele homem era meu modelo! Ele pegou uma receita de pipoca de família e criou um império! É uma honra para mim ter o nome dele. Cara, esse gesto... e o timing? Perfeito pra caralho. Agradeço de verdade.
224|Nossa. Essas são bem ruins. Onde você as encontrou? Escuta, você não se importa se eu tirar das suas mãos, né? Quer dizer, eu já estou com cara feia o suficiente, mas isso? Isso vai fechar o negócio.
224.1|Uhuuuu! Este... este é o par de óculos de sol mais feio que eu já vi em toda a minha vida. É... é para mim? Você não deveria ter feito isso. Quer dizer, você me conhece tão bem. Momento perfeito também. Vou ficar com estes e usá-los no momento certo.
225|Era, mas eu estava com as bolas grudadas em você, cara... e você estava me esfregando, e elas... do jeito errado. Minhas bolas nunca se desviam, e elas formigam quando eu olho para você agora. Isso não é uma coisa sexual.
225.1|É, e eu agradeço o que você fez por mim antes. Em certo momento, comecei a pensar que não havia esperança para você, e que esta noite terminaria como a maioria das outras, com meu punho na cara de outra pessoa, mas estou feliz por estar errado. Quer dizer, estou feliz que seu rosto ainda esteja intacto.
225.1|É, e eu agradeço o que você fez por mim antes. Em um ponto, comecei a pensar que não havia esperança para você, e que esta noite terminaria como a maioria das outras, com meu punho na cara de outra pessoa, mas estou feliz por estar errado. Quer dizer, estou feliz que seu rosto ainda esteja intacto. 226|Você provou seu valor para mim esta noite. Na verdade, quase sinto uma sensação especial no saco quando você está por perto. Será que... bem, vamos coçar essa coceira no meu escroto se ela aumentar? O que estou tentando dizer aqui é que eu te aprecio. Você tem sido um bom amigo, e eu... bem, digamos que minhas bolas estão curiosas para ver onde as coisas vão dar. Mas, primeiro, preciso ter certeza absoluta de onde estamos. Não brinque com as minhas bolas, amigo.
226.1|Você provou seu valor para mim, amigo, e se saiu bem com as minhas bolas. Agora sinto uma sensação de formigamento constante quando você está por perto, o que me diz que você é confiável. Não fique com ideias estranhas. Isso não é uma questão de sexo. Minhas bolas são como você.
226.2|Ei, uh... escuta. Meus testículos estão formigando agora, mas de um jeito que eu nunca experimentei antes. Nos tornamos grandes amigos esta noite, e uh... bem, não sei para onde isso vai... uh, se é que você me entende. Tudo bem com você, mas tem que parar de brincar com as minhas bolas e me falar a verdade. Somos... só amigos? Ou você gostaria de dar uma olhada mais de perto no formigamento? Talvez... fazer um tilintarzinho? Porque uh... isso pode ser combinado.
227|Bem, fico feliz em ver que estamos na mesma página. Vamos ver no que dá. Levo as coisas do coração muito a sério. Quando minhas bolas começarem a formigar de um jeito específico perto de você, saberei que é hora de levar as coisas para o próximo nível.
228|Ah, cara, estou tão pronto agora. A sensação nas minhas bolas flutuantes é definitiva e inegável. Mas VOCÊ tem que me falar a verdade. Isso é...? ...Somos...? ...Mais que amigos? Não brinque com as minhas bolas, cara. Me... desculpe. Eu fico na defensiva quando se trata de bolas. Eu... quero dizer, coração. Você está fazendo isso com o meu coração agora. Escuta, só me diz onde estamos.
228.1|Você foi um bom amigo para mim esta noite, mas eu não estou me sentindo assim, cara. Talvez as coisas mudem, mas por enquanto, não vamos estragar o que temos complicando demais as coisas.
229|Eu entendo. Você tem razão, provavelmente não deveríamos complicar demais as coisas. Mas você foi um bom amigo para mim esta noite, então acho que posso retribuir o favor sendo um pouco mais "leniente" com as restrições de álcool, mas só por você. E ei, não abuse desses privilégios. Estou me arriscando por você. Não me faça me arrepender.
230|Porra, cara, minhas bolas! Elas nunca estiveram formigando assim antes. Eu me sinto da mesma forma que você. Me avise se você, sabe... quiser ir para algum lugar mais reservado.
231|Ah, uh... eu disse isso? Eu, uh... digo um monte de coisas no calor do momento. Desculpe, mas, uh, Franky, o Pugilista, está cuidando do número um. Você não pode me responsabilizar por algo que eu disse enquanto acalmava com maestria o desastre que estávamos tendo lá fora. Desculpe, cara.
232|Tá bom, tá bom, porra! Calma. O que você quer? E faça isso rápido. Tenho outras coisas para resolver.
233|Espera... sério? Você só queria saber se eu estava bem? Essa é, tipo, a terceira coisa mais legal que alguém já me disse. Um distante terceiro lugar, porque, bem, elogios espontâneos realmente aquecem o coração de um homem. Hehehe... mas ainda assim, terceiro... nada mal. Você é um cara muito legal, sabia? Vou me lembrar disso, e de você... pelo menos por alguns dias.
234|Ufa, ótimo. Considere minha dívida paga. Mas não abuse da sorte esta noite, ouviu?
235|Ah, é... tá. Preciso te avisar, cara. Não é para os fracos. É um treino intenso que você precisa seguir. Primeiro, 100 flexões! Depois, 100 abdominais! Depois... 100 agachamentos! ENTÃO... Eu me masturbo furiosamente por DEZ minutos!! Todo. Dia! ... Cara, eu tô te dizendo. Continue firme e você será imbatível.
236|O quê? Nããão, isso é real! Quer dizer, sim, eu poderia te contar sobre limpar a mente antes de ser atingido, não entrar em pânico, focar na respiração, levantar as mãos para desviar dos golpes, o jeito como mantenho os pés em movimento, alinhar o punho com o antebraço enquanto soco alguém na cara, e toda essa merda, mas... cara, isso é chato. É chato pra caramba, cara. E praticamente todo mundo já sabe disso. A verdadeira chave são... aqueles dez minutos. DEZ. FURIOSAMENTE. Te vejo mais tarde, cara.
237|Devo dizer que tenho gostado das suas visitas à sede da segurança da casa. Tem me dado um formigamento diferente, se é que você me entende. É tudo o que vou dizer por enquanto. Pode deixar marinar um pouco, mas... continue.
238|Vamos lá, Amy. É só uma briga amigável entre dois amigos. Este Neandertal acha que um pênis grande é preferível em um parceiro sexual, enquanto eu, um intelectual, sei claramente que é um conjunto enorme de bolas carnudas, devidamente limpas e desodorizadas, é claro. Algumas pessoas... realmente não cuidam de seus bumbuns. Sabe o que quero dizer?
239|Ha ha! Que merda. Ela te avisou. Acho que não vamos receber muita resposta dela agora. Mas foi divertido assistir. Devíamos fazer isso de novo algum dia.
240|NÃO ME IMPORTO O QUÃO BÊBADOS VOCÊ E QUALQUER UM DESSES OUTROS CARAS ESTEJAM! NÃO VOU TOLERAR VOCÊ RIDICULARIZANDO O PEQUENO FRANKY ASSIM! VOU SAIR DAQUI!!
241|Leah, vamos-ah... ah... quer saber, deixa pra lá. Você não me defendeu mesmo, então... por que não fica aqui com esses gênios e segue seus jeitinhos idiotas? Eu posso fazer a segurança sozinho. Porque eu sou um garotão! Sou um segurança grandão e confiante!
241.1|Lea! Leah, qual é, ah... deixa pra lá... Enfim, você já sofreu uma lavagem cerebral completa desses caras de fuinha com pescoço de peru. Tanto faz. Eu posso fazer a segurança sozinho. Porque eu sou um garotão! Um segurança grandão e confiante! ...Eu sou o Frank.
242|Olha, amigo, eu fui muito paciente e compreensivo com você esta noite, mas você está realmente começando a me cansar. O jeito que você se aproveitou da minha generosidade a noite toda? Pare com isso, ou as coisas... vão ficar muito feias muito rápido. E antes que pergunte, eu digo isso de uma forma NÃO sexual. Eu não entendo por que tenho que ficar explicando isso para as pessoas.
242.1|Olha. Tenho sido muito paciente com você a noite toda. Mas você está começando a me irritar de verdade. Se aproveitando da minha generosidade? Ninguém se aproveita do "Frankie, o Punho de Ferro". O último cara que tentou... haha, bem, digamos que há um motivo para me chamarem assim. E, só para você saber, não é nada sexual. Aparentemente, houve alguma confusão no passado. Capiche?
242.2|Escuta, gata, eu agradeço quantas vezes nossos caminhos se cruzaram esta noite e tivemos alguns momentos, mas essa merda está ficando ridícula. Estou começando a me cansar de você se aproveitar da minha generosidade. Ninguém se aproveita do "Frankie, o Punho de Ferro". O último cara que tentou... haha, bem, digamos que há um motivo para me chamarem assim. E, só para deixar claro, não é nada sexual. Aparentemente, houve alguma confusão no passado. Enfim, para com essa merda. Minha paciência está se esgotando.
243|Vamos lá, garoto. Eu pensei que a gente era amigo, e agora eu vejo claramente que você está completamente ferrado. Meus tomates estão pegando fogo com o radar de bêbado agora. Você está forçando a barra, cara. Sai de cima de mim para que meus tomates se acalmem. Você tem sorte de eu não estar te dando uma surra de queijo na cara agora por fazer essa merda.
243.1|Cara, que porra é essa? Meus tomates começaram a formigar tanto que pensei que um caminhão de álcool tinha explodido lá fora. Acabei descobrindo que é só você, e você bebeu o suficiente para matar um cavalinho. Você está mesmo testando a minha paciência, cara. Tenta essa merda de novo e vê o que acontece. E... se afaste de mim, tá? Meus tomates estão pegando fogo agora com o radar de bêbado.
244|Ei, cara... Voltei para o meu posto e a bebida tinha sumido das prateleiras. Tenho a impressão de que foi você. Na verdade, eu sei que foi você porque meus tomates começaram a formigar quando me aproximei. É melhor você parar com isso e parar de se aproveitar da nossa amizade, porque eu estou farto das suas palhaçadas.
244.1|Ei! Que. DROGA?! O álcool que eu me esforcei para confiscar hoje à noite virou MEU-A-PORRA, e eu sei que foi você! Sabe quanto tempo levou para varrer a casa inteira antes da festa começar? Olha, eu fui leniente com você porque você foi um cara tão legal hoje à noite, mas estou no meu último testículo com você. Pare com isso!
245|Que porra é essa? E você? Que porra é essa! Achei que a gente estava na mesma página, cara, mas se não... pare e desista. Sério.
245.1|É melhor você se livrar dessa merda imediatamente e de vez. Eu tenho sido muito compreensivo com você porque somos amigos, mas minha paciência... está se esgotando. Pare com isso, ou eu arranco sua cabeça, cara.
