[General]
Name|Leah
105|Eu nem me importaria se a gaiola fosse como a Mansão Playboy das gaiolas de cobras — você NÃO TEM um monstro desses! Vocês, caras do subúrbio, fazem as coisas MAIS ESTRANHAS. Por que estão tentando fazer bichinhos de estimação de feras que foram colocadas na Terra com o único propósito de transar com humanos? Droga...
106|Nosso próximo passo é continuar procurando, mas espere... Esta gaiola só abre por fora. Aquela trava se abriu. Alguém DEIXOU essa cobra sair! Por que diabos eles fariam isso?
107|Por mais gentis que fossem as intenções deles, alguém colocou essa festa em uma situação de Defcon 1. Estamos falando de esconder seus filhos, esconder sua esposa, DEFCON 1. E você e eu, vamos resolver isso.
108|Cara, eu realmente espero poder deixar o Sensei Frank orgulhoso quando terminarmos isso. Com meu estúdio de autodefesa se juntando, eu realmente gostaria do apoio de um herói local como ele.
108| 109|Era exatamente para lá que eu estava indo. Naturalmente, qualquer aspirante a assassino tentaria cobrir seus rastros o máximo possível. Não se pode tirar impressões digitais de uma cobra assassina, não é? Algo cheira mal... e é crime. Você e eu vamos chegar ao fundo disso.
110|Entrar nessa? Isso não faz parte de uma peça, garoto. Eu não sou um NPC em um jogo, estou apenas seguindo suas rotas pré-programadas. Eu sou um verdadeiro filho da puta, e depois que eu entrar nessa merda escorregadia, vou abrir o estúdio de autodefesa mais extremo que o mundo já viu.
110.1|Entrar nessa? Isso não faz parte de uma peça, garoto. Eu não sou um NPC em um jogo, estou apenas seguindo suas rotas pré-programadas. Eu sou um verdadeiro filho da puta, e depois que eu pegar essa vadia escorregadia, vou abrir o estúdio de autodefesa mais extremo que o mundo já viu.
111|É, é. Então vamos procurar, vamos esperar, você ouviu esse baque? E... foi um SILVO, cara! ALGO ESTÁ GIRO! Encontre essa merda!
112|É, boa ideia, deve ser aqui o lugar! Sai, cobra-cobra. Eu não quero te machucar, eu só quero te amar! Rápido, entre e acenda sua lanterna para que eu possa bater na cabeça dela!
113|Nada, né? Droga, pensei que a gente tivesse conseguido! Esse chiado, é como se ela estivesse nos provocando!
114|Vamos lá, vista suas calças de menino grande e me diga o que tem aí dentro!
114.1|Tá brincando? Numa hora dessas, com uma corda faminta, nojenta, assustadora e que busca calor, NÃO, quem sabe o quê nas paredes? Eu... é isso. Terminamos.
114.2|E aí? Encontrou alguma coisa ou o quê?
114.3|Vamos lá, vista suas calças de menina grande e me conte o que tem aí dentro!
115|Um cara GRANDE, hein? No comando e... grande? Vamos ver. Agora, foco!
115.1|Uma menina grande, hein? Toda crescida com grandes atributos? Vamos ver. Agora, foco!
116|Foda-se, eu vou entrar.
117|Jesus, cara, eu não consigo continuar fazendo isso sozinho!
118|Relaxa, relaxa. É tinta spray. O chiado veio de uma lata de spray arremessada, e a merda explodiu dentro de mim quando... Admiti que tentei acertá-la. Porque pensei que fosse a cobra também.
119|Hmmm, a cobra deve ter derrubado a lata de spray, já que ela rasgou daqui, provavelmente através da parede. Droga, e esta é uma parede externa...
119.1|Aham. Aquela cobra deve ter derrubado a lata de spray, já que ela rasgou daqui, provavelmente através da parede. Droga, e esta é uma parede externa...
120|Ei, tudo bem, vamos continuar perseguindo essa coisa até que não haja mais para onde correr. O mais importante é que nos recuperamos.
120.1|Se você continuar me deixando louco, então é isso, não vamos conseguir. Você foi um dos piores parceiros que já tive!
120.2|Vamos manter o foco. Você foi atingido ou perdeu um pouco esta noite, então fique calmo.
121|Lá fora. Essa é a nossa única opção. Estamos quase perto do arame farpado; se aquela cobra pular a cerca, vai ter um monte de donos de chihuahuas tristes por aqui.
122|Sério? Estamos meio que correndo contra o tempo. Mas claro, vá depilar a bunda ou o que precisar fazer. Venha me encontrar quando estiver pronto.
123|É assim que eu vejo as coisas: você e eu faremos o que nós, no ramo, chamamos de verificação de perímetro. Uma verificação completa, então não se apresse! Não precisamos andar na cerca o tempo todo, mas temos que ver tudo o que há para ver.
124|E não estamos mais lidando com um espaço pequeno. Viborita terá muitos lugares para se esconder lá. Se algo brilhar com essa sua luz — como escalar, por exemplo — você grita. Siga-me, entendeu?
125|Uma arma? Você encontrou uma arma? As coisas ficaram mais interessantes... Por favor, me mostre.
125.1|Ora, caramba... ora, você encontrou uma espadinha de espuma que as crianças da vizinhança usam para bater na própria bunda. Temos problemas maiores!
126|*Suspiro* Respire... Vamos dar uma olhada no que você encontrou. Pode ser alguma coisa.
127|Droga, isso não é só um brinquedo de criança, é uma katana. Eu gosto da era dos samurais, cara! Nós... nós poderíamos estar desvendando um mistério muito mais profundo aqui.
127.1|Ei, eu encontrei uma maldita katana! Vem cá, cara, é como a era dos samurais! Temos mistérios para desvendar, vamos lá!
128|Não, tipo como no começo, uma cobra mortal é solta de sua gaiola... e agora encontramos o que poderia ser considerado uma antiga arma mortal... ESSA MERDA É BEM TARANTINO, CARA.
129|Preciso manter as coisas em perspectiva... estamos no meio de um subúrbio, não no Japão feudal. Mas pense bem! É muita coincidência que esta espada esteja convenientemente aqui, pronta para ser arrebatada por qualquer aspirante a assassino.
130|Eu entendo o que você quer dizer, mas preciso manter este grupo seguro, com ou sem código. A menos que você encontre alguém que possa me dizer o contrário, tenho que considerar esta espada a ferramenta de um assassino, o mesmo que libertou aquela maldita cobra da gaiola. Aqui, você pode ficar com ela enquanto faz sua pesquisa. Pelo menos isso você mereceu. Preciso pensar, e posso ligar para o Sensei Frank para ver se ele tem alguma opinião sobre tudo isso.
131|Já era hora!
132|Exatamente o que pensei, meu aprendiz. Primeiro a cobra, agora a espada. Estamos lidando com um assassino letal, e estou começando a me perguntar se sou o alvo.
133|Pense nisso: quem é a única pessoa tentando mudar esta cidade ensinando todo mundo a se tornar uma máquina de foder bundas? EU. Para os ladrões e estupradores desta cidade, Eu. Sou. O. Inimigo.
134|É, estou começando a ver as coisas sob uma nova luz. A menos que você saiba o contrário, essas ameaças não são apenas eventos aleatórios.
135|Hmmm, tudo bem. Pegue e veja o que consegue descobrir, mas não perca muito tempo tentando descobrir a proctologia exata ou seja lá como se chama. Isso não é CSI. É a vida real, como você pode ver pela situação em que estamos agora. É... enfim, faça sua pesquisa de merda e eu vou dar uma surra no Sensei. Ele pode ter informações vitais sobre nossa presa e esta arma.
136|É, tudo bem. Eu ia tirar sarro de você por falar com sua mãe... mas ouvi o Sensei Frank falando ao telefone com a mãe dele mais cedo hoje à noite. Se o Sensei Frank faz isso, deve ser algo normal. Só seja rápido. Falando no Sensei, eu posso dar uma surra nele. Podemos precisar dele para acabar com essa cobra e descobrir o assassino.
137|É o que eu tenho te dito! Só posso contar com uma pessoa nesses tempos de traição e mentira. Eu preciso... do Sensei Frank. No entanto, não quero ir até ele de mãos vazias, então vamos procurar por aquela cobra em mais um lugar primeiro.
138|Se eu soubesse, não teria pedido para você descobrir. Quer dizer... tenho um palpite. Tem aquela garota, a Amy... sabe... a...
139|Não. Não. Não. Não é isso que estou dizendo. Não. Só estou dizendo que ela parece ter uma boa ideia sobre várias culturas... localizadas na Ásia.
140|PSST. Ei, aqui, nos arbustos.
141|Tentamos nos esconder! Embaixo, BAIXO!
141.1|Tentamos nos esconder!
141.2|Tentamos nos esconder!
142|Então, você trouxe a espada de samurai? Me passa, acho que vi movimento.
142.1|Ssshhh! Acho que vi movimento.
143|Claro que sim. Sabe como, quando caçadores querem capturar suas presas, eles se escondem em uma árvore por horas e pintam o rosto para parecerem pedaços de pau e outras coisas?
144|Bem, eu estou fazendo isso, só que tudo o que tenho é este arbusto e aquela tinta spray que encontramos mais cedo. Meus olhos ardem pra caralho e acho que tem formigas na minha virilha, mas estou completamente invisível a olho nu.
145|Bem? Com o que estamos lidando?
146|Droga. Acho que é por isso que ele cheira a cachorro-quente e bunda. Mesmo assim, eu poderia ficar com ele. Calma! Temos movimento!
146.1|Droga. Provavelmente pertence a algum adolescente daqui. Explicaria por que ele cheira a cachorro-quente e bunda. Mesmo assim, eu poderia ficar com ele. Calma! Temos movimento!
147|Eu. Te. Disse. Que. Fodido. Vou fazer quem estiver tentando me matar pagar. AQUI DENTRO NÃO. Ali, perto do fogo! Temos movimento!
147.1|Estou te dizendo, porra. Ele é um assassino, e eu prometo que farei quem estiver tentando me matar pagar. AQUI DENTRO NÃO. Ali, perto do fogo! Temos movimento!
148|Então, há uma chance de que esta espada não seja nada mais do que um coçador de barba para o pescoço? Talvez eu tenha deixado minha própria escuridão criar sombras onde não há nenhuma... Porra, isso soou profundo. Vou ter um bom senso. Oh merda, perto do fogo... temos movimento!
148.1|Não consegui encontrar nada sobre isso porque esta espada vem de uma organização secreta, cara. Você acha que eles mantêm anotações detalhadas em uma organização secreta? Que nada! Olha, mais sombras! Perto do fogo!
148.2|Outra pergunta sem resposta. Essa merda está ficando mais profunda que a última temporada daquele programa de fantasia com todos os peitos e bruxos. Acho que não posso dizer com certeza qual é exatamente a origem dessa espada, mas espere aí! Perto da fogueira!
149|Sensei Frank... ele realmente me deixou assim. Ele foi pelas minhas costas e fez movimentos. Ele destruiu minha visão. Eu... eu não posso...
150|A noite toda, você ficou me lembrando da importância de seguir o código, de ter honra. Mas qual o valor do código se o babaca que o criou é um babaca que não consegue ser bom, que abre as portas de um clube de striptease?
150.1|Agora vejo que você está tentando me irritar a noite toda. É, é, eu consigo ver claramente que não existe código que valha a pena seguir, nenhum Sensei que valha a pena se curvar. As pessoas te ferram, e você só precisa contar consigo mesmo. É... as regras mudaram há muito tempo. Quando chego lá, começo a mudar também.
150.2|Sinto como se estivesse sendo despedaçado! Metade de mim quer seguir meu código, mas, CARAMBA! A outra metade quer arrancar o pênis do Frank! Tudo isso porque uma PORRA. PORRA. DE COBRA. SAIU. DA. PORRA. DA. SUA. PORRA. DE GAIOLA. Preciso pensar. Sozinho.
151|Não. Não tem código, nem luz... Só escuridão. E idiotas tentando me matar com espadas de samurai! Foda-se!
152|O código, lembra do código. Não o código do Frank, o código da LEAH. Eu... ugh! Queria que essas vozes na minha cabeça simplesmente fossem embora! Preciso ficar sozinho. Preciso pensar.
153|Mas... mas o- ugh, filho da puta!
154|Esse tem sido o seu plano o tempo todo, né? Me deixando louco, me fazendo perceber que meu sensei era um babaca traidor... Bem...
155|Ei, mantenha essa luz baixa! Estou caçando.
155.1|Olá, meu velho amigo. Você esperava me encontrar triste por causa dos meus sonhos destruídos? De jeito nenhum.
156|Sim, estou nu! Eu precisava me unir ao ambiente. Como um camaleão, sou um Schwarzenegger procurando o Predador agora mesmo. E funcionou! Eu vi a cobra rasgar esses arbustos e depois ir para o telhado. A menos que as asas crescidas daquela cobra tenham encurralado o espanador furtivo.
157|Certo. É verdade que perdi minhas roupas depois de me despir, mas as vi quando você acendeu a luz. Vire-se e me dê um segundo, então terminaremos isso de uma vez por todas.
158|E embora me satisfizesse imensamente bater no sempre amoroso Sensei Frank, o fogo do inferno, com a coronha desta katana, não é disso que se trata. Eu só uso a violência como meio de autodefesa. Ou quando a impressora não imprime.
159|Sério? Isso... com certeza seria apreciado. Onde ele está?
160|Nossa, isso... não parece um pedido de desculpas tradicional. É algo como "segure o aparelho de som para fora da minha janela" ou... espera, isso é...
161|Frank, isso é ótimo, mas eu realmente acho que você deveria vir! Não é seguro lá em cima.
162|É, eu estava puto. Estou puto. Mas a noite toda, meu amigo aqui ficou me lembrando da importância de fazer a coisa certa. Mas, embora tenhamos uma conversa séria sobre como você me tirou daquele espaço, o mais importante é te tirar do telhado em segurança.
163|Frank está bêbado em seu próprio quarto. Eu já vi isso antes, quando pulamos para uma despedida de solteira e ele tentou despir a stripper contratada. Eu diria que deveríamos deixá-lo sair sozinho, mas não sei, é bem alto. Ele pode cair, quebrar a espinha...
164|Você tem razão, tem razão! Já superei o código. Não posso falar pelo antigo mestre desta katana, nem por que eles tinham dedos tão pegajosos, mas esta espada me serve bem agora. E depois que eu tirar o Frank daquele telhado, esta lâmina vai ficar pendurada na porta do meu escritório. Só observe.
165|Ora, obrigada! Infelizmente, temos problemas maiores do que simplesmente ter o Frank preso no telhado com aquela "Pythonidae Constrictus".
166|Haha, não, mas o Frank vai sofrer muito mais do que uma microagressão se não formos rápidos. Pouco antes de irmos caçar nos arbustos, a Ashley me deu uma liçãozinha. Ela me disse que o Sr. Espremedor costuma ser muito dócil, mas... está quase na hora da comida dele!
167|Não, a Ashley o alimenta com ratos-toupeira vivos para que ele cresça grande e forte. Caça, espreme, come. Se você não vê o problema aqui... me diga como é o Frank grandão e peludo.
168|Seu coração está no lugar certo, mas seu cérebro sabe que só temos alguns minutos antes que o Sr. Squeezer coma o maior rato-toupeira-pelado... DE TODOS OS TEMPOS. Seja lá o que for que façamos, precisamos fazer rápido!
169|Quando você está certo, você está certo. Do meu ponto de vista, temos duas opções. Um de nós tem que distrair o Frank enquanto outro o subjuga. Escolha seu veneno. E não estou falando de uma brincadeira de cobra.
170|Você quer fazer o trabalho sujo? Tudo bem. Não tem como você derrotar o Frank no corpo a corpo, e com aquela cobra em volta dele, não sei se conseguiria sem levar uma mordida na cara. Então, se eu fosse você, usaria ataques à distância no Frank.
171|Quer dizer, você precisa encontrar coisas com as quais possa derrubá-lo. A melhor aposta dele seria álcool, mas se ele conseguir jogar, a gente manda ele para longe. Vai ter que bater FORTE nele. Ele vai ignorar essa merda de Liga Infantil. Eu vou ficar aqui, vou mantê-lo convencido de que você está fazendo o trabalho dele de manter a festa sem álcool. Ele vai odiar essa merda.
172|Frank, seus olhos estão ficando... esbugalhados. Acho que a cobra tem que sair AGORA. MUITO EM BREVE, DICA, DICA.
173|Eu nem pensei direito. Só agi. Parece que nem todo mundo saiu... Tá bom... Droga, descanse em paz, Sr. Víbora. A Ashley vai ficar brava.
174|Vamos sair desse espaço alugado e a gente fica quite.
175|Frank! SIM! É hora de mudar o MUNDO!
176|Não acredito. Segundos antes de ele cair, eu estava fantasiando com ele quebrando o pescoço na queda. Não sei o que deu em mim, mas quando o vi cair, eu pensei: "Não podia deixar ele se machucar, sabe?"
177|Eu sei. Vou resolver as coisas com o Frank, para garantir que seja legítimo, mas venha me encontrar em alguns minutos... Acho que tenho algo que você vai gostar... um presente, na verdade. Meu jeito de agradecer!
178|Certo, certo... Eu definitivamente te devo algo, não é? Bem, eu preparei algo bem especial. Venha comigo.
179|Esta noite levou muito tempo, e eu estaria em um lugar muito diferente se não tivesse você ao meu lado o tempo todo. Então, como forma de agradecer, apresento... seu presente!
180|Bem, você claramente não esperava por isso, haha. Só para deixar claro, Frank não está aqui para os seus prazeres carnais. Mas, considerando que ele se despiu em questão de segundos, não posso dizer que ele não encontrará um prazer estranho nisso.
181|Tchau! Como o primeiro aluno do curso de Autodefesa à Prova de Balas da Leah, você será o primeiro a experimentar meu novo boneco vivo! Brincadeira, Frank.
182|Frank, como forma de se desculpar por ter perdido a razão, ofereceu seus serviços como escudo de carne enquanto eu te ensino algumas coisas. Então, vamos conferir, mãos ao alto, e não fuja!
183|Meu amigo, autodefesa é encontrar aquele zen interior. Respire fundo. Sinta o poder interior. Então plante esse maldito pé, mantenha o rosto coberto e desfie o soco para colocar esse desgraçado de joelhos! Certo, Frank, você pode bater nele um pouco mais forte agora.
184|Você... você conseguiu mesmo! Meu programa de autodefesa funciona mesmo! CLARO QUE SIM! Ah, Frank, você consegue se levantar. Estamos quites agora. E você...
185|Nada me excita mais do que triunfar sobre o mal com movimentos bem executados. Vem cá.
186|Haha, tudo bem... meu aluno competente deve estar animado para me mostrar alguns movimentos dele.
187|Funciona bem aqui. Ninguém vai nos expulsar. Se tentarem... joguem arcos. Só não ousem parar.
188|Houve um presidente que disse: "Fale baixo, mas carregue um porrete grande". Gosto de usar isso como um mantra de autodefesa para meus alunos, mas para você, acho que o "porrete grande" tem um duplo sentido, com esse seu pau incrível.
188.1|Patético. Trabalhe nisso, meu aprendiz. Eu te ligo. Ou não. Vamos, Julius Squeezer, precisamos dar um telefonema.
188.2|Houve um presidente que dizia: "Fale baixo, mas carregue um porrete grande". Gosto de usar isso como um mantra de autodefesa para meus alunos, mas para você, acho que o "porrete grande" se refere à sua proeza sexual.
189|Você quer ser o negociador? Eu consigo ver que funciona. Escute, é assim que vai ser: Mantenha o Frank em uma conversa por tempo suficiente para que ele consiga passar por uma daquelas janelas, e eu posso derrubá-lo com segurança por trás. Precisa de dicas sobre o que dizer?
190|Bem, então você não deve ter muito tempo para convencê-lo. Estamos ficando sem tempo. Bem, conversei com a Ashley, e ela só fez um pedido: Seja como for, não machuque o Julius. Claramente, eu não fiz nenhuma promessa.
191|Tudo bem, eu conheço o Frank muito bem. Como a maioria das pessoas, a bajulação pode render alguns pontos. Fora isso, seus assuntos favoritos geralmente giram em torno de, bem, Frank. E apesar de ser um traidor, Frank tem muito orgulho do seu trabalho. Se ele achasse que eu estava negligenciando a segurança desta festa, tenho certeza de que se sentiria um pouco confuso. Alguma pergunta?
192|Isso já foi longe demais, Frank. Não quero te machucar, mas aquela cobra fez algo com a sua cabeça. Honestamente, acho que é o fato de você não estar recebendo oxigênio suficiente para esse seu cérebro já gravemente danificado. Acabou.
193|Frank, aprendi muito sobre o que acredito, e se isso significa salvar sua vida, aquele espaço alugado é todo seu. Eu me rendo.
194|Se eu tiver que lutar contra a fera, que assim seja. Torne-se um com... Shao-Leah.
195|Você tem razão. E esse novo vínculo que formei com essa cobra, devo tudo a você. Não sei se você é mestre dos sussurros ou só do chuveiro, mas esta noite me lembrou que o mundo está cheio de Franks. Idiotas andando por aí com travestis tentando me derrubar e destruir meus sonhos. Depois que aceitei isso, ficou muito mais fácil falar com uma língua bifurcada.
196|Sensei Frank, que bom te ver. Clube de Foda do Frankie, hein? Parece muito intrigante. Com um nome desses, tenho certeza de que você conseguiu um lugar privilegiado. Me conte mais...
197|Não, Frank é mais do que capaz de lidar com isso. Me conte mais sobre o seu clube... Frank.
198|AAAGHH! SEU IDIOTA DE MERDA, eu confiei em você! Eu te dei minha lealdade! E você nunca respeitou minha visão por um SEGUNDO! E eu estou com você: a cobra, a katana... você está tentando me derrubar!
199|Finja-se de bobo o quanto quiser. O plano dele fracassou, e essa cobra, ela me serve agora. Você pode não respeitar minha visão, mas vai me respeitar.
200|Você, é hora de provar que pertence à minha nova ordem mundial. Caça Frank. Segure-o para mim. Eu, vou fazer uma daquelas caminhadas lentas e furtivas atrás de você, como o cara da máscara de hóquei. Por quê? Porque eu amo esse novo mal.
201|Você está dizendo que não quer servir ao meu crescente império? Ouviu isso, Julius Squeezer? Nosso amigo aqui quer a caveira dele para adornar meu novo trono!
202|Frank, receio que este seja o fim da linha.
203|Oh, meu ex-Sensei ingênuo... Eu não vou lutar com você. Oh, não, não, não... meu aprendiz vai lutar com você. Não é?
204|Ele não precisa de um segundo para se perguntar quantos de seus preciosos dentes ele pode perder em batalha. Esse sim é um lacaio leal, se é que já vi um. Deus, você vai esfregar meus pés com tanta força depois disso. Se sobreviver.
205|Você quer vir até mim? Seu tolo, tolo, traidor. Depois de tudo o que você fez para me transformar, você simplesmente joga tudo fora? Frank, abrace Julius Squeezer por mim e nos dê um pouco de entretenimento. Eu danço enquanto pinto a calçada com meu aprendiz de curta duração.
206|Isso mesmo, seu corpo e rosto patéticos virariam mingau contra os punhos de Frank. Acho que não posso perder meu primeiro e único capanga ainda. Deixe-me mostrar uma coisa; Sua primeira lição na escola de autodefesa da Leah — sem... autoofensas.
207|Quando eu estava lá fora, nas sombras, xingando o mundo pelo meu estudo idiota de autodefesa, a única coisa que me confortava era a minha raiva. E o jeito como a cobra fazia isso com a língua.
208|Nada, nada. Minha raiva era tudo o que eu tinha. Cada multa de estacionamento, cada chuveiro que caía do teto do bar, eu pensava em cada coisa que me irritava... e eu liberava.
209|É. Encontre essa loucura reprimida dentro de você e libere essa merda. LUTE CONTRA A RAIVA, FILHO DA PUTA!
210|Eu me sinto... me sinto estranho. Não sei se dormi no meu pescoço, mas eu tive o sonho mais louco de dominar o mundo...
210.1|Argh... essa coisa toda é simplesmente... não. Sabe de uma coisa? ...Foda-se. Eu realmente não dou a mínima mais. Não preciso provar nada para o Frank, nem para ninguém. Aquela vagabunda escorregadia provavelmente já foi embora há muito tempo.
211|Bem, Frank, só precisaram de algumas fraturas no crânio para você poder vir. Eu fico com o lugar, mas dane-se essa besteira de autodefesa. Eu gosto muito mais da sua ideia de clube. É... "Lounge Iluminado da Leah". Venha para as brigas sem luvas, fique porque você nunca pode ir embora! Mas você pode ir, Frank. Quanto mais cedo, melhor.
212|Você me serviu bem, servo. Meu desejo por sangue está satisfeito, mas ainda estou com fome de pau. Sirva-me, se você acha que pode me saciar.
212.1|Você me serviu bem, servo. Meu desejo por sangue está satisfeito, mas ainda estou com fome de xoxota. Sirva-me, se você acha que consegue acompanhar.
213|Ótimo, você ganhou alguns minutos. Mas não me deixe esperando... Eu poderia pedir para o Julius Squeezer repetir essa língua.
214|Bem, eu não tenho tempo para essa merda. Eu poderia hipnotizar minha sala de estar ou demitir os idiotas... quer dizer, investidores do capital suado deles. Qualquer coisa além de esperar pela sua bunda. Eu pensei que você fosse mais rápido do que isso, aprendiz.
214.1|Ei, eu não tenho tempo para essa merda! Você desviou o foco do prêmio, aprendiz. Talvez seja tudo o que você será. Vamos lá, Sr. Squeezer... ou devo chamá-lo de Língua de Pena? É, anéis de verdade, né? Vamos encontrar alguns investidores... ou outro negro...
215|Faz tempo, deita, aprendiz!
215.1|Depois de todas as suas ações hoje à noite, você não consegue tirar a roupa! Vista a calcinha!
216|Que se fodam.
217|Não consigo nem esperar 10 segundos para me vestir? Droga. Se você está preocupado com a possibilidade de eu sair e surtar, não precisa ficar. Estou me conformando com o que o Frank fez comigo, agindo pelas minhas costas e tudo mais. Só espere, ok?
218|Meu Deus, Julius-err, Frank? NÃOOOOO!!!!
219|V-você só... deixou aquela cobra atacá-lo, e você o deixou escapar! Não... não há honra em você. Frank é muitas coisas, mas ele ainda é meu sensei. Ele era meu sensei? Porra, eu tenho que verificar. Mas primeiro... eu tenho que fazer o que todos os aprendizes fazem nos filmes quando seus mestres são derrotados... vingança completa. De você!
220|Ei, usuário. Devido ao medo que Patrick tem de Leah, o PeneVR não tem permissão para realizar uma varredura padrão nela. As coisas que eu poderia fazer com seu rosto infantil e sua bunda minúscula se descobrisse que ele se opõe a ela... são terríveis demais para palavras humanas. Em vez disso, aproveite uma sessão de treinamento comigo, VirtuaLeah. Não se assuste. Este é um espaço seguro para aprimorar suas habilidades.
221|Parabéns, usuário, você é realmente poderoso. Qualquer um que o confronte está em uma situação difícil. Eu me curvaria, mas Patrick sentiu que dobrar as costas de Leah daquele jeito causaria morte iminente. Sinta-se à vontade para retornar quando for conveniente. Desconectando.
222|Você teve um desempenho admirável, usuário. Há 89% de chance de você ter mais potencial e apenas 3% de chance de ser um fracasso total. Eu me curvaria, mas Patrick sentiu que dobrar as costas de Leah daquele jeito causaria morte iminente. Sinta-se à vontade para retornar quando for conveniente. Desconectando.
223|Estou trabalhando nisso, Frank.
224|Esse cara é tipo... quebrado ou algo assim. Já o ouvi dizer que eles são famosos por serem rabugentos ou algo assim, o que soa como uma passagem única para a delegacia de litígio se eu colocar nas mãos dele. Mas você, você é apenas um personagem jogável. Não precisa se preocupar com processos por danos pessoais se eu disser para nocauteá-lo. É só a opinião de um combatente altamente treinado.
225|Você vai querer parar com isso. Minhas ordens são claras: dar uma surra em qualquer um que esteja bêbado hoje à noite. Será que me sinto como um acompanhante para jovens problemáticos tentando beber e transar a noite toda? Pode apostar que sim, mas estou fazendo meu trabalho, droga. Preciso descobrir se isso pertence ao estoque do Frank ou se vou manter as coisas simples e jogar fora. Só para parar, ok? Agora. E não tente essa merda de novo.
225.1|Ei, espera. O Frank passou esse tempo todo limpando toda aquela porcaria pela casa, e eu não vou ouvir ele reclamar sobre ter que reorganizar o arsenal ou algo assim. Vocês não deveriam estar por aí com álcool, porque vocês são um bando de filhos da puta do Chuck-E-Cheeze. Essa merda de bêbado que vocês estão fazendo, parem. Parem... e vão embora.
225.2|Ei! Escutem. Por algum motivo, o Frank me disse para abrir uma exceção para vocês, mas vocês me fazem parecer fraco exibindo essa merda perto de mim. Levem isso para outro lugar, ou vou ter que falar com o Frank sobre o seu "passe livre".
226|Ei! Que porra vocês estão fazendo jogando essa merda fora? Eles não mandaram CLARAMENTE vocês largarem isso? Cara... e eu estava torcendo para não ter que virar uma lata de Whoopass hoje à noite. Ah, bom, esperanças e sonhos, né, filho da puta?
227|Ooooh. Foda-se essa merda. MERDA!
228|Sério? A posição dele está sob ataque? Ah, espera, ele já está envolvido em uma briga brutal? Ele precisa de cinco minutos para uma dança interpretativa relaxante? Ah, deixa pra lá. Mais tarde!
228.1|Ele não consegue proteger uma caixa de madeira de um bando de fracotes? Por que não estou surpreso? Vou dar uma olhada nele, mas só na esperança de encontrar alguém que zombe dele.
229|Ai, merda! Merda, aí mesmo! Mais um PLUS pra você hoje à noite! Isso também está bom para você?
229.1|Não pare, não pare, faça- ohhh porra. Psiu, ei, você se sente bem, campeão?
229.2|Siiiiii-oh SIM! Me dá, aprendiz. Me dá tudo, do seu interior à sua alma!
229.3|Mmmhmmhmmwaaahaaa sim mmm me dê prazer, seu brinquedo indigno! Empurra, empurra... sim, sim, oh sim! Você fez algo certo pela primeira vez...
229.4|Ei, quer fazer algo diferente?
229.5|Cai fora... o que você está fazendo agora?
230|Espera aí, o quê? Que porra você acha que é isso? O FeelingsFest e o Hug-a-Palooza estão exaustos, sua vadiazinha. Agora pare de brincar!
231|Você! Aprendiz! Minha energia sexual está transbordando mais uma vez, e seu sensei precisa de... saciedade. Prepare-se e- Oh, oh não, não... não fale. Aliás, vamos fazer algo com essa sua boca. Certo. Agora.
231.1|Aprendiz! O que você anda fazendo com esse bando de filhos da puta de terceira categoria entre as suas pernas? Cadê seu orgulho? Todo mundo consegue sentir sua energia sexual minguando. É horrível como... um asilo cheio de incels grisalhos. Que vergonha. Se recomponha e prepare-se para satisfazer minhas necessidades de novo em breve.
232|Não, não me desculpe. Eu realmente não sei se você me faria parar ou algo assim. Prove seu valor, e então talvez. Talvez.
232.1|Essa merda soou tão idiota saindo da sua boca. Sai daqui.
232.2|Claro que sim, tenho que manter a garra. Só fique de olho em ninjas, Karens, espiões, Karens que são ninjas... e aqueles caras do parque de diversões fazendo garganta profunda com essa merda flamejante. Nada é mais perigoso do que um homem sem reflexo de vômito. Onde diabos eu ouvi isso? Droga. Aham, onde?
233|Ei, espera! Eu reconheço uma pergunta perigosa quando ouço uma, e não vou responder.
233.1|Sabe, alguns filhos da puta se acham uns merdas por causa do tamanho dos tomates. Mas, falando sério? Os tomates são a parte mais feia do corpo de um cara, e ter tomates grandes não é legal. É nojento.
234|Não, não. Não vou me envolver nisso. Vejo vocês dois mais tarde.
235|Cala a boca, aprendiz. E sério, Frank? Não é. Não sei como diabos sou eu quem te conta isso, mas não tem ninguém como você por ter testículos de balão.
236|Não. Foda-se. Eu nem entendia por que era tão importante assim, e já que o Frank se foi... bem, a festa continua, eu acho!
236.1|Faça o que quiser. Mesmo que o Frank ESTIVESSE aqui, eu não dou a mínima mais.
237|Uhhh... o que você espera que eu faça com isso? Não estou mais em patrulha, então pode retirar isso. Eu não quero isso. Eu não faço essa merda. Este corpo é um templo e tudo mais.
237.1|Tire essa merda da minha cara. Se você tivesse me mostrado isso algumas horas atrás, eu provavelmente teria te ferrado, mas posso te ferrar mesmo assim por fazer eu perder meu tempo. Você sabe que eu não vou colocar essa merda nessa obra-prima de corpo. Você viu minha bunda? É. Foi o que eu pensei.
238|Que porra é essa? Você está... engessada? Qual é, estou tentando causar uma boa impressão com o Frank, e isso NÃO está ajudando. Não quero ter que te ferrar, então se acalme e fique sóbria antes que alguém acabe te dando um soco na cara.
238.1|Nossa, você precisa mesmo se recompor. Você SABE que o Frank vai te dar uma surra se te pegar bêbado pra caramba, né? Que sorte a minha que ele não me deu uma surra só por te deixar escapar com uma advertência, mas é melhor você se recompor ou vai se dar mal!
