[General]
Name|Stephanie
142|Então, primeiro, certifique-se de apertar as nádegas. Dobre os joelhos levemente e tente não travá-los. Depois, finja que tem um esquilo raivoso dentro das suas calças. Mexa os quadris como se estivesse tentando evitar que ele se enrole dentro da sua bunda. Por fim, imagine que está escuro como breu e você está tentando atravessar uma sala cheia de zumbis pelados. Ou você pode acabar com um punhado de restos de carne podre, ou pode ter a mão arrancada com uma mordida. Enfim, mexa os braços de acordo. É, isso resolve! É tudo uma questão de como você explica as coisas. Vá em frente, tente!
142.1|Só observe e me copie! Você não pode errar com esse movimento!
143|Certo. Minha verdadeira paixão, no entanto, é lap dance. Era o que eu costumava fazer antes do último clube de cavalheiros desta cidade fechar, então... Gordinhas, eu acho. Eu costumava dar as melhores lap dances, e as pessoas vinham de longe só para me ver dançar! Às vezes me pergunto por que desisti de algo em que tinha tanto potencial só para ir para uma faculdade idiota. Ah, ótimo. Volte a dançar!
143.1|Sério? Eu preferia estar fazendo isso agora do que falando com você. Aliás, eu preferiria dar uma lap dance para um dos frequentadores pervertidos e desdentados do Chubbies do que continuar essa conversa. Agora me deixe em paz para eu poder voltar ao meu ritmo!
144|Ooph, eu adoraria, mas até os melhores professores precisam de uma pequena pausa entre as aulas. Isso e uma maçã. Na verdade, só uma pausa... Eu não confio no que tem na geladeira da Madison. A aula volta em instantes, minha preciosa aluna! Até lá!
145|Vicky! Eu gosto, eu amo o seu trabalho! E quer dizer, normalmente eu amo sexo e ficaria totalmente deprimida, mas não vou fazer nada com a sua amiga envolvida. Sim, estou falando com você! Você me irritou tantas vezes esta noite que duvido que algum dia consiga descobrir o jeito CERTO de me acariciar. Meu Deus, acabei de fazer uma piada engraçada e deixei o microfone cair em você! Meu Deus, preciso escrever o que acabei de dizer, porque não tenho muitos momentos assim. Meu Deus, o que foi que eu acabei de dizer? Argh!
146|Puta merda, essa é uma daquelas situações em que eu deveria ser um adulto responsável e pesar os prós e os contras das minhas escolhas? Vamos ver. Os prós são... sexo. Os contras são... hm, não consigo pensar em nenhum contra. Acho que isso significa que sou toda sua. Onde estamos fazendo isso?
146.1|Nossa, já estava na hora! Esse babaca me convenceu a fazer topless tipo... faz tempo, e ele nem se ofereceu para me comer ainda. Que provocação! Que bom que você finalmente se apresentou e mostrou a ele o erro dos seus métodos. Eeeee... dois por um! Eu gosto e... mostre o caminho!
146.2|Meu Deus, já estava na hora! Essa garota me convenceu a fazer topless tipo... séculos atrás, e ela nem me pediu para transar. Achei que ia ficar esperando a noite toda. Que bom que você apareceu para mostrar que ela estava errada. Aa...
147|Nossa. Hum. Oi. Normalmente adoro ver as pessoas nuas, mas você é um estraga-prazeres. Embora eu tenha que dizer... não é ruim.
148|Nossa, eles continuam vindo, não é? Na verdade, acho que estou esgotado por hoje à noite. Se eu ficar mais louco do que isso, nunca vou conseguir esses giros, e se eu não conseguir esses giros... bem, imagine como todos os outros vão ficar decepcionados!
148.1|Nossa, você é muito agressivo, além de babaca. Me deixa em paz. Já chega por hoje.
149|Nossa, que legal da sua parte oferecer, mas se eu vou fazer esse negócio de médica que eu gosto, preciso me concentrar! URRA-URRA-URRA, DOUTORA STEPHANIE AO SEU SERVIÇO!
149.1|Aff, já pode ir embora? A Dra. Stephanie não tem tempo para suas travessuras. Estou totalmente focada no futuro que NÃO inclui você! URRA-URRA-URRA, DOUTORA STEPHANIE, SAIA DAQUI!
150|Ooooh, parece delicioso! Você é como um presente que vai continuar dando... ou... algo assim.
150.1|Nossa. Você encontrou alguma bebida alcoólica? Incrível que VOCÊ tenha conseguido escrever isso, sendo tão... chato e tudo mais.
151|Nossa, hum... Agradeço o sentimento, mas já tive alguns encontros com bebidas de aparência suspeita, e o que você tem aí... é. Essa merda é suspeita pra caramba. Valeu, mas não, obrigado!
152|Mas espera! Todo mundo sabe a primeira regra para uma última bebedeira bem-sucedida. Começar a noite com um inalante! Se eu vou beber álcool, preciso ficar com o tipo certo de bebedeira primeiro. Mixers são os meus favoritos. Você por acaso trouxe latas de chantilly hoje à noite? Eu não costumo sair de casa sem elas, mas vim direto do trabalho.
153|Ela, tipo, perguntou por mim especificamente? Nossa, sabe que eu estava pensando, tipo, a gente se distanciou desde que eu costumava ficar com ela o tempo todo na escola. Ela provavelmente está sentindo isso também. Que fofo! Deixa eu terminar essa música e depois eu subo lá.
154|Oooh, Madison, que peitos lindos! Você passaria no teste de peitos na parede no Chubbie's! Aliás, se você quiser mostrar esses peitos na pista de dança, eu topo, garota!
154| 154.1|Ah, Madison! Que peitos lindos! A gente tá, tipo, se revezando na cama? Porque eu chamo as vizinhas!
155|Ah, merda! Isso, tipo, parece ser o meu tipo de coisa. Pode contar comigo.
156|Brittney? Eu não a vi, mas se você vir, manda ela dançar comigo! Ou com QUALQUER pessoa, aliás!
157|Na verdade, não falei com ela, mas tenho quase certeza de que ela ainda está obcecada pela cidade natal. Acho que ela gosta, ela tem uma bagagem bem pesada com isso. Ela disse algo sobre nunca mais querer ver o pau e que tem cheiro de tangerina mofada... Ah, e ela disse que odeia os bem pequenos. Espera, ela estava falando do pau do Patrick ou dos status? Porque isso foi logo depois que ela se exibiu para a gente. Bem, provavelmente não é importante. Volta a dançar!
158|Ahhhh, eu adoro jogos de adivinhação! Mmm... vamos ver. A paixão da Brittney? É... sou eu? Tem que ser eu, né? Quer dizer, eu sou obviamente a melhor dançarina aqui, e dessa vez eu gosto. Pedi um isqueiro emprestado para a Brittney, e ela disse que não fuma... Você sabe o que eu queria dizer, né? Exatamente! Ela não gosta de pinto! E, tipo, por que ela me diria isso? Sabe? Espera aí, qual era a pergunta mesmo?
159|Não sei nada sobre isso, mas se ela sabe dançar, traga-a aqui! Uhuu!
160|Vai nessa! Sinta essa vibe, gata!
161|Vou dançar no escuro... como... uma bailarina no escuro! Só preciso da música. Pode ligar a música de novo?
162|Ah, um pouco de visco? Ei, essa é outra planta que podemos usar para nos divertir, e nem precisamos fumar!
163|Perfeito! Vamos todos dançar sob o visco!
164|Cá entre nós, não faço ideia do que está acontecendo! Shh, é o nosso segredinho!
165|Ah, obrigada?
165.1|Só porque sou casual e confortável comigo mesma não significa que você precisa me dar em cima.
166|Ok... obrigada?
166.1|Sério?
167|Ooooh! É, estou com um pouco de medo, sabia? Patrick está morto. Dançar é a única coisa que posso fazer para manter o medo sob controle, e está muito quente aqui! Então, meus termorreceptores estão dizendo ao meu hipotálamo que preciso me refrescar, então minhas glândulas sudoríparas écrinas produzem fluidos intersticiais pelos meus poros e... suor dos seios!
168|Bem, ficar de topless certamente está me ajudando a me sentir melhor. Principalmente se você aborda situações difíceis dançando para esquecer o medo, como eu.
169|Você tem razão. Levaria aproximadamente 12 horas para um corpo congelar completamente em temperatura ambiente, mesmo no vácuo do espaço.
170|Isso é algum novo tipo de música eletrônica?
171|Nossa, alienígenas sequestraram o Patrick? E essa é a linguagem secreta deles?
172|Nossa, isso é tão legal!
173|Espera aí, a pia está quebrada? Oooh, é por isso que estou tão molhada! Rá! Brincadeira! Sobre a pia, quero dizer.

[Responses]
00ddedcb-4de7-42a3-a4dc-23b068e11295|O que você está fazendo, Steph?
0167950c-5651-4f80-a331-6859844575ae|Se você assinar, Derek tira a camisa.
019b8336-8fc5-4cd0-8b23-d4fd750bfc8b|Ok, vou descer. Não precisa fazer isso...
01d0f9c3-2c82-4a09-8173-ea196e724327|Ajoelhe-se e observe minha anatomia mais de perto.
0216e1f4-fd40-4762-885c-7a2431ef386e|Isso vai ser incrível.
0702af94-6bdf-4f22-8b91-a028831ff57b|Calma! Vou procurar alguma coisa.
07beb9cd-002c-40ca-99a9-5ddc2a52c5f0|Prazer em conhecê-la, Stephanie!
07fb328d-cd47-420d-b7d8-b0bf0bc85226|Nenhum deles bebeu algo que lhes causasse diarreia!
08292e4f-bc34-4738-a855-b06a58d9b8cd|Estranhamente, não consigo encontrar um copo.
08baf6a2-ab15-41ad-b4b6-a0e0960e4de2|E presumo que você seja cozinheiro, certo?
09f0fb1d-80cb-4930-b80a-27a36cd9d6a8|Puta merda!
0a0eed26-2089-416e-9559-ef802852431f|*Continuar*
0a7e5572-e809-44ae-b670-fe2120c09e14|Isso não me parece muito higiênico.
0bb0e8c4-acb2-4e2d-9ac8-7c74a9b29fd5|Puta merda!
0be74b92-2f5d-4218-87f9-06b5211b42f7|Entendi.
0d2ec73b-8ae1-49aa-bee1-8bcd965bc231|Apoiar alguém?
1041bbae-ab62-4f03-a43c-370575ff7a8f|Mhhhh, tudo bem.
11168da2-58d7-446c-a549-2b1f768cacca|*Continuar*
11418c62-3acd-4afc-8691-35594a3856b2|Siga-me.
11530280-7325-481e-b0a2-dfb626fec636|Você sabe onde está o celular do Patrick?
11804443-8f8d-4a46-933b-d508d633a165|Katherine está muito doente e precisa da sua ajuda!
11845a7e-d221-4099-9560-ad1c454b1e49|Obrigado pela informação, mas não é muito útil.
12921248-bfdd-4777-a44f-8650d5e2ae61|Viu do que estou falando? Você seria perfeito para este trabalho!
141aac15-bd83-4fff-ba37-537896181681|Bom saber. Obrigada, Stephanie.
147d229d-9585-4788-8b2a-e924a24abc3b|Gás hilariante? Você já não está rindo feito um idiota?
1493425e-7a7e-4d27-8549-137eaaaa483c|Ok, Professor Steph!
156e2a4a-824f-40af-9195-464d37a00bca|Vou adicionar isso à lista de possibilidades. Obrigada, Stephanie.
15deeeec-9c9d-4bd3-8d5d-72a2301c8526|Sim!
1626a4ac-345a-41af-82f2-bf638473c36a|Acho que se você gosta de fazer isso, parabéns.
169d47d4-93f3-4d80-b233-0002e45dbd79|Steph, o Derek caiu no choro e te contou sobre um gato hoje à noite?
16ac46ab-e252-4ad7-aff9-84a79afcd4ef|Concordo!
17aae2c9-beba-4573-9912-ee12fc935201|Então você gosta de ajudar as pessoas, né?
182d449d-9f85-4498-b54e-ff671a8b3385|Katherine, a Steph é meio que especialista nessas coisas médicas. Ela quer cursar medicina, largar as drogas e a bebida; e...
1a0bc54b-a5df-46b2-a942-a3b841af7cee|*Som de leve* *Som de leve* *Som de leve*
1ceaff1c-3e47-4d56-abe6-4c89cce01cc4|Ótimo! Volto mais tarde, então! Até mais!
1f1dcd77-b7a7-4764-978f-5a9cc32c5acf|Ideias para consertar a pia quebrada?
202bc1f6-1ccd-473f-9835-74aa44795293|Agora que tirei essa bolsa das suas mãos, desça logo.
2037cb59-c962-4959-a5a0-ceebc24ec40c|Merda...
20c4a6a3-d90c-456f-a6ca-e1951edbf9af|Obrigado, vou me lembrar disso.
21a1057a-3d75-4985-972b-143cef6331a7|*Respira fundo no saco*
22dc343f-8f24-4493-b783-104edc8b7840|Bem, eu não sei o que eu esperava...
23ac6c6f-b9df-4384-9214-e6d68544ac20|Stephanie, você perdeu um dente!
23ea47db-5f98-45bd-9a8a-d44073797a28|Meu cinto de castidade e eu temos que ir. Te vejo mais tarde, Stephanie.
2505ae24-a68d-4b1e-abdf-2401cab868d6|Te vejo lá embaixo, garota estranha.
25d318fd-3564-4e55-b353-6f0192d51745|Hum... os dois?
26b134a3-bded-409b-93af-3e6510a245c0|Deixa pra lá. Ainda tenho muito que aprender sobre... isso.
271cd869-0ef5-4fa6-954e-147552302ca1|Acho que médicos não dirigem ambulâncias, mas tudo bem.
283074c3-898f-4333-a409-e048c3aaa65f|Mas pense no dinheiro!
288d0282-29f5-4bae-b652-d84a9587abe9|*Escute*
28ef699b-b316-4417-b0a7-b76d953e7c35|Você tem o meu apoio.
2b38eadb-1389-4ee5-af62-af765adad613|Perfeito! Você tem toda a minha atenção.
2c22b511-857b-4e05-b189-ac192ea1fee3|Vai!
2c6afe14-bfc7-4ed7-9958-6538a83139be|*Inspira*
2d6038a6-66c7-4b74-8cbd-4296205ef3ae|Você está agindo de forma estranha.
2e7b46ff-b7ff-4091-99f3-27e6ce3f7a15|Volto já, Katherine!
2f04f552-16e0-48bc-abfb-06f0624a7ac6|Não, é... esquece.
3055067a-eb4c-442d-b561-e08239ed257a|Droga, eu sabia que tinha esquecido alguma coisa. Que idiota, vou dar uma olhada...
305a9a8f-7f0a-4234-9bfe-8674614c5c67|Vou ver se encontro algo diferente, então.
30ca8f70-d90c-462a-9d94-9a6939652636|Quer conversar sobre isso?
313ae940-932d-4471-83ce-fa204898152e|Isso é um ponto para mim!
31cc9f0a-104a-436c-bcf5-be2a4d4e5788|Você sabe onde posso conseguir maconha?
324bc6cd-c453-41c2-ac6b-eabbd6bcdd20|Espere. Minha capacidade de aprender está diretamente ligada à parte inferior do meu corpo e ela precisa de um descanso.
344680c8-12b6-438a-94cc-2aee9ff0cd97|Perfeito! Entre e trabalhe nele. Ele teve um longo dia...
3479084d-5654-4a31-81c8-e4d575afc698|Dra. Stephanie, rápido, preciso da sua ajuda com uma emergência médica! Agora!
3510798c-8fb6-4c82-bc7b-152976872aac|Ainda não encontrei a garrafa d'água.
35f4c385-e2e5-46cf-a016-12550bd081f3|Claro, te aviso!
381f7bb3-1641-4dc9-abb2-3967d12caaea|Adivinha?! Eu tenho... bem, acho que tenho os dois. Tipo. Aqui!
38352cbe-56b8-43ab-b5f2-b1c8d8550e54|Te vejo mais tarde, Stephanie.
39456f74-a7f3-4727-8570-67e5fdac3247|Ainda não encontrei a garrafa d'água.
3a1c90bd-7f2e-46a7-81b8-c03bcc65fd18|Acho que deveríamos acender as luzes antes da música começar.
3a8322dd-4d72-4c8e-86b6-af3ef06d3ab0|A Madison quer que eu coloque um pouco de visco como decoração, mas preciso encontrar algo resistente o suficiente para pendurá-lo.
3a878eba-01d5-4111-b54e-6e9d99b58201|Legal. Volto mais tarde.
3a9e00ba-1c45-4bbb-b1c6-64f106cf6dd5|*Continuar*
3b4d8b0e-867d-4e2f-a327-f63ab4a8f778|Sem problemas!
3be390f2-e25a-48de-be83-e288b33946d3|Para o armário de bebidas!
3c3ee58e-c2bc-44e1-8eab-a42c2c0a9496|*Escute*
3c82dcf3-a5ac-476c-bce1-f8798a05adee|Que tal termos outra aula?
3c834b03-6cb8-496b-8b9f-b6eb0ee8a892|Steph...
3cb096e0-ccc3-426c-ac9d-d9cd35eb85c9|Você sabe alguma coisa sobre a Amy?
3cb827ba-7f83-4291-b76f-325937223080|Não acho que essa seja a pior maneira de ganhar 50 dólares...
3ce9e21e-8343-40b7-ab49-c35930a51585|Você disse que sabia fazer lap dance antes... O Frank nunca fez uma! Quer ser o primeiro?
3e520cdf-71b0-4b6f-9f02-62a4c22da340|Bem, como você conheceu a Madison?
3e8d52a0-920b-423f-bfb5-36165985b57f|Não!
40b9d146-1a3a-4a96-97c7-ee1f84df7b35|O que você faz, Steph?
41768747-eb5e-4a75-994d-39dfdec5e564|Na verdade, não pensei muito sobre isso...
427692de-c704-45e4-b5c9-e7ef86d3898b|Ok. Aqui está o material. Vadia.
429fafe4-3072-4b1d-a5c2-622be335a7a6|É, parece que você sabe mesmo...
42f9ff5b-b2da-4804-b1ae-77f0c7f63ca5|Ei, cuidado, sua calcinha está aparecendo quando você faz esses movimentos.
4618d64f-a632-4364-8a45-c11aa4b0895c|Vou contar para ele. Obrigada, Stephanie.
4716973a-234b-4d19-a05c-f25fefc053de|Ah, você está livre! Steph, você tem que vir conferir esta pista de dança. Acústica: louca. Atmosfera: ...ainda mais... hum... louca.
471f26a5-07a9-45c8-a98f-cf03d29ac755|Oi, oi.
4a64e4dd-3d5d-450e-acd8-7b75b8889f64|*Escute*
4de6dcb3-b78f-4b9a-b17e-08eb45932f7a|...Ok, ok...
4f213c88-67de-4ee3-91a2-922f704b5b13|Ótimo, obrigada, Stephanie!
50667022-a61b-4129-be0a-1dfacff6788e|Hmm. Bem, posso te dar um desconto. R$ 50.
50c3e4be-2e75-4729-b225-52c47c8f21f0|Ah... merda. Certo.
50ff4c0c-c5fc-4399-9efc-aa6a34507150|O quê? Não, eu não faço isso! Como você ousa?!
54ca1fee-e0ad-4031-ab9b-bed94c781a4f|Malditos sejam vocês e seus princípios! Certo, tudo bem...
553a667e-d5fe-4095-922c-83239c4c17ec|*Continuar*
554ce4eb-2d90-4937-85c6-78e021f2ebb1|Bom saber, Stephanie. Bom saber.
55b76fbb-75e1-4bd5-a348-1a69d4c2e7ed|Puta merda. A professora é... tão gostosa! Não consigo evitar...
57444a62-8d78-4e7d-93fb-5bd1cceab307|A Madison disse que precisa de você assim que tiver um minuto. Ela está lá em cima, no quarto dela.
57b16237-f32e-4ace-9ba6-58cccd2fe9de|*Continuar*
57b71506-e84b-4200-9961-87829ddf911e|O que você está fazendo aqui?
5b6194a5-f84c-492b-95a1-2843cfba6a90|Ok, vou dar uma olhada.
5f79f143-7992-433e-aa37-62096e031ee1|Mostre-me do que você é capaz. (Sexo Interativo)
5f91914b-7c4d-42c7-808e-b4a91b8343c5|Seja sincera, você acabou de despejar todo o seu conhecimento em uma frase, não é?
60e2daf1-55b6-476c-a079-3020a00b3fa1|Stephanie! Pare com isso!
629fae5a-1b9b-4a44-97a2-13269772218d|Ok, vou voltar lá para baixo. Não precisa fazer isso...
63bcdbe0-3cbb-4f22-b397-2fd8ec24bbf9|Ok, aqui vai.
64da9ad6-1629-4837-8be3-3eb368304ef1|Já ouvi falar de uma técnica chamada "69". Você pode me ensinar?
65526a57-9e26-4997-b22a-b21bbae636f7|Desculpe, Kat...
66c54e6f-db79-47bc-99af-819e42eabc7b|O quê? De onde você tira essas ideias?
68b76fcc-2bf8-417f-8794-8b2827f25ec2|Tenho que participar de uma competição de dança e tenho certeza de que vou perder! Stephanie, você é minha única esperança!
68eebcad-8781-4d3c-a7f2-b8ba60fb7ac6|Pare!
696b66a7-2ce5-44da-b26d-64cd33417d26|De nada, Steph.
6b5588d1-1253-4b0d-be4c-71dccefb3585|Você sabe alguma coisa sobre hacking?
6cbf5611-472d-47c0-869e-8343bbc97377|Tem uma competição de arte e dança lá em cima. É no quarto da Mad.
6d66540d-05ab-46d1-b917-98aff19ea797|Ótimo! Parabéns!
72246de3-9bd2-4957-9124-3244b429cacb|Então, você pode me dar esses 50 dólares agora?
72aae74b-05c5-4210-9579-a6c4147ee381|*Escute*
72e4dae3-2a3a-4baa-add0-227e399cd7db|Você sabe o que isso significa no caderno do Patrick?
740e2e1b-af1b-471e-91c5-7ee75721f6ee|Ah, me dá um segundo, eu preciso, hum... limpar a pista de dança por um segundo! Já volto.
76885be9-3daf-4a91-ad91-f9ea29b900ec|Tudo vai ficar bem, Katherine!
77836cbc-a89c-4d75-af94-bcbfb3bae930|Com certeza tem mais alguma coisa que você não está me contando.
78fe502f-1cc0-4a69-8b00-7e74850fbf3a|Isso deve estar bom. Qual é a lição 1?
7d3f1745-645f-4896-9822-9e60a0f58aaf|Eu não o culpo, mas sim, eu entendo o que você quer dizer.
7da2366e-0d36-420c-b5d1-ba3d7629526c|Droga...
81995c3d-d2ed-46a0-8df7-dd5d67aeff50|Ok, ok.
81de3d93-dbd1-4672-bee5-9fc365f406d7|...Todo mundo tem um celular, Stephanie.
81e53a5d-747c-4100-b19c-33a1b8308671|Steph, volte!
820774b2-fb26-4a55-a229-7a25a74d4216|Obrigada!
8379d05a-0dc4-4f9a-a5c7-d335f45fe6d4|Vamos para a garagem!
841cbcd4-95b3-40ce-b54f-6b2b0a4ccbaf|Hum... de nada.
860444ad-34dd-42fd-a827-efcc7ce7cec2|Você sabe alguma coisa sobre a nova vizinha da Madison?
86afe2c1-67c7-49bb-a39c-a1187a4a3e84|Steph, preciso aprender a dançar melhor... você tem algum conselho?
8920a1b6-3f86-49e7-906f-f935a1b5c57f|Fogueira, aí vamos nós!
8a5234c3-b20c-42ed-b25c-a6e25a3a511f|*FIM*
8a7b3d54-c025-40f1-bb0f-248d9a6a9420|Ah. Você é uma das garçonetes.
8a9764a6-57de-44f4-84c4-548bbed443f4|Aproveite sua bebida e esqueça seus problemas.
8ae6e8d0-662f-48c1-823a-28091a39872d|Sra. Stephanie, preciso de acesso mais fácil aos seus... hum... materiais escolares. Acho que ela não vai se importar se eu tirar isso...
8c444e59-558a-433b-9f79-cd4ed3148279|*Escuta*
8c4984c7-54c5-486b-9fcb-17b0c567d169|Rsrsrs!
90e891cb-33e9-4cbd-bb27-6ea6e024c5b6|Você devia largar o emprego.
912c3ca6-321a-475d-9993-1e39bb991b32|Droga, Stephanie, você está chapada!
92936248-74da-4eba-ac33-a15695b5c5cd|Ei, ei! Quer relaxar comigo na banheira de hidromassagem?
92f41f1a-7847-4209-ae6f-f45da8e0f0b5|Bem, encontrar o Purgalicious vai ser um osso duro de roer...
93212eb4-a424-4ca7-a44a-f4d122bb1a48|Ele parece um cara horrível.
93e8ce1e-1f44-4066-b2e5-4a4a4a94a9b5|Mostre-me do que você é capaz.
97c6e6bf-0d91-4af4-9ac8-e0b209174a9d|Vamos lá.
98189443-b55b-4c38-9f87-9d95d4450bff|Não pensei que seria tão fácil...
9863918f-a1ad-42a2-90f6-eee68df3925c|Ai... tá, continue fazendo o que estava fazendo.
99aa4d5d-02b9-4e2e-9549-17abf9e41207|E... merda.
9b1126db-f45c-4f8a-a573-e836853935bd|Sim!
9b5ab4f5-9ef9-402a-b3e9-ba3ca2111e9e|Estou bem atrás de você.
9ef51060-eab2-4601-bde1-22953a7ab7cb|Do que você está falando?
9f83575c-3fba-442c-8d69-4ccfce2b4939|Parece que você está se divertindo.
a0152de5-a0c2-437e-8504-8b2a9cb710bd|Cara, você está arrasando na pista de dança!
a1b75925-bbec-4ae7-83a7-53ecd03a01f0|Não sei se devo ficar feliz com isso ou não...
a1edccec-9e92-4a9b-afd8-f86fc778176f|*Escute*
a2504ad7-f85d-436b-9458-e3f20dde0b81|Você já pensou em seguir carreira na área médica?
a2aac305-f044-4364-8838-a2c71ce803a2|Ei, Stephanie, você vai assinar minha petição, certo?
a500c1f3-7bea-42d4-8379-f3b55414f14a|Estamos quase lá.
a5019e90-fe6c-4706-a3e6-5032c0599e56|Faz sentido...
a5cc50cc-51f2-4e71-ba33-b2f55346e66c|Ah, é um concurso de assinaturas. A melhor assinatura ganha.
a65f1f8e-771b-4e5f-a119-0646b432faf4|Continuaremos procurando.
a797561c-f19d-46c4-96a1-c753648fc5bf|Então, que tal animarmos um pouco esta festa dançando de topless?
aa273070-c9a1-44f6-b170-a37a0e8623dc|O que posso dizer? Ver você dançar me causa esse efeito...
aa6fa956-4d77-417b-a516-907c286adbfe|Gostaria de fazer esta aula particular agora.
ac0ae55b-eaeb-488b-8fef-87175cf9eb7a|Não, eu quis dizer que você está de topless e suando. Só queria te dizer que você parece estar com febre alta.
ac649efc-1da8-482b-b6be-341b1f7ac8c8|Stephanie?
afe1c9c0-2e89-4aa9-9e76-f8208cd9af27|Você é muito gostosa, Stephanie.
b0b399dd-eaee-447f-ac27-78f6c9eadca2|Feliz Dia dos Namorados!
b0f511fb-464f-4c42-9e5f-763461b4bd56|Concordo plenamente!
b1237d49-389a-4a71-b8ab-3f144ed53053|Adoro seu entusiasmo!
b1a94f3a-728e-4a57-a4c6-ee5fa1892c2a|Acho isso nojento e degradante.
b1b13014-659e-4af3-a79c-c2237d95708e|Você sabe onde fica a Brittney?
b29528d6-381d-4cd9-b355-f4403cdc5c61|Conte-me a pior parte de trabalhar na Chubbies.
b3ca046a-02a3-4e16-ab0f-de0cb405a9ee|Desculpe.
b480133c-1a01-4101-8965-c4dea0fe4710|Prazer em atendê-lo!
b57071c3-3def-4ab3-bb84-2676d6473c66|Ok, aqui está.
b6cf1a76-3377-44c9-89b7-dcf6ed797fe3|Ok. Aqui está o resto do material. Puta.
b8d79a73-e73f-4934-8ee2-9294270de79c|Merda!
b9c117f7-f661-453b-8eeb-6b6f74663bb4|Não, eu estava me referindo ao seu corpo.
ba04ab03-ee10-44da-be40-2702dd035114|Me diga o que posso fazer para ajudar.
baa632b3-029e-4326-819b-05efa3c161c3|Podemos discutir isso depois... foco!
bc215bc3-0688-4f58-9654-4fa798fbb731|O que é Gut Grip?
bd83e5c4-a7a7-4be9-94fe-55596415c5f3|Alguma ideia de por quem a Brittney possa ter uma quedinha?
bd9916b2-bb09-4165-bb0a-0beae164ded6|Droga. Que bom.
be00e5d6-a45f-42d9-a7e7-25e6870c8c7d|Você realmente aprecia os prazeres simples da vida... Até mais.
be3e748b-1307-4085-9550-a8524b37796d|É o Frank! As bolas dele estão inchadas! Rápido, rápido, você tem que vir ver!
be56975f-2e2f-4935-8295-8a5afe2dc60f|*Pegadinha concluída com sucesso!*
be7eda8a-0b2b-49d1-a850-1f630a9bbde4|Falando em empolgação, hum... quer que eu te ajude a resolver o problema?
bfad2150-6aae-4a7a-9206-3286b5f19481|Atenção. Obrigada mesmo assim, Stephanie.
c016c3f4-9ccd-415d-9d00-e3e1d30d5ec4|O que você está planejando fazer?
c30b4fc2-4f33-4b74-aa6d-1edbed441327|De nada!
c316d7c5-6a66-4c0f-8c06-4efc3a3b5608|Ok. Ok, te vejo mais tarde.
c352e81b-8bf0-4f1d-911e-f1e302a241b1|Vamos fazer isso agora, então.
c393da1b-08b7-46f9-b238-61b9fbf4d34f|Mhh. Vou ver o que posso fazer. O que eu ganho com isso, afinal?
c66be4fc-64e8-47a1-a7f0-cadcdd7ce05f|Então... como é ser uma garçonete de topless?
c8b7fb74-d811-4890-8b78-42a26f0765c4|*Gritando* EI, ESTOU AQUI EM CIMA, MAS AINDA ESTOU TRABALHANDO PARA VOCÊ! SÓ ESTOU, AH... OCUPADO. KAT, CONFIE NA STEPH! E STEPH, AH... FIQUE NO LEITE, BEBA SUA ESCOLA, NÃO USE DROGAS E...
c9456506-b93c-4506-bd33-fe45041ce0fc|Todo mundo precisa de dinheiro.
ca0e5d1c-2f97-4c12-8604-66b897a887b6|Me conta! Mas é, na verdade está um pouco mais quente aqui.
ca18d584-53b3-4c6d-97f8-c18345581f39|Ainda não encontrei a garrafa d'água!
ca2d5813-cc0c-4008-a595-1e05e1b74a1f|Calma, Steph.
ce280680-aacc-4b2c-81ef-e9785642e16a|Onde posso encontrar gás hilariante?
cec25d80-4476-4e7e-a994-8c140d1857ac|Um novo futuro profissional, Katherine tolerando sua existência e... todo o prazer que eu posso te oferecer. Como tudo isso te faz sentir?
cef4d405-50d7-4410-b460-e7a876accdcd|Você está estranho, mas acho que te vejo lá embaixo.
cfeedd48-83d5-4f6b-8fa8-d1b6a3af038c|Ah, é!
d322875d-fd2a-42a0-b9fa-b58fc06c9790|O qu... eu... bem, não posso dizer que sua resposta me surpreende. Sabe, geralmente sou pago pelos meus serviços...
d5bf34f9-dce3-4cd9-be60-506d55e958d5|Bom saber, eu acho.
d718ecb8-b4d3-4407-9d58-02488ed679e3|Isso é... simplesmente incrível. Obrigado, Steph!
d89498de-fe21-461b-80fc-3356b655f2bb|Você sabe que eu tenho.
d96db4e0-a22f-4744-a9e4-991b7e02e2d4|Sim, é verdade! Mas agora que você mencionou, está um pouco mais quente aqui.
da6115ad-d9bd-42dc-a161-de244bf56c75|Boas Festas!
daec0265-d62b-4162-95d1-c3f7cf66b4e8|O que você está fazendo aqui?
db993de8-5d57-4404-b782-96cb69752dc2|De nada!
dccbf863-c99b-43f2-9ba2-5be448f725a5|Steph, posso te servir mais cerveja, se quiser.
df7770ab-9564-4a29-890c-05dbc0af204e|É exatamente por isso que estou aqui. Pare de pensar em drogas e ajude a Kat!
e04b0f9b-8cee-48fb-8601-382baab9b8f6|Acho que você estuda com essas pessoas. O que você estuda?
e09e958c-e2b3-4ac5-a128-bf725ed58fd8|Eu também faço casamentos e bar mitzvahs.
e0a8f50b-1b09-4b15-8250-72410ed05c15|Ok, ok.
e2b11b68-4b32-4678-971e-cb12fa26136d|Talvez você devesse ir com calma... ah, esquece.
e32078e6-34fb-4c37-9321-35f5c699c737|Adivinha?! Eu tenho os dois!
e67f55fe-1c56-4967-8f93-56a32902e0c4|Sinto muito que esteja decepcionada...
e7cdc12d-5f7c-43aa-9798-2a684969764e|Ok, se você diz...
